LYS Product Name,LYS URL,LYS Product Code,LYS MRP,LYS SP,LYS Stock,Category,|,Snapdeal Product Name,Snapdeal URL,Snapdeal MRP,Snapdeal SP,Snapdeal Stock,|,Amazon Product Name,Amazon URL,Amazon MRP,Amazon SP,Amazon Stock,|,Flipkart Product Name,Flipkart URL,Flipkart MRP,Flipkart SP,Flipkart Stock,|,PayTM Product Name,PayTM URL,PayTM MRP,PayTM SP,PayTM Stock,|
Jawbone Up 24   Bluetooth Enabled Wristband Black Large Color 7278*,http://www.liveyoursport.com/products/jawbone-up-24-bluetooth-enabled-wristband-black-large-color-7278,LYSN2695,13999.00,10000.00,In Stock,Run & Cycle/Electronics/Activity Trackers,|,,,,,,|,Jawbone UP24 - Fitness Tracker / Sleep / Activity Monitor - Bluetooth Enabled,http://www.amazon.in/Jawbone-UP24-Fitness-Activity-Bluetooth/dp/B00GQB1JM0?tag=googinhydr18418-21&kpid=B00GQB1JM0&tag=googinkenshoo-21&ascsubtag=590649f2-fe2c-4d84-8a22-34a06e08e323, 14574.00, 12388.00,In Stock,|,,,,,,|,,,,,,|
Kross K 20 Single Speed Bike Black*,http://www.liveyoursport.com/products/kross-k-20-single-speed-bike,LYSN196,5690.00,4837.00,In Stock,Run & Cycle/Cycling Bikes/Mountain Bikes,|,Kross 26T K20 Single Speed  Bicycle,http://www.snapdeal.com/product/kross-26t-k20-single/599596472,5690,5484,In Stock,|,,,,,,|,,,,,,|,,,,,,|
Gm Original Wheelie Cricket Kit Bag,http://www.liveyoursport.com/products/gm-original-wheelie-cricket-kit-bag,LYSN2062,2825.00,2260.00,In Stock,Team Sports/Cricket/Bags,|,,,,,,|,GM Original Wheelie Kit Bag,http://www.amazon.in/GM-Original-Wheelie-Kit-Bag/dp/B00INTOW3Q/ref=sr_1_1?ie=UTF8&qid=1433319883&sr=8-1&keywords=GM+ORIGINAL+WHEELIE, 2825.00, 2521.00,In Stock,|,GM Original Wheelie Kit Bag,http://www.flipkart.com/gm-original-wheelie-kit-bag/p/itme6xyhf4zzbaeh?pid=SPBE6XYHHPMKSBF3&ref=L%3A1706853655294592676&srno=p_1&query=GM+Original+Wheelie+Cricket+Kit+Bag&otracker=from-search&affid=saikerneli, 2825, 1597,Out of Stock,|,Gm Original Wheelie,https://catalog.paytm.com/v1/p/gm-original-wheeler-cricket-kit-bag-black-and-brown-CMPLXSPOGM-ORIGINAL-DUMM31567E12AEB27,2825,2825,Out of Stock,|
Kross Storm Multi Speed Bike 20 Inch*,http://www.liveyoursport.com/products/kross-storm-multi-speed-bike-20-inch,LYSN176,5949.00,5057.00,In Stock,Run & Cycle/Cycling Bikes/Mountain Bikes,|,,,,,,|,Kross Storm 20T Multi Speed Bicycle  (Multicolor),http://www.amazon.in/Storm-20T-Multi-Speed-Multicolor/dp/B00M2M222S/ref=sr_1_fkmr0_3?s=sports&ie=UTF8&qid=1433324812&sr=1-3-fkmr0&keywords=Kross+Storm+Multi+Speed+Bike+20+Inch,,,,|,,,,,,|,,,,,,|
Fitbit Zip Activity Tracker*,http://www.liveyoursport.com/products/fitbit-zip-activity-tracker,LYSN1070,5799.00,,In Stock,Run & Cycle/Electronics/Activity Trackers,|,,,,,,|,Fitbit Zip Wireless Activity Tracker Charcoal,http://www.amazon.in/Fitbit-Wireless-Activity-Tracker-Charcoal/dp/B00HSDNJSC,5229.00,,In Stock,|,Fitbit Zip Wireless Activity Tracker Fitness Band,http://www.flipkart.com/fitbit-zip-wireless-activity-tracker-fitness-band/p/itmdz4h5upfrtcgv,,,Out of Stock,|,,,,,,|
Fitbit ONE Wireless Activity and Sleep Tracker*,http://www.liveyoursport.com/products/fitbit-one-wireless-activity-and-sleep-tracker,,8600.00,,In Stock,Run & Cycle/Electronics/Activity Trackers,|,,,,,,|,Fitbit One Wireless Activity Plus Sleep Tracker Black,http://www.amazon.in/Fitbit-Wireless-Activity-Sleep-Tracker/dp/B00CLFY34Q,,,,|,Fitbit One Wireless Activity Plus Sleep Tracker Fitness Band,http://www.flipkart.com/fitbit-one-wireless-activity-plus-sleep-tracker-fitness-band/p/itmdz4h58fsh2jc8,,,Out of Stock,|,,,,,,|
Kross K 30 Single Speed Bike*,http://www.liveyoursport.com/products/kross-k-30-single-speed-bike,LYSN177,5520.00,4692.00,In Stock,Run & Cycle/Cycling Bikes/Mountain Bikes,|,Kross 24T K30 Single Speed  Bicycle,http://www.snapdeal.com/product/kross-24t-k30-single/570217358,6255,4898,In Stock,|,,,,,,|,,,,,,|,,,,,,|
Garmin Vivofit Fitness Band   Black*,http://www.liveyoursport.com/products/garmin-vivofit-fitness-band-black,LYSN6352,10999.00,,Out of Stock,Run & Cycle/Electronics/Activity Trackers,|,Garmin Vivofit,http://www.snapdeal.com/product/garmin-vivoft/643140067680,9990,9990,In Stock,|,Garmin Vivofit Wireless Fitness Wrist Band and Activity Tracker (Black),http://www.amazon.in/Garmin-Vivofit-Fitness-Band-Black/dp/B00HFPOXM4?tag=googinhydr18418-21&kpid=B00HFPOXM4&tag=googinkenshoo-21&ascsubtag=590649f2-fe2c-4d84-8a22-34a06e08e323, 9990.00, 8386.00,In Stock,|,Garmin Vivofit Fitness Band,http://www.flipkart.com/garmin-vivofit-fitness-band/p/itmdyqn2xxmx8mfd?pid=FNBDXTY3GVNQECBJ&ref=L%3A-5342096075996313667&srno=p_1&query=Garmin+Vivofit+Fitness+Band+%28Black%29&otracker=from-search&affid=saikerneli, 9990, 6999,Out of Stock,|,,,,,,|
Kross Storm Ds Multi Speed Bike*,http://www.liveyoursport.com/products/kross-storm-ds-multi-speed-bike,LYSN175,6720.00,5712.00,In Stock,Run & Cycle/Cycling Bikes/Mountain Bikes,|,Kross Storm DS Multi Speed Bicycle 20T,http://www.snapdeal.com/product/kross-storm-ds-multi-speed/1354223294,6800,5236,In Stock,|,,,,,,|,,,,,,|,,,,,,|
Kross K 10 Single Speed Bike*,http://www.liveyoursport.com/products/kross-k-10-single-speed-bike,LYSN180,5690.00,4837.00,In Stock,Run & Cycle/Cycling Bikes/Mountain Bikes,|,Kross 26T K10 Single Speed  Bicycle,http://www.snapdeal.com/product/kross-26t-k10-single/1505583336,5898,4399,In Stock,|,Kross K-10 Single Speed 26T Bicycle (White),http://www.amazon.in/Kross-K-10-Single-Speed-26T/dp/B00NLYHT3I?tag=googinhydr18418-21&kpid=B00NLYHT3I&tag=googinkenshoo-21&ascsubtag=590649f2-fe2c-4d84-8a22-34a06e08e323, 5690.00, 5600.00,In Stock,|,,,,,,|,,,,,,|
Garmin Forerunner 10 Running Gps Watch (Green),http://www.liveyoursport.com/products/garmin-forerunner-10-running-gps-watch-green,LYSN4368,11500.00,,In Stock,Run & Cycle/Electronics/GPS Watches,|,Fitness Watch FR 10,http://www.snapdeal.com/product/fitness-watch-fr-10/638269368779,12999,9999,In Stock,|,Garmin Forerunner 10 Fitness Watch (Red/Black),http://www.amazon.in/Garmin-Forerunner-Fitness-Watch-Black/dp/B00996VQD6?tag=googinhydr18418-21&kpid=B00996VQD6&tag=googinkenshoo-21&ascsubtag=590649f2-fe2c-4d84-8a22-34a06e08e323, 9490.00, 9016.00,In Stock,|,Garmin FR10 GPS Watch Forerunner Digital Watch  - For Men Women,http://www.flipkart.com/garmin-fr10-gps-watch-forerunner-digital-men-women/p/itme785pm4dgvtgk?pid=WATE785PM7YFETQZ&ref=L%3A-8980426201765232622&srno=p_1&query=Garmin+FR10+GPS+Watch+Forerunner+Digital+Watch++-+For+Men%2C+Women&otracker=from-search&affid=saikerneli,, 9490,Out Of Stock,|,,,,,,|
Kross EVOX 360 Mountain Bike*,http://www.liveyoursport.com/products/kross-evox-360-mountain-bike,A005809,6020.00,5117.00,In Stock,Run & Cycle/Cycling Bikes/Mountain Bikes,|,,,,,,|,Kross Evox 20 T Bicycle  (Multicolor),http://www.amazon.in/Kross-Evox-20-Bicycle-Multicolor/dp/B00M2M26VU/ref=sr_1_fkmr0_2?ie=UTF8&qid=1432013847&sr=8-2-fkmr0&keywords=evox+360,,,,|,,,,,,|,,,,,,|
Kross K 40 Multi Speed Bike*,http://www.liveyoursport.com/products/kross-k-40-multi-speed-bike,LYSN183,7760.00,6596.00,In Stock,Run & Cycle/Cycling Bikes/Mountain Bikes,|,Kross 26T K40 Multi Speed  Bicycle,http://www.snapdeal.com/product/kross-26t-k40-multi/1384953904,7760,7200,In Stock,|,,,,,,|,,,,,,|,,https://paytm.com/shop/p/kross-k40-multi-speed-bicycle-black-and-green-size-26t-SPOKROSS-K40-MUDUMM3156723EED399_36726,,,Not Found,|
Kross K 10 Multi Speed Bike*,http://www.liveyoursport.com/products/kross-k-10-multi-speed-bike,LYSN181,7390.00,6282.00,In Stock,Run & Cycle/Cycling Bikes/Mountain Bikes,|,Kross 26T K10 Multi Speed  Bicycle,http://www.snapdeal.com/product/kross-26t-k10-multi/1556197024,7390,6970,In Stock,|,Kross K-10 Multi Speed 26T Bicycle (White),http://www.amazon.in/Kross-K-10-Multi-Speed-26T/dp/B00NLYHN4S?tag=googinhydr18418-21&kpid=B00NLYHN4S&tag=googinkenshoo-21&ascsubtag=590649f2-fe2c-4d84-8a22-34a06e08e323, 7390.00, 5306.00,In Stock,|,,,,,,|,,https://paytm.com/shop/p/kross-k10-multispeed-bicycle-white-size-26t-20-inch-SPOKROSS-K10-MUDUMM315671F642978_35538,,,Not Found,|
Kross K 30 Multi Speed Bike 8134*,http://www.liveyoursport.com/products/kross-k-30-multi-speed-bike-8134,LYSN182,7390.00,6282.00,In Stock,Run & Cycle/Cycling Bikes/Mountain Bikes,|,Kross 26T K30 Multi Speed  Bicycle,http://www.snapdeal.com/product/kross-26t-k30-multi/1250816233,7567,5278,In Stock,|,Kross K-30 24T Multi Speed Bicycle (Hot Red),http://www.amazon.in/K-30-24T-Multi-Speed-Bicycle/dp/B00NLYHFUA/ref=sr_1_fkmr0_2?ie=UTF8&qid=1433326177&sr=8-2-fkmr0&keywords=KROSS+K+30+MULTI+SPEED+BIKE, 6850.00, 6644.00,In Stock,|,,,,,,|,,https://paytm.com/shop/p/kross-k30-multi-speed-bicycle-red-and-black-size-26t-SPOKROSS-K30-MUDUMM31567FF38FC0F_36726,,,Not Found,|
