Category,,Page Title,Product Image File - 3,Product Image File - 2,Product ID,Brand Name,Product Image File - 4,Product Description,Price,Product Image Sort - 2,Product Name,Product Image Sort-5, Product Image File - 6 ,Product Image Sort-6,Free Shipping,Current Stock Level,Option Set,Track Inventory,Product Image File - 1,Sort Order,Product Image Description - 1,Retail Price,Product Availability,Meta Description,Sale Price,Product Code/SKU,Product Image File - 5 ,Item Type,Product Image Sort - 1,Product Image Is Thumbnail - 1,Product Image Sort - 3,Bin Picking Number,Product Image Sort - 4
,,,,,216262,,,,,,[S]Size=36.5in L,,,,,100,,,,,,,,,,44482036.5in L,,SKU,,,,ACTIVINSTINCT,
,,,,,216263,,,,,,[S]Size=37.5In L,,,,,100,,,,,,,,,,44482037.5In L,,SKU,,,,ACTIVINSTINCT,
,,,,,216264,,,,,,[S]Size=37.5in M,,,,,100,,,,,,,,,,44482037.5in M,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Sticks/Adult/Composite sticks,,Buy the GRAYS GR 11000 Pro Jumbow Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,,91898,Grays,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>This range of sticks feature Graphene Enhanced Technology a high form of carbon which has microscopic thickness making it one of the thinnest yet strongest new generation materials. This creates a unique combination of powerful energy transfer when 								hitting and shock absorbing properties for added feel and response.</p><p>The new Octagrip handle is a unique concept in handle design. It has an eight sided top hand profile that generates additional fingertip control particularly when executing one-handed stick skills.</p><p>Graphene fibre matrix construction formulae with fully integrated carbon and aramid and graphene resin system. There is improved control by energy-absorbing basalt and excellent transfer when hitting.</p><p>The Jumbow blade profile is the ultimate shape and design with the curve positioned down the blade to help generate drag flick momentum. The curve location is now contoured at the lowest legal position allowed within the FIH regulations. It generates sling momentum makes passing easier on the backhand side and creates an improved reach-zone over which you can dribble the ball.</p><ul><li>Power Rating: Xtra stiff</li><li>Head Face: Improved Feel area</li><li>Blade Profile: Jumbow</li><li>Reinforcement Materials: Carbon Aramid</li><li>Grip: Twintex Hi-Soft</li><li>Low Backhand Zone: PR Enhanced Edge Protection</li><li>Heel Protection: AR Zone</li></ul><br>																</div>",61475.05,2,GRAYS GR 11000 Pro Jumbow Hockey Stick*,5,,6,N,100,GRAYS GR 11000 Pro Jumbow Hockey Stick,By Option,http://products.activinstinct.com/y2014/m07/446723/77230651-b.jpg,-240,Buy GRAYS GR 11000 Pro Jumbow Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,61475.05,12-17 Working Days,Get your hands on the GRAYS GR 11000 Pro Jumbow Hockey Stick. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,55698.226155,446723ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216282,,,,,,[S]Size=37.5in M,,,,,100,,,,,,,,,,44672337.5in M,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Sticks/Adult/Composite sticks,,Buy the MERCIAN Great Black CB1 Composite Hockey Stick  Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,,91893,Mercian,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>An ultra high-specification composite stick designed to deliver maximum energy transfer from player to ball. Multi-direction carbon and Kevlar (Aramid) are layered over a glassfibre base to create a highly durable composite shell with a CB1 (19mm) 								shaft shape that delivers outstanding top-end performance. With the Great Black now widely accepted as a stick for the very highest levels it's performance is unquestioned.</p><ul><li>Range- M Tek</li><li>Construction- Advanced Composite</li><li>Graphite 70%</li><li>Fibreglass 5%</li><li>Kevlar Vector Ply 10%</li><li>Kevlar 49 15%</li><li>Shaft- Crazybend1</li><li>Head- Mercian Midi</li><li>Grip- M Tek super soft</li><li>Weights- Light &amp; Medium</li><li>Lengths- 36.5 and 37.5</li></ul><br>																</div>",38372.086155,2,MERCIAN Great Black CB1 Composite Hockey Stick *,5,,6,N,100,MERCIAN Great Black CB1 Composite Hockey Stick ,By Option,http://products.activinstinct.com/y2008/m12/1916/56106831-b.jpg,-240,Buy MERCIAN Great Black CB1 Composite Hockey Stick  Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,38372.086155,12-17 Working Days,Get your hands on the MERCIAN Great Black CB1 Composite Hockey Stick . Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,16714.411155,1916ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216272,,,,,,[S]Size=37.5In L,,,,,100,,,,,,,,,,191637.5In L,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Sticks/Adult/Composite sticks,,Buy the GRYPHON Atomic CC Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,http://products.activinstinct.com/y2014/m07/443024/27377308-b.jpg,65330,Gryphon,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>The Gryphon Atomic Hockey Stick is the smoothest transition stick on the market with an aggressive yet balanced flex that is extremely forgiving for the up and coming player. This stick is designed to get you playing your nest by making every trap 								pass and shot easier.</p><p>The Power Integration System is all about creating responsive feel combined with supreme power giving you the competitive edge.</p><p>The Aramide Protection System is all about protecting the product for those that play hard. The APS reinforces the edges and face of the stick so that the stick has uncompromising durability against the elements of the game.</p><ul><li>Core: Aramide Fibreglass Epoxy</li><li>Head Shape: Maxi</li><li>Bow: 20 mm</li><li>Bow Position: Medium</li></ul><br>								<p>Material</p><ul><li>Carbon </li></ul>								</div>",18159.7,2,GRYPHON Atomic CC Hockey Stick*,5,,6,N,100,GRYPHON Atomic CC Hockey Stick,By Option,http://products.activinstinct.com/y2014/m07/443024/95105789-b.jpg,-240,Buy GRYPHON Atomic CC Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,18159.7,12-17 Working Days,Get your hands on the GRYPHON Atomic CC Hockey Stick. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,16714.411155,443024ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216274,,,,,,[S]Size=36.5in,,,,,100,,,,,,,,,,44302436.5in,,SKU,,,,ACTIVINSTINCT,
,,,,,216275,,,,,,[S]Size=37.5in,,,,,100,,,,,,,,,,44302437.5in,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Sticks/Adult/Composite sticks,,Buy the GRAYS GR 7000 Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,,65239,Grays,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>This range of sticks feature Graphene Enhanced Technology a high form of carbon which has microscopic thickness making it one of the thinnest yet strongest new generation materials. This creates a unique combination of powerful energy transfer when 								hitting and shock absorbing properties for added feel and response.</p><p>Graphene fibre matrix construction formulae with fully integrated carbon and aramid and graphene resin system. There is improved control by energy-absorbing basalt and excellent transfer when hitting.</p><p>The Standard blade profile is the classic traditional straighter shape positioned in the mid-section of the blade. It keeps passes low and accurate makes stopping control easier and improves stick handling skills.</p><ul><li>Power Rating: Super stiff</li><li>Head Face: Improved Feel area</li><li>Blade Profile: Standard</li><li>Reinforcement Materials: Carbon Aramid Fibreglass</li><li>Grip: Twintex Hi-Soft</li><li>Low Backhand Zone: PR Enhanced Edge Protection</li><li>Heel Protection: AR Zone</li></ul><br>																</div>",32596.706155,2,GRAYS GR 7000 Hockey Stick*,5,,6,N,100,GRAYS GR 7000 Hockey Stick,By Option,http://products.activinstinct.com/y2014/m07/446733/86497665-b.jpg,-240,Buy GRAYS GR 7000 Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,32596.706155,12-17 Working Days,Get your hands on the GRAYS GR 7000 Hockey Stick. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,29709.016155,446733ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216279,,,,,,[S]Size=36.5in L,,,,,100,,,,,,,,,,44673336.5in L,,SKU,,,,ACTIVINSTINCT,
,,,,,216280,,,,,,[S]Size=37.5In L,,,,,100,,,,,,,,,,44673337.5In L,,SKU,,,,ACTIVINSTINCT,
,,,,,216281,,,,,,[S]Size=37.5in M,,,,,100,,,,,,,,,,44673337.5in M,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Sticks/Adult/Composite sticks,,Buy the TK Platinum P1 Plus Deluxe Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,,91894,TK Hockey,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>Setting new standards in technology advancement the state of the art Platinum stick is built with a high Carbon Nano tube configuration and Zero Glass fibre Rock Kevlar toe reinforcement. The new highlight of the two upper level Platinum Sticks is 								the foam filled core a first in hockey. Another impressive aspect of these sticks is the use of DynanoTex Spread Roving technology.</p><p>DynanoTex Technology is a purification process for dry carbon fibre strands. A 24K carbon fibre strand is separated and precision tension rolled to achieve almost 80% alignment in the fibres. The result is an increase in the performance of each strand to near 100% of potential fibre strength thereby improving shear and tensile strength to reduce twisting and flexing on impact and increase the level of energy transfer through the ball.</p><p>The lowest placement of the 25mm bow possible to produce the ultimate in drag flick performance. The most concentrated level of assistance of any of TK stick profiles the Late Extreme bow shape is fully concentrated on maximising drag flick consistency and aerial pass skills. Late Extreme bow for the ultimate drag flick performance and carbon rich specification for excellent power potential.</p><p>Specification:</p><ul><li>DynanoTex Technology</li><li>Integrated Dampening System (IDS)</li><li>Late Extreme Bow</li><li>Matt/hi-gloss combination finish</li><li>100% Carbon</li></ul><br>																</div>",57865.4375,2,TK Platinum P1 Plus Deluxe Hockey Stick*,5,,6,N,100,TK Platinum P1 Plus Deluxe Hockey Stick,By Option,http://products.activinstinct.com/y2014/m07/444799/11231066-b.jpg,-240,Buy TK Platinum P1 Plus Deluxe Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,57865.4375,12-17 Working Days,Get your hands on the TK Platinum P1 Plus Deluxe Hockey Stick. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,52451.01875,444799ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216276,,,,,,[S]Size=36.5in M,,,,,100,,,,,,,,,,44479936.5in M,,SKU,,,,ACTIVINSTINCT,
,,,,,216277,,,,,,[S]Size=37.5In L,,,,,100,,,,,,,,,,44479937.5In L,,SKU,,,,ACTIVINSTINCT,
,,,,,216278,,,,,,[S]Size=37.5in M,,,,,100,,,,,,,,,,44479937.5in M,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Sticks/Adult/Composite sticks,,Buy the TK Synergy S2 Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,,91885,TK Hockey,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>Nano technology used with high specification materials creates a stick with higher potential output and sublime feel on the ball yet are noticeably lighter than regular composite sticks.</p><p>Until now it had been an accepted compromise that 								extreme stiffness removed any natural absorption of shock that twisting and flexing brings resulting in less feel on the ball. Those days are gone thanks to Integrated Dampening System an anti-vibration measure. There is a piezo-electric fibre cell within the structure at the start of the handle which converts the vibration wave firstly to an undetectable electric signal and then heat energy.</p><p>Nano Technology Construction sticks are based on a multiwall layering of carbon nanotubes. Carbon nanotubes unite carbon atoms at equal distances through a super strong carbon-carbon covalent bond to create extreme mechanical strength principally in stiffness and toughness. They are also extremely light. This technology creates very stiff and twist-resistant sticks for increased levels of response and output whilst at the same time being lighter than sticks constructed from standard composite materials.</p><p>The stick is evenly balanced with a 25mm bow the apex of which is moved towards the head to create greater drag force and sharper angles in the lower section of the stick. This shape principally aids dynamic ball control and multi-directional dribbling as well as drag flicking and aerial passing but still performs basic ball movement skills well.</p><p>Specification:</p><ul><li>Nano Technology Construction</li><li>Integrated Dampening System (IDS)</li><li>Late Bow</li><li>70% Carbon 10% Aramid 20% Glassfibre</li></ul><br>																</div>",36929.685,2,TK Synergy S2 Hockey Stick*,5,,6,N,100,TK Synergy S2 Hockey Stick,By Option,http://products.activinstinct.com/y2014/m07/444864/91281309-b.jpg,-240,Buy TK Synergy S2 Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,36929.685,12-17 Working Days,Get your hands on the TK Synergy S2 Hockey Stick. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,33592.959205,444864ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216243,,,,,,[S]Size=36.5in L,,,,,100,,,,,,,,,,44486436.5in L,,SKU,,,,ACTIVINSTINCT,
,,,,,216244,,,,,,[S]Size=36.5in M,,,,,100,,,,,,,,,,44486436.5in M,,SKU,,,,ACTIVINSTINCT,
,,,,,216245,,,,,,[S]Size=37.5In L,,,,,100,,,,,,,,,,44486437.5In L,,SKU,,,,ACTIVINSTINCT,
,,,,,216246,,,,,,[S]Size=37.5in M,,,,,100,,,,,,,,,,44486437.5in M,,SKU,,,,ACTIVINSTINCT,
,,,,,216258,,,,,,[S]Size=36.5in L,,,,,100,,,,,,,,,,44485436.5in L,,SKU,,,,ACTIVINSTINCT,
,,,,,216259,,,,,,[S]Size=36.5in M,,,,,100,,,,,,,,,,44485436.5in M,,SKU,,,,ACTIVINSTINCT,
,,,,,216260,,,,,,[S]Size=37.5in M,,,,,100,,,,,,,,,,44485437.5in M,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Sticks/Adult/Composite sticks,,Buy the TK Synergy S1 Plus Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,,91889,TK Hockey,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>Nano technology used with high specification materials creates a stick with higher potential output and sublime feel on the ball yet are noticeably lighter than regular composite sticks.</p><p>Until now it had been an accepted compromise that 								extreme stiffness removed any natural absorption of shock that twisting and flexing brings resulting in less feel on the ball. Those days are gone thanks to Integrated Dampening System an anti-vibration measure. There is a piezo-electric fibre cell within the structure at the start of the handle which converts the vibration wave firstly to an undetectable electric signal and then heat energy.</p><p>Nano Technology Construction sticks are based on a multiwall layering of carbon nanotubes. Carbon nanotubes unite carbon atoms at equal distances through a super strong carbon-carbon covalent bond to create extreme mechanical strength principally in stiffness and toughness. They are also extremely light. This technology creates very stiff and twist-resistant sticks for increased levels of response and output whilst at the same time being lighter than sticks constructed from standard composite materials.</p><p>The bow shape principally aids dynamic ball control and multi-directional dribbling as well as drag flicking and aerial passing but still performs basic ball movement skills well.</p><p>This the Plus version has a Late Bow Plus with a lighter pick-up due to the addition of a 3mm Control Wing Technology groove over the majority of the playing surface. There is closer ball control and improved drag flicking and aerial passing.</p><p>Specification:</p><ul><li>Nano Technology Construction</li><li>Integrated Dampening System (IDS)</li><li>Late Bow Plus</li><li>80% Carbon 10% Aramid 10% Glassfibre</li></ul><br>																</div>",41261.22,2,TK Synergy S1 Plus Hockey Stick*,5,,6,N,100,TK Synergy S1 Plus Hockey Stick,By Option,http://products.activinstinct.com/y2013/m07/369238/14778388-b.jpg,-240,Buy TK Synergy S1 Plus Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,41261.22,12-17 Working Days,Get your hands on the TK Synergy S1 Plus Hockey Stick. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,37507.223,369238ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
Team Sports/Hockey/Sticks/Adult/Composite sticks,,Buy the MERCIAN Pro-Line 001 Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,,91886,Mercian,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>With the introduction of the new FIH regulations Mercian have brought in new moulds to ensure that all their sticks comply with these new rules whilst continuing to offer the great balance and strength for which Mercian sticks are renowned. The Low 								Bend incorporates the maximum permitted bend but as the name suggests it is positioned lower on the shaft; 200mm from the bottom of the head.</p><p>Nano-Carbon Technology involves adding microscopic carbon straws to the bonding resins for the purpose of filling these tiny gaps which are otherwise filled only by resin. These minute hollow carbon straws within the resin provide multi-directional strength between the materials with the result being a stronger and more resistant bond and thereby increasing the overall strength of the stick.</p><p>This particular sticks sits at the very top of the range with the highest ever carbon percentage in a Mercian stick. The 001 also uses Piso-electric fibres to 'harvest' the vibrations created in a super-stiff stick and turn them into heat the result of which is efficient vibration dampening.</p><p>Sticks in the Pro-Line range have the largest cross section size. The greater cross-sectional size which increases stick strength combined with increased material density and a relatively low balance point make the new Pro-Line sticks perfect for today's top level players.</p><ul><li>Length: 36.5"" / 37.5""</li><li>Weight: Light / Medium</li><li>Bend: Low</li><li>Composition: Carbon 90% Fibreglass 5% and Kevlar 5%</li></ul><br>																</div>",43426.9875,2,MERCIAN Pro-Line 001 Hockey Stick*,5,,6,N,100,MERCIAN Pro-Line 001 Hockey Stick,By Option,http://products.activinstinct.com/y2011/m07/233477/19011921-b.jpg,-240,Buy MERCIAN Pro-Line 001 Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,43426.9875,12-17 Working Days,Get your hands on the MERCIAN Pro-Line 001 Hockey Stick. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,29529.979375,233477ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216251,,,,,,[S]Size=L,,,,,100,,,,,,,,,,233477L,,SKU,,,,ACTIVINSTINCT,
,,,,,216252,,,,,,[S]Size=M,,,,,100,,,,,,,,,,233477M,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Sticks/Adult/Composite sticks,,Buy the GRYPHON Taboo DII Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,http://products.activinstinct.com/y2014/m07/442961/91884797-b.jpg,91881,Gryphon,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>The Gryphon Taboo DII 2014 Hockey Stick incorporates the all new Gryphon Deuce II Mould which is a new-generation low-bow with an over-sized maxi head. This is an ultra-premium lay-up that is international spec and has been designed to perform at the 								elite level.</p><p>This stick complies with the latest FIH Rules for all International and Domestic Tournaments and Games.</p><p>Core: Carbon Aramide Fibreglass Epoxy</p><p>Lay Up: IPS (International Players Specification) APS (Aramide Protection System)</p><p>Skill rating: Professional</p><p>Power Rating: 9+ which means the CORE and LAY-UP have been designed to generate high ball speed.</p><ul><li>Mould: Gryphon DEUCE II Mould</li><li>Head Shape: 81mm Over-Sized Maxi</li><li>Curve: 23mm</li><li>Curve Position: 205mm</li><li>Head Thickness: 23.7mm</li><li>Shaft Profile at Narrowest Point: 19mm</li><li>Shaft Width at Widest Point: 49mm</li><li>Handle Width With Grip: 26mm</li><li>Handle Width With Grip: 29.5mm</li></ul><br>								<p>Material</p><ul><li>Carbon </li></ul>								</div>",35485.84,2,GRYPHON Taboo DII Hockey Stick*,5,,6,N,100,GRYPHON Taboo DII Hockey Stick,By Option,http://products.activinstinct.com/y2014/m07/442961/31220438-b.jpg,-240,Buy GRYPHON Taboo DII Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,35485.84,12-17 Working Days,Get your hands on the GRYPHON Taboo DII Hockey Stick. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,18158.256155,442961ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216236,,,,,,[S]Size=36.5in,,,,,100,,,,,,,,,,44296136.5in,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Sticks/Adult/Composite sticks,,Buy the GRAYS GX 7000 Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,,91804,Grays,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>With the help of top international players Grays have developed a superior range of headshapes blade profiles reinforcements lengths and weights to enhance the key performance categories of Playability Performance and Durability that remain the 								three main criteria Grays concentrate on when developing the new GX range of composites.</p><p>For 2010 Grays continue to elevate their sticks to new heights by introducing a range of hi tech finishes.</p><p>By tirelessly refining the optimal matrix fibre constructions Grays aim to equip every player with that all important feel and balance giving you everything you need to play at the best of your ability.</p><p>The GX7000 delivers a consistent performance courtesy of a unique twin tube construction incorporating a strengthening wall adding to the construction. A special contour gives additional protection against the effects of synthetic pitches with extra reinforcement for the 'low back hand zone'.</p><p>Key Features:</p><ul><li>New classic design twin combination of part textured/part plain design in a classic matt finish</li><li>New IFA on the surface of the head to improve control</li><li>Carbon and Aramid braided mix for exceptional power</li><li>Featuring special ""Carbon-X"" heel and edge protection zones</li><li>Optimum weight to balance ratio excellent balance and feel</li><li>Available in Standard blade profile</li></ul><br><p>Specification:</p><ul><li>Lengths: 36.5""  37.5""</li><li>Weights: L or M</li><li>Headshape: Maxi</li><li>Head face: Improved feel area</li><li>Power rating: Xtra Stiff</li><li>Blade profile: Standard</li><li>Reinforcement materials: Carbon Aramid Fibreglass</li><li>Balance points: L-35.5cm M-36.5cm</li><li>Grip: Touch Hi-Soft</li><li>Heel protection: Carbon-X</li><li>Low backhand zone: Carbon - X edge protection</li></ul><br>																</div>",26821.326155,2,GRAYS GX 7000 Hockey Stick*,5,,6,N,100,GRAYS GX 7000 Hockey Stick,By Option,http://products.activinstinct.com/y2013/m06/362475/58219824-b.jpg,-240,Buy GRAYS GX 7000 Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,26821.326155,12-17 Working Days,Get your hands on the GRAYS GX 7000 Hockey Stick. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,24511.174155,362475ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,215880,,,,,,[S]Size=36.5in L,,,,,100,,,,,,,,,,36247536.5in L,,SKU,,,,ACTIVINSTINCT,
,,,,,215881,,,,,,[S]Size=36.5in M,,,,,100,,,,,,,,,,36247536.5in M,,SKU,,,,ACTIVINSTINCT,
,,,,,215882,,,,,,[S]Size=37.5In L,,,,,100,,,,,,,,,,36247537.5In L,,SKU,,,,ACTIVINSTINCT,
,,,,,215883,,,,,,[S]Size=37.5in M,,,,,100,,,,,,,,,,36247537.5in M,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Sticks/Adult/Composite sticks,,Buy the MERCIAN 100-Series 105 Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,http://products.activinstinct.com/y2013/m07/374202/34184332-b.jpg,91872,Mercian,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>With the introduction of the new FIH regulations Mercian have brought in new moulds to ensure that all their sticks comply with these new rules whilst continuing to offer the great balance and strength for which Mercian sticks are renowned. The Standard 								Bend incorporates the maximum permitted bend positioned at the mid-point of the shaft.</p><p>100-Series sticks have a shaft weighting with a balance point closer towards the handle. This gives a lighter 'feel' to the sticks making them suitable for intermediate players without the desire or need for a specific focus on stiffness and power. A thicker fibreglass skeleton than the Pro-Line is overlaid with varying percentages of carbon and Kevlar to create five different stick specifications.</p><p>All sticks in the 100-Series have a high gloss back and a high-friction hard wearing matt face. This textured face mimics that which is found on the face of a raw wooden stick and helps to reduce ball spin on water based pitches. The 100-Series offers a technical durable and price conscious solution to a majority of player's needs.</p><ul><li>Length: 35"" / 36"" / 36.5""</li><li>Weight: Light</li><li>Bend: Standard</li><li>Composition: Carbon 65% Kevlar 0% and Fibreglass 35%</li></ul><br>								<p>Material</p><ul><li>Carbon </li><li>Kevlar </li><li>Fibreglass </li></ul>								</div>",13106.2425,2,MERCIAN 100-Series 105 Hockey Stick*,5,,6,N,100,MERCIAN 100-Series 105 Hockey Stick,By Option,http://products.activinstinct.com/y2013/m07/374202/21202922-b.jpg,-240,Buy MERCIAN 100-Series 105 Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,13106.2425,12-17 Working Days,Get your hands on the MERCIAN 100-Series 105 Hockey Stick. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,12382.876155,374202ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216201,,,,,,[S]Size=35in,,,,,100,,,,,,,,,,37420235in,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Shoes; Shoes/Women's Shoes/Hockey Shoes and Spikes,,Buy the ASICS Gel-Hockey Typhoon 2 Men's Hockey Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,http://products.activinstinct.com/y2014/m06/431976/44013020-b.jpg,http://products.activinstinct.com/y2014/m06/431976/92112901-b.jpg,91851,Asics,http://products.activinstinct.com/y2014/m06/431976/49079073-b.jpg,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>A lightweight and low profile shoe for offensive field hockey players.</p><p>The Solyte midsole material consists of a spongy layer between the sole and upper designed to absorb shock and cushion the foot. Solyte is a lighter material than SpEVA 								or EVA and features enhanced durability. The same material is used for a firmer more stable platform feel.</p><p>The rearfoot and forefoot GEL cushioning system attenuates shock during impact and toe-off phases and allows for movement in multiple planes as the foot transitions through the gait cycle.</p><p>The Personal Heel Fit consists of three layers of memory foam lined in the collar that mould to the heel of the wearer creating a unique fit.</p><p>An Impact Guidance System allows the foot to perform in a more natural manner enhancing the natural gait.</p><p>The sockliner is also removable so that a medical orthotic can be accommodated.</p><p>There is now a California Slip lasting and Anti-Gravel Tongue to keep debris out.</p>								<p>Material</p><ul><li>Rubber </li><li>Synthetic Material </li></ul>								</div>",21047.39,2,ASICS Gel-Hockey Typhoon 2 Men's Hockey Shoes*,5,http://products.activinstinct.com/y2014/m06/431976/69939578-b.jpg,6,N,100,ASICS Gel-Hockey Typhoon 2 Men's Hockey Shoes,By Option,http://products.activinstinct.com/y2014/m06/431976/34943527-b.jpg,-300,Buy ASICS Gel-Hockey Typhoon 2 Men's Hockey Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,21047.39,12-17 Working Days,Get your hands on the ASICS Gel-Hockey Typhoon 2 Men's Hockey Shoes. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,17580.718155,431976ACVIN,http://products.activinstinct.com/y2014/m06/431976/34338413-b.jpg,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216133,,,,,,[S]Size=UK 8,,,,,100,,,,,,,,,,431976UK8,,SKU,,,,ACTIVINSTINCT,
,,,,,216135,,,,,,[S]Size=UK 9,,,,,100,,,,,,,,,,431976UK9,,SKU,,,,ACTIVINSTINCT,
,,,,,216136,,,,,,[S]Size=UK 9.5,,,,,100,,,,,,,,,,431976UK9.5,,SKU,,,,ACTIVINSTINCT,
,,,,,216137,,,,,,[S]Size=UK 10,,,,,100,,,,,,,,,,431976UK10,,SKU,,,,ACTIVINSTINCT,
,,,,,216138,,,,,,[S]Size=UK 10.5,,,,,100,,,,,,,,,,431976UK10.5,,SKU,,,,ACTIVINSTINCT,
,,,,,216139,,,,,,[S]Size=UK 11,,,,,100,,,,,,,,,,431976UK11,,SKU,,,,ACTIVINSTINCT,
,,,,,216140,,,,,,[S]Size=UK 12,,,,,100,,,,,,,,,,431976UK12,,SKU,,,,ACTIVINSTINCT,
