sku,category,Description,Color,Specification,SP,MRP,productname,imgurl1,Stock,imgurl,Size
SKU: #1726,,"<div class=""short-description"">
                    <div class=""std""><p><span>Why pump by hand if you don't have to? Let the NRS Blast Inflator Pump do the work for you. Its compact size and rugged durability will last for years. </span></p><br>
<ul><br>
<li>This 12-volt pump is capable of inflating to 1.5 psi for a fast and easy inflation. For many inflatable crafts you'll still want to have a hand pump for top off to full pressure and to take along with you on the water. It also deflates making it quick and easy to get your inflatable packed back up.</li><br>
<li>Comes with an adapter to fit a wide variety of valve types.</li><br>
<li>Inlayed rubber insulates from heat and sound while providing a more secure grip.</li><br>
<li>12 foot power cord allows you to easily inflate your boat near your vehicle.</li><br>
<li>It's easy to deflate with the Blast Pump. There are two ports on the pump - one where the air enters the pump and one where the air blows out. Simply disconnect the nozzle from the outlet side of the pump (it twists on and off) and connect it to the intake side.</li><br>
<li>There is a small hole in the pump nozzle. It's there to prevent back pressure buildup that can cause the pump to overheat.</li><br>
<li>The Alligator clamps allow quick and easy connection to your vehicle's battery.</li><br>
</ul></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>",<span>Why pump by hand if you don't have to? Let the NRS Blast Inflator Pump do the work for you. Its compact size and rugged durability will last for years. </span>,,,NRS Blast Inflator Pump,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/l/blast1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/l/blast2.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/l/blast1.jpg,
sku,category,Description,Color,Specification,SP,MRP,productname,imgurl1,Stock,imgurl,Size
SKU: #80008.01,,"<div class=""short-description"">
                    <div class=""std""><p><span>The easy-to read digital display of the NRS Digital Pressure Gauge helps you keep the air pressure in your inflatable raft, cataraft, kayak, SUP or body board exactly where you want it.</span></p><br>
<ul><br>
<li>This accurate gauge can save you a ton of headache and expense.</li><br>
<li>Waterproof casing will make sure that your gauge can handle life on the river.</li><br>
<li>Large, black-on-gray digital display is simple to read. Especially helpful for those with poor eyesight.</li><br>
<li>Gauge tip fits Leafield and military valves.</li><br>
<li>Rubberized housing makes this gauge easy to handle and protects it from impact.</li><br>
<li>Compact, sturdy design works on nearly any inflatable boat valve.</li><br>
</ul></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span>The easy-to read digital display of the NRS Digital Pressure Gauge helps you keep the air pressure in your inflatable raft, cataraft, kayak, SUP or body board exactly where you want it.</span>",,,NRS Digital Pressure Gauge,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/i/picture1gauge_1.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/i/picture1gauge_1.jpg,
SKU: #2047,,"<div class=""short-description"">
                    <div class=""std""><p><span>The NRS RiverBed Sleeping Pad lets you sleep like a rock even if you're sleeping on a rock. Designed for multiday raft trips, this waterproof camp bed is perfect for camping by boat or by car.</span></p><br>
<ul><br>
<li>Rugged, waterproof PVC exterior holds up to all the use and abuse you can throw at it.</li><br>
<li>Our exclusive dual-density foam shields you from rocks, sticks and pine cones while providing pillow-soft comfort.</li><br>
<li>Top-quality Leafield C7 valve lets you use your raft pump to inflate the pad for extra cushion.</li><br>
<li>Two cinch straps with quick-release buckles help you roll your sleeping pad compactly for easy transport.</li><br>
<li>For rafters and other boaters, laying the NRS RiverBed over a cooler or dry box provides extra insulation and a comfortable seat.</li><br>
</ul></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span>The NRS RiverBed Sleeping Pad lets you sleep like a rock even if you're sleeping on a rock. Designed for multiday raft trips, this waterproof camp bed is perfect for camping by boat or by car.</span>",,,NRS River Bed Sleeping Pad,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/i/river_bed2.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/i/river_bed1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/i/river_bed3.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/i/river_bed1.jpg,
SKU: #50050.01,,"<div class=""short-description"">
                    <div class=""std""><p><span>Comfy, grippy, low profile. Cottonmouth Nose Plugs offer the latest in quality, design and style. They keep the water out without feeling like your nose is in a vice. It's bite is gentle.</span></p><br>
<ul><br>
<li>Made with a high-quality wire that has both strength and durability.</li><br>
<li>The wire is covered, so the nose padding grips well and resists separating.</li><br>
<li>Built to last in Asheville, North Carolina.</li><br>
</ul></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span>Comfy, grippy, low profile. Cottonmouth Nose Plugs offer the latest in quality, design and style. They keep the water out without feeling like your nose is in a vice. It's bite is gentle.</span>",,,Nrs Cottonmouth Nose Plugs,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/o/nose_plug.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/o/nose_plug.jpg,
SKU: #1515,,"<div class=""short-description"">
                    <div class=""std""><p><span>Favored by commercial outfitters for its high strength-to-weight ratio, this 7.5"" x 21.5"" reinforced blade is fitted with a 1-1/8"" aluminum shaft. </span></p><br>
<p><span>The shaft is covered with high-density polyethylene to provide a grip that resists nicks, dents and oxidation, and gives a warmer feel than bare aluminum.</span></p></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span>Favored by commercial outfitters for its high strength-to-weight ratio, this 7.5"" x 21.5"" reinforced blade is fitted with a 1-1/8"" aluminum shaft. </span>,<span>The shaft is covered with high-density polyethylene to provide a grip that resists nicks, dents and oxidation, and gives a warmer feel than bare aluminum.</span>",,,Carlisle Outfitter Paddle,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/o/u/outfitter1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/o/u/outfitter2.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/o/u/outfitter1.jpg,
SKU: #2280,,"<div class=""short-description"">
                    <div class=""std""><p><span>We stock only the highest-quality latex gaskets available. Install with Aquaseal®. Sold individually.</span><br><br><strong>Wrist Gaskets are sold individually.</strong><br><br><span>The glue-in diameter for all sizes is 12"" in circumference.</span></p></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span>We stock only the highest-quality latex gaskets available. Install with Aquaseal®. Sold individually.</span>,<span>The glue-in diameter for all sizes is 12"" in circumference.</span>",,,NRS Latex Wrist Gasket,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/r/wrist_gasket.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/r/wrist_gasket.jpg,
SKU: #38751.01,,"<div class=""short-description"">
                    <div class=""std""><p><span>The most powerful UV screening protection ever made. Use it on everything from boats to apparel. 303 Aerospace Protectant is - ""SPF 40 For Your Stuff!"" Helpful in prolonging the lifetime of your raft. Don't forget to use this on your paddling apparel that have latex gaskets. </span></p><br>
<ul><br>
<li>What leading manufacturer's recommend in: automotive, marine, RV, home, and outdoors!</li><br>
<li>For use on vinyl, clear vinyl, inflatable boats, fiberglass, rubber &amp; all UV sensitive plastics.</li><br>
<li>Easy to use - just spray on and wipe dry!</li><br>
<li>This is an environmentally safe product that is non-toxic and biodegradable.</li><br>
</ul></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span>The most powerful UV screening protection ever made. Use it on everything from boats to apparel. 303 Aerospace Protectant is - ""SPF 40 For Your Stuff!"" Helpful in prolonging the lifetime of your raft. Don't forget to use this on your paddling apparel that have latex gaskets. </span>",,,Nrs 303 Aerospace Protectant,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/r/protectant3.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/r/protectant4.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/r/protectant2.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/r/protectant3.jpg,
SKU: #1984,,"<div class=""short-description"">
                    <div class=""std""><p><span>NRS Pennel Orca® raft and inflatable kayak repair kit. Contains the essentials for emergency boat material and Leafield valve repair. This is the same kit that comes with a new NRS Hypalon raft or IK.</span></p><br>
<ul><br>
<li>Repair parts are fitted in a water resistant dry box, with gasket-lined lid.</li><br>
<li>This kit is intended to give you the basics to make an emergency on-the-water repair. See the parts list for the included items.</li><br>
<li>Other items, such as Toluene and Clifton Hypalon Accelerator (sold separately), are recommended for more complete, long lasting repair jobs.</li><br>
<li>If you do not have an NRS boat, some of the items, such as the valve parts, may not work on your boat.</li><br>
</ul></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>",<span>NRS Pennel Orca® raft and inflatable kayak repair kit. Contains the essentials for emergency boat material and Leafield valve repair. This is the same kit that comes with a new NRS Hypalon raft or IK.</span>,,,NRS Pennel Orca Raft and Inflatable Kayak Repair Kit,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/e/repair_kit1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/e/repair_kit2.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/e/repair_kit2.jpg,
SKU: #1726,,"<div class=""short-description"">
                    <div class=""std""><p><span>Why pump by hand if you don't have to? Let the NRS Blast Inflator Pump do the work for you. Its compact size and rugged durability will last for years. </span></p><br>
<ul><br>
<li>This 12-volt pump is capable of inflating to 1.5 psi for a fast and easy inflation. For many inflatable crafts you'll still want to have a hand pump for top off to full pressure and to take along with you on the water. It also deflates making it quick and easy to get your inflatable packed back up.</li><br>
<li>Comes with an adapter to fit a wide variety of valve types.</li><br>
<li>Inlayed rubber insulates from heat and sound while providing a more secure grip.</li><br>
<li>12 foot power cord allows you to easily inflate your boat near your vehicle.</li><br>
<li>It's easy to deflate with the Blast Pump. There are two ports on the pump - one where the air enters the pump and one where the air blows out. Simply disconnect the nozzle from the outlet side of the pump (it twists on and off) and connect it to the intake side.</li><br>
<li>There is a small hole in the pump nozzle. It's there to prevent back pressure buildup that can cause the pump to overheat.</li><br>
<li>The Alligator clamps allow quick and easy connection to your vehicle's battery.</li><br>
</ul></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>",<span>Why pump by hand if you don't have to? Let the NRS Blast Inflator Pump do the work for you. Its compact size and rugged durability will last for years. </span>,,,NRS Blast Inflator Pump,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/l/blast1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/l/blast2.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/l/blast1.jpg,
