sku,New Sku,category,Description,Color,Specification,SP,MRP,productname,imgurl1,Stock,imgurl,Size
#10615,AXS11031,Camping ; Outdoor,"
                    
Wrap around anti-fog lenses
Sport grip temples
Rubber nose pad for comfort
High impact polycarbonate lenses
Exceeds ansi z87.1+ safety standards
99.9% uv protection
Microfiber carry pouch that doubles as a cleaning cloth

        ","
                
            ",,,"Rs1,550.00",SMITH & WESSON EQUALIZER SUNGLASSES,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/m/smith_wesson_equalizer_sunglasses1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/m/smith_wesson_equalizer_sunglasses2.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/m/smith_wesson_equalizer_sunglasses3.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/m/smith_wesson_equalizer_sunglasses1.jpg,
#1065,AXS11032,Camping ; Outdoor,"
                    Telescopic pole for hiking, with 3 segments graduated. 
Made of 7075 aluminum alloy
Rubber handle two-component tungsten carbide tip.
        ",,"Telescopic pole for hiking, with 3 segments graduated. ,Made of 7075 aluminum alloy,Rubber handle two-component tungsten carbide tip.",,"Rs2,500.00",camp trekking stick backcountry,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/0/1065google_camp.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/0/1065google_camp.jpg,"
                
            "
#10802,AXS11033,Camping ; Outdoor,"
                    
Impact resistant
99% uv blocking
Wrap-around lens
Adjustable temples
Choice of yellow or green

        ","
                
            ",,,Rs725.00,Rothco Single Polycrbonite Lens Sports Glasses,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_single_polycrbonite_lens_sports_glasses.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_single_polycrbonite_lens_sports_glasses.jpg,
#10882,AXS11034,Camping ; Outdoor,"
                    
Frame: nylon
Lens: polycarbonate
Width: 13.5cm, ht: 4.5cm, length: 12.5cm
Available in Yellow and smoke

 
        ","
                
            ", ,,Rs725.00,Rothco Dual Polycarbonate Lens Sports Glasses,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/0/10882_rothco.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_dual_polycarbonate_lens_sports_glasses2.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/0/10882_rothco.jpg,
#11205,AXS11035,Camping ; Outdoor,"
                    Features:

Generation:1
Magnification:2x
Lens diameter:24mm
Field of view:25º
Resolution: 36 lp/mm
Minimum focusing distance: 1m
Eye relief:12mm
Diopter adjustment: ± 5dptr
Maximum detection distance: 120yds
Interpupillary Distance: 63
IR Wavelength, nanometers: 805nm
Power supply: (2) AAA BATTERIES (3V) **NOT INCLUDED**
Estimated battery life (w/out IR): 70hrs
Estimated battery life (w/IR): 20hrs

 
        ","
                
            ","Features:, ",,"Rs56,350.00",ROTHCO SIGHTMARK GHOST HUNTER 2X24 NV BINOCULAR,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/i/sightmark_ghosthunter_bino_rothco.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/i/sightmark_ghosthunter_bino_rothco.jpg,
#12502.01,AXS11036,Clothing,"
                    The ultimate in comfort and style.
NRS's Mesh Flexfit Hat combines a solid front against sun with a mesh back that is cool and comfortable.
        ","
                
            ",,,"Rs1,150.00",NRS Mesh Flexfit Hat,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/r/nrs_mesh_flexfit_hat.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/e/mesh_flexfit2_1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/e/mesh_flexfit_1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/e/mesh_flexfit4_1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/e/meshflexfit3.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/e/mesh_flexfit5_1.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/r/nrs_mesh_flexfit_hat.jpg,
#1258,AXS11037,Footwear,"
                    Keep your cool under pressure with the Voyageur hiking shoe from KEEN. 
Mesh lining replaces a waterproof barrier for continual airflow.
The rugged outsole finds a sure grip on rough terrain with multi-directional lugs.
An ESS shank is built in for torsional stability, letting you keep your mind on the task at hand.
4mm multi directional lugs- Dual density compression molded EVA midsole- Heel support structure- Non-marking rubber outsole- Removable metatomical dual density EVA footbed- Torsion stability ESS shank- Water resistant leather upper
        ",US-8 ; US-9                                 ,"Keep your cool under pressure with the Voyageur hiking shoe from KEEN. ,Mesh lining replaces a waterproof barrier for continual airflow.,The rugged outsole finds a sure grip on rough terrain with multi-directional lugs.,An ESS shank is built in for torsional stability, letting you keep your mind on the task at hand.,4mm multi directional lugs- Dual density compression molded EVA midsole- Heel support structure- Non-marking rubber outsole- Removable metatomical dual density EVA footbed- Torsion stability ESS shank- Water resistant leather upper",,"Rs6,200.00",Keen Voyageur,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/k/e/keen_voyageur_shoes.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/k/e/keen_voyageur_shoes.jpg,"
                
            "
#1276,AXS11038,Footwear,"
                    SIZES- 7-14 (1/2 THRU 12)
COLOR-BISON/ORION BLUE &amp; BLACK/MADDER BROWN
        ",US 8                                 ,"SIZES- 7-14 (1/2 THRU 12),COLOR-BISON/ORION BLUE &amp; BLACK/MADDER BROWN",,"Rs10,950.00",KEEN KLAMATH,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/k/e/keen_klamath_mid.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/k/e/keen_klamath_mid.jpg,"
                
            "
#13008.01,AXS11039,Clothing,"
                    Tula's Beach Hat is a wide-brimmed sun hat that makes me crave a sand chair &amp; a tequila sunrise. Durable, lightweight palm construction boasts 50+ UPF sun protection... stay all day and have fun!

Handy chinstrap lets you secure it on your head or wear it on your back when indoors.
Grosgrain sweatband adds comfort and wicking.
The lightweight palm material cleans easily, dries quickly and it floats!
The Beach Hat fits a hat size of 7 measuring 22"".
All Tula hats have been tested by California Polytechnic State University and were awarded the 50+ UPF rating, the highest possible for sun protective gear.
Reshaping is as simple as a water spritz and re-sizing as easy as a trip to the hardware store! Tula recommends cutting 3/4"" poly foam water seal (at a hardware store near you) into 4-6"" long strips and placing them behind the sweatband for a more secure fit.

        ","
                
            ","Tula's Beach Hat is a wide-brimmed sun hat that makes me crave a sand chair &amp; a tequila sunrise. Durable, lightweight palm construction boasts 50+ UPF sun protection... stay all day and have fun!",,"Rs2,275.00",NRS Tula Beach Hat,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/u/tula_beach_hat.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/u/tula2.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/u/tula_beach_hat.jpg,
#1313,AXS11040,Season Sale,"
                    Do not be afraid of the cold water and the Protection Slim Jacket.The double protection is ensured dall'imbottitura synthetic Primaloft ® is effective even in wet conditions, and the fabric Hitex. The adjustable hood, the interior and exterior pockets and the Stow-Away Pocket - Essential feature of the leaders - a complete technical product, versatile and comfortable design adherent (Body Fit) perfect for both men and for women.
        ","
                
            ","Do not be afraid of the cold water and the Protection Slim Jacket.,The double protection is ensured dall'imbottitura synthetic Primaloft ® is effective even in wet conditions, and the fabric Hitex. ,The adjustable hood, the interior and exterior pockets and the Stow-Away Pocket - Essential feature of the leaders - a complete technical product, versatile and comfortable design adherent (Body Fit) perfect for both men and for women.",,"Rs13,050.00",Camp PROTECTION SLIM JACKET,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/camp_protection_jacket_blue.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/camp_protection_jacket_black.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/camp_protection_jacket_white.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/camp_jacket.png",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/camp_protection_jacket_white.jpg,
#1313,AXS11041,Clothing,"
                    Do not be afraid of the cold water and the Protection Slim Jacket.The double protection is ensured dall'imbottitura synthetic Primaloft ® is effective even in wet conditions, and the fabric Hitex. The adjustable hood, the interior and exterior pockets and the Stow-Away Pocket - Essential feature of the leaders - a complete technical product, versatile and comfortable design adherent (Body Fit) perfect for both men and for women.
        ","
                
            ","Do not be afraid of the cold water and the Protection Slim Jacket.,The double protection is ensured dall'imbottitura synthetic Primaloft ® is effective even in wet conditions, and the fabric Hitex. ,The adjustable hood, the interior and exterior pockets and the Stow-Away Pocket - Essential feature of the leaders - a complete technical product, versatile and comfortable design adherent (Body Fit) perfect for both men and for women.",,"Rs13,050.00",Camp PROTECTION SLIM JACKET,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/camp_protection_jacket_blue.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/camp_protection_jacket_black.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/camp_protection_jacket_white.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/camp_jacket.png",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/camp_protection_jacket_white.jpg,
#13220,AXS11042,Camping ; Outdoor,"
                    Rothco's Folding Sunglasses feature a nickel frame &amp; temple in a gold finish with an acrylic smoke color lens.
The Lens has UV 400 protection and are scratch proof and foldable at the ridge.
Each pair of sunglasses comes in a black carrying case with a hook &amp; loop closure.
The sunglasses also meet ANSI Z80.3-2001 standards.
        ","
                
            ","Rothco's Folding Sunglasses feature a nickel frame &amp; temple in a gold finish with an acrylic smoke color lens.,The Lens has UV 400 protection and are scratch proof and foldable at the ridge.,Each pair of sunglasses comes in a black carrying case with a hook &amp; loop closure.,The sunglasses also meet ANSI Z80.3-2001 standards.",,"Rs1,400.00",Rothco Folding Aviator Sunglasses,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/3/13220-a-hr.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_folding_sunglass_13220.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/3/13220-a-hr.jpg,
#145,AXS11043,Footwear,"
                    USE:Lightweight and protective, ideal for a variety of outdoor activities, travel and everyday use.
KEY FEATURES:Hydrobloc® split leather and Cordura® nylon uppers 
GORE-TEX® lining for water protection and exceptional breathabilty 
Microtex wicking nylon collar lining helps control excess moisture 
Removable Zamberlan® Comfort Fit footbeds feature cushioned forefoot and moisture
Wicking topsheets for extra comfort and performance 
The up-to-toe lacing system grants precise fit 
Side traction webbing to lock heel well in place 
RRS toe rubber rand for enhanced protection 
Vibram Zamberlan Active sole for comfort, grip, durability.
        ","
                
            ","Lightweight and protective, ideal for a variety of outdoor activities, travel and everyday use.,Hydrobloc® split leather and Cordura® nylon uppers ,GORE-TEX® lining for water protection and exceptional breathabilty ,Microtex wicking nylon collar lining helps control excess moisture ,Removable Zamberlan® Comfort Fit footbeds feature cushioned forefoot and moisture,Wicking topsheets for extra comfort and performance ,The up-to-toe lacing system grants precise fit ,Side traction webbing to lock heel well in place ,RRS toe rubber rand for enhanced protection ,Vibram Zamberlan Active sole for comfort, grip, durability.",,"Rs10,925.00",ZAMBERLAN ZENITH 145 MID GT,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/4/145_zenith_1.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/4/145_zenith_1.jpg,
#1496,AXS11044,Clothing,"
                    Side zip entire.3 pockets.storage bag included.
        ","
                
            ",,,"Rs5,650.00",Camp Pant Kripton,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/k/r/kripton.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/k/r/kripton.jpg,
#150,AXS11045,Footwear,"
                    USE:Mid cut, lightweight and protective, ideal for a variety of outdoor activities.KEY FEATURES:Hydrobloc® split leather and Cordura® nylon uppers - GORE-TEX® Extended Comfort lining for water protection and exceptional breathabilty - Microtex wicking nylon collar lining helps control excess moisture - Removable Zamberlan® Comfort Fit footbeds feature cushioned forefoot and moisture-wicking topsheets for extra comfort and performance - The up-to-toe lacing system grants precise fit - Side traction webbing to lock heel well in place - RRS toe rubber rand for enhanced protection - Vibram Zamberlan Active sole for comfort, grip, durability. 
        ","
                
            ","USE:,Mid cut, lightweight and protective, ideal for a variety of outdoor activities.,KEY FEATURES:,Hydrobloc® split leather and Cordura® nylon uppers - GORE-TEX® Extended Comfort lining for water protection and exceptional breathabilty - Microtex wicking nylon collar lining helps control excess moisture - Removable Zamberlan® Comfort Fit footbeds feature cushioned forefoot and moisture-wicking topsheets for extra comfort and performance - The up-to-toe lacing system grants precise fit - Side traction webbing to lock heel well in place - RRS toe rubber rand for enhanced protection - Vibram Zamberlan Active sole for comfort, grip, durability. ",,"Rs12,600.00",ZAMBERLAN ZENITH 150 MID GTX RR,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/z/a/zamberlan_zenith_shoe_150.png,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/z/a/zamberlan_zenith_shoe_150.png,
