MRP,productname,description1,,id,imgurl
"
		Rs.990.00			",Eleiko Spring Collars," One pair of spring collars designed for safe lifting and quick loading of the discs. Made of chromed steel and designed to fit 50 mm sleeves.

Line:          Training
Type:          Collars
Feature:      2 Year Warranty
Hole:          50 mm
Weight:       0.5 kg   




	     ",PROLINE4509,759,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Eleiko_Spring_Co_52288d5ac0c2e.jpg
"
		Rs.7,350.00			",Foot and Lower Leg DVD," Our Foot and Lower Leg DVD includes a detailed How-To section led by Founder Cassidy Phillips that answers the fundamentals of properly using our products such as pace placement breathing posture duration and much more.

This high quality multi-chapter DVD includes all of the instruction you need to massage muscles associated with the Foot and Lower Leg such as the Soleus Posterior Tibialis Anterior Tibialis Peronials Calf and more.
The DVD also includes a 30-minute REGEN Class which is very similar to a yoga class in feel which you can follow along with to ensure you are doing the manipulations as we suggest.   




	     ",PROLINE4510,405,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Foot_and_Lower_L_4fc385ef3857c.jpg
"
		Rs.10,050.00			",Performance Golf Kit," Our Performance Golf kit is the ultimate package to massage and maintain the eight areas of the body that have the greatest impact on a golfer's swing. This kit is what we recommend for anyone having aches and pains in areas such as but not limited to the: Soleus Gastrocnemius Quadriceps Psoas Piriformis Lats Pecs and Thoracic Spine.

The Performance Golf Kit consists of all the tools you need to conduct the massage manipulations that we outline on the TP Golf Guidebook. The instructional Golf Guidebook is included in the kit to show exactly how to use our tools effectively and efficiently. The Hip and Lower Back Instructional and Biomechanical DVDs can be purchased separately. You can’t forget that every bone has a muscle that surrounds it and every joint has a muscle and a tendon that supports it. So when it comes to massage don’t you think it’s time you do it everyday?
Day-to-day activity can take its toll on the body. Whether it's training for a triathlon marathon sporting event or just general work activities your body and its biomechanics are continuously being compromised. The way you sit stand run and drive affects the way your body will function.
When the soleus and calves tighten they reduce dorsal flexion of the foot forcing your quads to take the absorption of each step when you run or walk. As your quads become overworked and tight your TFL and psoas also become overworked as well. Your psoas connects the front of your body to the back of your body when it gets tight it compresses the lower back. This can cause your pelvis to tilt resulting in IT band problems lower-back pain and muscular challenges in other areas.

Massage has been found to be a great way to counteract the effects of poor biomechanics. Myofascial release refers to the manual massage technique for stretching the fascia and releasing bonds between fascia integument and muscles with the goal of eliminating pain increasing range of motion and equilibrioception. Myofascial release usually involves applying shear compression or tension in various directions or by skin rolling.
 
Golf Guidebook
The instructional Golf Guidebook included in this kit contains a detailed breakdown of the biomechanical chain reaction that occurs when a golfer swings his club. It goes even further to show how to manipulate each of the eight critical areas using our Trigger Point massage tools.

 

TP 2-ball
Our TP 2-Ball is meant to contain two of our massage balls which expands the number of manipulations that are possible with our tools. This also allows us to offer alternative manipulations in our Golf Guidebook. The TP 2-Ball is included in our new Performance Golf Kit.
Trigger Point Performance products are specifically designed to support the massage associated with Trigger Point Therapy Myofascial Release Therapy and other forms of massage therapy.
*Every Performance Golf Kit includes a Golf Guidebook and a TP 2-ball!   




	     ",PROLINE4511,394,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Performance_Golf_4fc323fa43326.jpg
"
		Rs.1,275.00			",Power Speed Resistor - Medium," Power Speed Resistor Hugely popular training device! 
Resisted sprinting can't be beaten as the easiest and most inexpensive way to get explosive speed-real fast! 
Excellent for explosive speed and anaerobic fitness workouts. Easy to use lightweight comfortable and hardwearing the Power Speed Resistor will quickly become your favorite training tool.    




	     ",PROLINE4512,249,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Power_Speed_Resi_4ec4dc1f177bb.jpg
"
		Rs.1,275.00			",Power Speed Resistor - Large," Power Speed Resistor Hugely popular training device!
 Resisted sprinting can't be beaten as the easiest and most inexpensive way to get explosive speed-real fast! 
Excellent for explosive speed and anaerobic fitness workouts. Easy to use lightweight comfortable and hardwearing the Power Speed Resistor will quickly become your favorite training tool.    




	     ",PROLINE4513,250,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Power_Speed_Resi_4ec4dbbb9158c.jpg
"
		Rs.13,350.00			",Total Body Kit," Quick Overview
The Total Body Package is the newest and most comprehensive Trigger Point Performance package available. By following along the precise yet simple education included with this package you will easily master Trigger Point Performance’s innovative MCT (Myofascial Compression Technique) methodology along 12 key areas of the entire body starting with the lower leg.
Product Features:

Six premium Trigger Point Performance tools for deep tissue massage
Updated step-by-step product education covered in two-disc set &amp; 44 page booklet
Safe and efficient way to help alleviate muscle tension and restore healthy biomechanics
Empowering programming designed for self application
Durable materials travel friendly

Kit Description:
The Total Body Package is the newest and most comprehensive Trigger Point Performance package available. This combination of in-depth educational DVDs and premium self massage tools is designed to be an all-encompassing practical guide that allows you to learn the safest and most effective way to use Trigger Point’s quality deep tissue massage tools. By following along the precise yet simple education included with this package you will easily master Trigger Point Performance’s innovative MCT (Myofascial Compression Technique) methodology along 12 key areas of the body starting with the lower leg. Through understanding your movement and need for overall muscular health you can quickly incorporate the correct application of deep tissue massage. Discover the 12 areas of the body to focus on as well as the exact massage approach needed to get the greatest rate of return within the least amount of time.
Total Body Booklet – 12 Manipulations 44 Color Pages
The Total Body Booklet is an instructional guide containing visual reference on how to perform the 12 manipulations covered in the Total Body DVDs. The design consists of easy to follow instructions that show you how to set up and perform Trigger Point’s MCT programming by focusing on the most important details that enable you to get the most out of self-massage process. Understanding and applying the distinct methods of treating reoccurring aches and pains is as simple as working along with each page.
                                                          
Total Body DVD 2-disc set-

Disc 1 – Introduction &amp; How To Session
Disc 1 includes two sections to help you begin understanding and implementing the Total Body approach. The Introduction features Trigger Point Performance’s Founder and CEO Cassidy Phillips presenting key concepts and practical education that influence our therapeutic approach. The “How To” section consists of 12 step-by-step video instructions detailing all aspects of the program to ensure you learn most effective ways to use the tools in the Total Body Package. Consistent results are gained by understanding the correct posture placement and pressure that distinguishes the MCT process.
Disc 2 – Tips for Success &amp; Class SessionDisc 2 contains two sections that compliment the instruction presented in Disc 1. The “Tips for Success” section features advice and suggestions for best practices with at-home therapy. The “Class” section is intended for regular use when working both sides of the body and serves as a guide for correct application of the Total Body programming.
Advantages of Kit:
The Total Body Package is unique because it features 12 specific self-massage techniques that address key areas of the entire body. The instructional DVDs and Booklet include updated programming that continues Trigger Point’s commitment to providing comprehensive education along with practical application intended for any fitness or activity level.
      
Included in Kit:
Massage Components:

FootBaller &amp; Baller Block
QuadBaller
TP2 Ball Sleeve
2 TP Massage Balls

Education:  Total Body Programming Booklet – 12 Manipulations 44 Color Pages2 Disc DVD – Disc 1 – Introduction &amp; How To SessionDisc 2 – Tips for Success &amp; Class Session   




	     ",PROLINE4514,574,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Total_Body_Kit_50b5ffcfe7001.jpg
"
		Rs.1,350.00			",BODYVIVE Resistance Tubing 12mm with handles," Resistance band exercises are widely used by a variety of health and fitness practitioners - both for general strength and conditioning and rehabilitation or injury prevention. 
Resistance band exercises are ideal for home exercise programs and can easily be incorporated into a circuit training format helping to condition cardiovascular system as well as strengthening specific muscle groups. Because resistance tubing is so compact and lightweight it can be used while away from home.   




	     ",PROLINE4515,336,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Resistance_Tubin_4f7be8913c8a0.jpg
"
		Rs.1,425.00			",BODYVIVE Resistance Tubing 13.5mm with handles," Resistance band exercises are widely used by a variety of health and fitness practitioners - both for general strength and conditioning and rehabilitation or injury prevention. 
Resistance band exercises are ideal for home exercise programs and can easily be incorporated into a circuit training format helping to condition cardiovascular system as well as strengthening specific muscle groups. Because resistance tubing is so compact and lightweight it can be used while away from home.   




	     ",PROLINE4516,335,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Resistance_Tubin_4f7be91d4d5d6.jpg
"
		Rs.1,275.00			",BODYVIVE Resistance Tubing 9mm with handles," Resistance band exercises are widely used by a variety of health and fitness practitioners - both for general strength and conditioning and rehabilitation or injury prevention.
Resistance band exercises are ideal for home exercise programs and can easily be incorporated into a circuit training format helping to condition cardiovascular system as well as strengthening specific muscle groups. Because resistance tubing is so compact and lightweight it can be used while away from home.   




	     ",PROLINE4517,337,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Resistance_Tubin_4f7be7865434a.jpg
"
		Rs.4,800.00			",XLR8 Strength Bag 5kg," Strength Bags are a new generation multifunction training system offering incredible versatility and exercise application.

The only training tool that combines common Barbells Dumbells Powerbags Kettle Bells and Medicine balls all in one indestructible user friendly package.
Totally Portable – indoor or outdoor training on any surface.
All Levels – versatility and comfort suits all ages fitness levels and training goals.
Hardwearing – soft flexible bags are constructed of heavy duty PVC to stand up to the harshest conditions.
Dirt dust or sweat simply wipes clean.
Strength bags are sent empty unless Strength Bag Filling Fee is added to your cart
   




	     ",PROLINE4518,357,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Strength_Ba_4ef2d448c00eb.jpg
"
		Rs.5,250.00			",XLR8 Strength Bag 10kg," Strength Bags are a new generation multifunction training system offering incredible versatility and exercise application.

The only training tool that combines common Barbells Dumbells Powerbags Kettle Bells and Medicine balls all in one indestructible user friendly package.
Totally Portable – indoor or outdoor training on any surface.
All Levels – versatility and comfort suits all ages fitness levels and training goals.
Hardwearing – soft flexible bags are constructed of heavy duty PVC to stand up to the harshest conditions.
Dirt dust or sweat simply wipes clean.
Strength bags are sent empty unless Strength Bag Filling Fee is added to your cart
   




	     ",PROLINE4519,358,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Strength_Ba_4ef2d52331db5.jpg
"
		Rs.5,250.00			",XLR8 Strength Bag 15kg," Strength Bags are a new generation multifunction training system offering incredible versatility and exercise application.

The only training tool that combines common Barbells Dumbells Powerbags Kettle Bells and Medicine balls all in one indestructible user friendly package.
Totally Portable – indoor or outdoor training on any surface.
All Levels – versatility and comfort suits all ages fitness levels and training goals.
Hardwearing – soft flexible bags are constructed of heavy duty PVC to stand up to the harshest conditions.
Dirt dust or sweat simply wipes clean.
Strength bags are sent empty unless Strength Bag Filling Fee is added to your cart
   




	     ",PROLINE4520,359,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Strength_Ba_4ef2d57d3046f.jpg
"
		Rs.6,300.00			",XLR8 Strength Bag 25kg," Strength Bags are a new generation multifunction training system offering incredible versatility and exercise application.

The only training tool that combines common Barbells Dumbells Powerbags Kettle Bells and Medicine balls all in one indestructible user friendly package.
Totally Portable – indoor or outdoor training on any surface.
All Levels – versatility and comfort suits all ages fitness levels and training goals.
Hardwearing – soft flexible bags are constructed of heavy duty PVC to stand up to the harshest conditions.
Dirt dust or sweat simply wipes clean.
Strength bags are sent empty unless Strength Bag Filling Fee is added to your cart
   




	     ",PROLINE4521,361,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Strength_Ba_4ef2d6fae9933.jpg
"
		Rs.6,300.00			",XLR8 Strength Bag 20kg," Strength Bags are a new generation multifunction training system offering incredible versatility and exercise application.

The only training tool that combines common Barbells Dumbells Powerbags Kettle Bells and Medicine balls all in one indestructible user friendly package.
Totally Portable – indoor or outdoor training on any surface.
All Levels – versatility and comfort suits all ages fitness levels and training goals.
Hardwearing – soft flexible bags are constructed of heavy duty PVC to stand up to the harshest conditions.
Dirt dust or sweat simply wipes clean.
Strength bags are sent empty unless Strength Bag Filling Fee is added to your cart
   




	     ",PROLINE4522,360,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Strength_Ba_4ef2d5ef901f7.jpg
"
		Rs.7,200.00			",XLR8 Strength Bag 35kg," Strength Bags are a new generation multifunction training system offering incredible versatility and exercise application.

The only training tool that combines common Barbells Dumbells Powerbags Kettle Bells and Medicine balls all in one indestructible user friendly package.
Totally Portable – indoor or outdoor training on any surface.
All Levels – versatility and comfort suits all ages fitness levels and training goals.
Hardwearing – soft flexible bags are constructed of heavy duty PVC to stand up to the harshest conditions.
Dirt dust or sweat simply wipes clean.
Strength bags are sent empty unless Strength Bag Filling Fee is added to your cart
   




	     ",PROLINE4523,363,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Strength_Ba_4ef2d810ac68d.jpg
"
		Rs.7,200.00			",XLR8 Strength Bag 30kg," Strength Bags are a new generation multifunction training system offering incredible versatility and exercise application.

The only training tool that combines common Barbells Dumbells Powerbags Kettle Bells and Medicine balls all in one indestructible user friendly package.
Totally Portable – indoor or outdoor training on any surface.
All Levels – versatility and comfort suits all ages fitness levels and training goals.
Hardwearing – soft flexible bags are constructed of heavy duty PVC to stand up to the harshest conditions.
Dirt dust or sweat simply wipes clean.
Strength bags are sent empty unless Strength Bag Filling Fee is added to your cart
   




	     ",PROLINE4524,362,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Strength_Ba_4ef2d7bc650c5.jpg
"
		Rs.18,000.00			",TRX™ Suspension Training Force Kit," The best-in-class lightweight all-body training system developed in the Navy SEALs to build mobility strength power and core stability ANYWHERE. Get the same training used pervasively throughout the military by first responders and by MMA fighters. 
Includes:

Door Anchor
Comprehensive BODYWEIGHTTM Training Kit
12 week intensive Training Program
Force DVD 
   




	     ",PROLINE4525,215,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/TRX_Force_4ec227da235a6.jpg
"
		Rs.16,500.00			",BOSU™ Storage Cart," The BOSU® Storage Cart stores and easily transports up to 14 fully-inflated BOSU® PRO Balance Trainers while enabling fitness facilities to conserve valuable floor space. The grey cart is constructed of durable steel; has heavy-duty non-marking casters; and fits through a standard doorway. Balance Trainers not included.   




	     ",PROLINE4526,245,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BOSU____Storage__4ec3a8599c75a.jpg
"
		Rs.16,500.00			",BOSU™ Storage Cart," The BOSU® Storage Cart stores and easily transports up to 14 fully-inflated BOSU® PRO Balance Trainers while enabling fitness facilities to conserve valuable floor space. The grey cart is constructed of durable steel; has heavy-duty non-marking casters; and fits through a standard doorway. Balance Trainers not included.   




	     ",PROLINE4527,245,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BOSU____Storage__4ec3a8599c75a.jpg
"
		Rs.4,800.00			",The GRID 2.0 Foam Roller," The Grid 2.0: Revolutionary Foam Roller features Distrodensity™ Zones Matrix Technology and an environmentally friendly design. The Grid 2.0 is 26"" long and 5"" in diameter.
This revolutionary tool is based on a grid system of varying widths and densities allowing you to take traditional foam rolling to the next level. Intensity levels are in your control by simply repositioning the Grid. Great for general use and core workouts.

GRID 2.0  Increase the targeted area with the new GRID 2.0. Double size means more coverage.    
COVERAGE  Calves quads hamstrigs glutes back pecs thoracic spine and more.  
MASSAGE AND WORKOUT Use the GRID 2.0 in your pre- and post- workout regimens as well as a diverse exercise tool.   




	     ",PROLINE4528,508,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/The_GRID_2.0_Foa_507d1fea4f7c4.jpg
"
		Rs.8,100.00			",XLR8 Leather Wall Ball 12kg," The latest training tool for power development!

Balls are 14″ in diameter.
Made from PP materials and rubber granule.
The XLR8 Wall Ball is impact absorbing regardless of weight.
The ball will absorb high velocity impact making for a fun and vigorous workouts.
Perfect for cross training explosive wall throws squat presses and general core exercises.
The design and construction of the XLR8 Wall Ball ensures that they will remain dimensionally stable and balanced.
   




	     ",PROLINE4529,493,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Leather_Wal_5050875c98510.jpg
"
		Rs.9,000.00			",XLR8 Leather Wall Ball 15kg," The latest training tool for power development!

Balls are 14″ in diameter.
Made from PP materials and rubber granule.
The XLR8 Wall Ball is impact absorbing regardless of weight.
The ball will absorb high velocity impact making for a fun and vigorous workouts.
Perfect for cross training explosive wall throws squat presses and general core exercises.
The design and construction of the XLR8 Wall Ball ensures that they will remain dimensionally stable and balanced.
   




	     ",PROLINE4530,494,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Leather_Wal_5050880354f3b.jpg
"
		Rs.5,775.00			",XLR8 Leather Wall Ball 3kg," The latest training tool for power development!

Balls are 14″ in diameter.
Made from PP materials and rubber granule.
The XLR8 Wall Ball is impact absorbing regardless of weight.
The ball will absorb high velocity impact making for a fun and vigorous workouts.
Perfect for cross training explosive wall throws squat presses and general core exercises.
The design and construction of the XLR8 Wall Ball ensures that they will remain dimensionally stable and balanced.
   




	     ",PROLINE4531,490,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Leather_Wal_5050832988569.jpg
"
		Rs.6,300.00			",XLR8 Leather Wall Ball 6kg," The latest training tool for power development!

Balls are 14″ in diameter.
Made from PP materials and rubber granule.
The XLR8 Wall Ball is impact absorbing regardless of weight.
The ball will absorb high velocity impact making for a fun and vigorous workouts.
Perfect for cross training explosive wall throws squat presses and general core exercises.
The design and construction of the XLR8 Wall Ball ensures that they will remain dimensionally stable and balanced.
   




	     ",PROLINE4532,491,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Leather_Wal_5050843415ca7.jpg
"
		Rs.7,125.00			",XLR8 Leather Wall Ball 9kg," The latest training tool for power development!

Balls are 14″ in diameter.
Made from PP materials and rubber granule.
The XLR8 Wall Ball is impact absorbing regardless of weight.
The ball will absorb high velocity impact making for a fun and vigorous workouts.
Perfect for cross training explosive wall throws squat presses and general core exercises.
The design and construction of the XLR8 Wall Ball ensures that they will remain dimensionally stable and balanced.
   




	     ",PROLINE4533,492,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/XLR8_Leather_Wal_5050852224659.jpg
"
		Rs.46,575.00			",PlyoRebounder," The new dual-ring spring-protected PlyoRebounder is a tough versatile multi-faceted tool for slow or quick response plyometrics proprioception and upper and lower body agility training. Enhance explosive power core stability balance and coordination with the ability to work progressively from rehab to high performance.  PlyoRebounder also serves as a low-compression jogger** for monitored cardiovascular work—accommodating up to 220 lbs of weight—utilizing the stabilizing handlebar.
Features: •    Dual Ring Spring Protection •    Eleven Positions—from flat to 55° tilt •    Plyo-training with up to 20 lb Medicine Balls  •    Stabilizes with Olympic weights* for heavy plyo-training •    Folds and rolls for transport   




	     ",PROLINE4534,380,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/PlyoRebounder_4f7bf5a510b7e.jpg
"
		Rs.46,575.00			",PlyoRebounder," The new dual-ring spring-protected PlyoRebounder is a tough versatile multi-faceted tool for slow or quick response plyometrics proprioception and upper and lower body agility training. Enhance explosive power core stability balance and coordination with the ability to work progressively from rehab to high performance.  PlyoRebounder also serves as a low-compression jogger** for monitored cardiovascular work—accommodating up to 220 lbs of weight—utilizing the stabilizing handlebar.
Features: •    Dual Ring Spring Protection •    Eleven Positions—from flat to 55° tilt •    Plyo-training with up to 20 lb Medicine Balls  •    Stabilizes with Olympic weights* for heavy plyo-training •    Folds and rolls for transport   




	     ",PROLINE4535,380,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/PlyoRebounder_4f7bf5a510b7e.jpg
"
		Rs.4,650.00			",TP Starter Set," The TP Starter Set includes the essential building blocks for managing aches and pains of the body. The starter set is a helpful tool for thousands of multi-sport athletes who suffer from aches and pain in the feet achilles tendon shins and other muscles throughout the lower leg. Watch the above clip for more information on using the TP Footballer and Ballerblock.
See pics below for examples of how and where the tools can be used.


 
Includes:

TP Footballer
TP Baller Block
TP Massage Ball
   




	     ",PROLINE4536,395,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/TP_Starter_Set_4fc327fc16d8b.jpg
"
		Rs.11,750.00			",Ultimate 6 Kit + U6 Book & U6 DVD," The Ultimate 6 Kit is the ultimate set of tools to help massage and maintain a healthy active body. This package is includes the TP Massage Ball TP Footballer and TP Quadballer. This packages also includes our Ultimate 6 Guidebook as well as our Brand New Ultimate 6 DVD.
With the products patented design mirroring the feeling of a human hand you are able to massage almost any part of the body safely and effectively on your own.
The Ultimate 6 Kit includes our TP Massage Ball TP Footballer and TP Quadballer.
Ultimate 6 Kit is recommended for anyone who enjoys an active lifestyle or is in need of the benefits of a massage on a daily basis. As we all know it's not difficult getting the massage its difficult getting to the massage.
See pictures below for a few examples of how to use the tools and the areas they can be used.
 

Ultimate 6 Guidebook
In addition to the tools within the Ultimate 6 Kit this kit comes with our highly regarded Ultimate 6 Guidebook. This book will take you through a quick education on the biomechanics of the body as it relates to running while also covering the benefits of massage in 6 key areas. Above you will see the 6 key areas the book goes over. In order they are the Soleus Quads IT Band Piriformis Psoas and Pectorals.
 
Ultimate 6 DVD
The Ultimate 6 DVD is an extension of the book. It includes a How-To section lead by Founder and Creator of the Trigger Point tools Cassidy Phillips. This section will explain how to use the tools and cover questions such as pace placement breathing and so on.
The second section in the DVD is a Re-Gen Class that offers you a class to just follow along. The class also takes you through the 6 most important areas of the body.

The Ultimate 6 Kit + U6 Book &amp; U6 DVD Includes:

The TP Footballer
The TP Baller Block
The TP Massage Ball
The TP Quadballer
ULTIMATE 6 GUIDEBOOK
ULTIMATE 6 DVD
   




	     ",PROLINE4537,392,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Ultimate_6_Kit___4fc31c43e7b09.jpg
"
		Rs.85,350.00			",Eleiko Olympic WL Competition Bar - 20kg," The world famous Eleiko IWF-approved weightlifting competition bar is made from chromed special Swedish steel giving unsurpassed durability and perfect flexibility. A total of ten precision bearings are fitted to each bar for optimum rotation in order to prevent wrist and arm injuries. Firm but not sharp knurling gives the bar the special ""Eleiko feeling"".
The strength rating of the Eleiko bar is 215000 PSI. That means that it requires 215000 pounds per square inch to pull the bar apart! The average Olympic bar usually runs about 130000 to 150000 PSI. Research has shown that anything under 190000 PSI develops permanent bends over time. All bars are individually tested in accordance with the Eleiko quality policy and provided with a serial number.
How To Maintain Your Eleiko BarDo not leave the Eleiko Bar loaded with weights on a rack. Clean the knurling on a regular basis use the provided brush. Sharp edges can damage the chrome.

Line:      BarbellsType:     WL Competition
Feature: Lifetime Warranty
Length:   2200 mm
Grip:      28 mm
Sleeves: 50 mm
Weight:  20 kg
   




	     ",PROLINE4538,753,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Eleiko_Olympic_W_52288a45ec646.jpg
"
		Rs.16,500.00			",TRX Pro 3 Kit," This Kit features the strongest most durable Suspension Trainer we’ve ever built a trainer-specific instructional video and workout cards to grow your business and get results for your clients.
Why the TRX PRO Suspension Training Kit is right for you?

    Ultra durable for high-volume commercial use.
    Train your clients anywhere with a full range of anchoring solutions.
    A new locking carabiner deters theft.
    Easy to clean rubber handles.
    A trainer-specific video train your clients with TRX best practices.
   




	     ",PROLINE4539,618,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/TRX_Pro_3_Kit_5151a74259882.jpg
"
		Rs.10,800.00			",Hip & Lower Back Kit," TP Hip and Lower Back Performance Kit
Our Hip and Lower Back kit is the ultimate package to massage and maintain the muscles around the Hip and Lower Back areas. This kit is what we recommend for anyone having aches and pains in areas such as but not limited to the:  IT Band Knee Hamstrings Piriformis Sciatic Nerve Lower Back Psoas Quadriceps Hips etc...
                            
The Hip and Lower Back kit consists of all the tools you need to conduct the massage manipulations that we outline on the Hip and Lower Back Instructional DVD. The instructional DVD is included in the kit to show you exactly how to use the tools effectively and efficiently.
It has been put together to consist of all the tools necessary to perform the How-To and Re-Gen sections of the Hip and Lower Back Instructional DVD. The tools are the same great tools that we offer in all of our kits. You can't forget that every bone has a muscle that surrounds it and every joint has a muscle and a tendon that supports it. So when it comes to massage don't you think it's time you do it everyday?
Hip and Lower Back Instructional DVD
The Hip and Lower Back Instructional DVD that is included in this kit includes a detailed How-To section lead by Founder Cassidy Phillips that answers questions about pace placement breathing posture duration and much more. The DVD also includes a 30-minute REGEN Class which is very similar to a yoga class in feel that you can follow along with to make sure you are doing the manipulations as we suggest.

Biomechanical Education DVD
Our Hip and Lower Back Biomechanical Education DVD takes you through all of our education we provide for people experiencing Hip and Lower Back pain. The DVD will talk about what the body goes through on a daily basis and how it affects biomechanics. You will also find tips for success within this DVD to give you pointers on hydration icing stretching and other things we do or need to worry about daily. A sample of the education we cover in the DVD is below.
Day-to-day activity can take its toll on the body. Whether it's training for a triathlon marathon sporting event or just general work activities your body and its biomechanics are continuously being compromised. The way you sit stand run and drive affects the way your body will function.
When the soleus and calves tighten they reduce dorsal flexion of the foot forcing your quads to take the absorption of each step when you run or walk. As your quads become overworked and tight your TFL and psoas also become overworked as well. Your psoas connects the front of your body to the back of your body when it gets tight it compresses the lower back. This can cause your pelvis to tilt resulting in IT band problems lower-back pain and muscular challenges in other areas.
Massage has been found to be a great way to counteract the effects of poor biomechanics. Myofascial release refers to the manual massage technique for stretching the fascia and releasing bonds between fascia integument and muscles with the goal of eliminating pain increasing range of motion and equilibrioception. Myofascial release usually involves applying shear compression or tension in various directions or by skin rolling.
Trigger Point Performance products are specifically designed to support the massage associated with Trigger Point Therapy Myofascial Release Therapy and other forms   




	     ",PROLINE4540,390,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Hip___Lower_Back_4fbdf743a8c2f.jpg
"
		Rs.1,650.00			",TP Massage Ball," TP Massage Ball's primary focus is to assist in managing minor aches and pains of the muscle by applying pressure to general areas.

Apply pressure with the ball by using the floor wall or any hard surface to stabilize movement of the ball. Understand in order to get deep into the muscle the ball has to remain still with an ample amount pressure for 5 to 7 seconds. This is when the ball will change shape. Once relieved roll the TP Massage Ball side to side or in circles for a cross friction type massage.

The TP Massage Ball is great for the neck shoulders back chest piriformis calves or anywhere that you have minor aches and pains.   




	     ",PROLINE4541,396,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/TP_Massage_Ball_4fc4ccaf0bee8.jpg
"
		Rs.11,250.00			",BOSU™ Home Balance Trainer," Unleash your best with The BOSU® Total Training System. You'll receive everything you need to get started with your training including: BOSU®Total Trainer with air pump our 4-in-1 DVD including the Total Body Calorie Combustion Long &amp; Lean and Absolutely Abs DVD Workouts and the BOSU® healthy eating guide.   




	     ",PROLINE4542,242,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BOSU____Home_Bal_4ee87866c27ce.jpg
"
		Rs.11,250.00			",BOSU™ Home Balance Trainer," Unleash your best with The BOSU® Total Training System. You'll receive everything you need to get started with your training including: BOSU®Total Trainer with air pump our 4-in-1 DVD including the Total Body Calorie Combustion Long &amp; Lean and Absolutely Abs DVD Workouts and the BOSU® healthy eating guide.   




	     ",PROLINE4543,242,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BOSU____Home_Bal_4ee87866c27ce.jpg
"
		Rs.13,050.00			",ViPR - 4kg," ViPR bridges the gap between movement and strength. It’s the ultimate functional whole-body training tool combining the programming of a traditional resistance workout together with the physical agility needed for an optimal sports or fitness performance easily making the ViPR the most innovative fitness breakthrough in years.   




	     ",PROLINE4544,365,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/ViPR___4kg_4f4dffb6cb8b7.jpg
"
		Rs.13,050.00			",ViPR - 4kg," ViPR bridges the gap between movement and strength. It’s the ultimate functional whole-body training tool combining the programming of a traditional resistance workout together with the physical agility needed for an optimal sports or fitness performance easily making the ViPR the most innovative fitness breakthrough in years.   




	     ",PROLINE4545,365,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/ViPR___4kg_4f4dffb6cb8b7.jpg
"
		Rs.19,125.00			",ViPR - 10kg," ViPR bridges the gap between movement and strength. It’s the ultimate functional whole-body training tool combining the programming of a traditional resistance workout together with the physical agility  needed for an optimal sports or fitness performance easily making the ViPR the most innovative fitness breakthrough in years.   




	     ",PROLINE4546,368,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/ViPR___10kg_4f4e029b41ca7.jpg
