SKU,Description,CP,SP,productname,Brand,Size,imgurl,
385491-O002789-021,"
							This is a progressive hiking/trail shoe that delivers obvious benefits to users.

V-Lite is a revolutionary vertical build concept that strips away as much weight as possible without sacrificing performance or durability. No one specific technology can be credited for the light weight of this collection, but rather the creative combination of innovative materials and construction.

The Vibram outsole provides an excellent balance of durability, protection and traction. The tread patterns provide all of this, while shedding dirt exceptionally well.

Features:

Synthetic upper
Waterproof bootie construction
V-Lite design
Rustproof metal hardware
ESS shank support with rock protection plate
Liquid Rubber on the toe and heel for lightweight protection
Ortholite sockliner for anti-odour cushioning
Vibram rubber outsole for traction, comfort and durabilityMaterialRubber Synthetic Material 						",8249,9651.33,HI-TEC SpHIKE Lo WP Men's Hiking Shoe,HI-TEC,"UK7,UK8,UK8.5,UK9,UK9.5,UK10,UK10.5,UK11,UK12,UK13",http://products.activinstinct.com/y2013/m09/385491/94325065-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
385502-O002789-031,"
							This is a progressive hiking/trail shoe that delivers obvious benefits to users.

V-Lite is a revolutionary vertical build concept that strips away as much weight as possible without sacrificing performance or durability. No one specific technology can be credited for the light weight of this collection, but rather the creative combination of innovative materials and construction.

The Vibram outsole provides an excellent balance of durability, protection and traction. The tread patterns provide all of this, while shedding dirt exceptionally well.

Features:

Synthetic upper
Waterproof bootie construction
V-Lite design
Rustproof metal hardware
ESS shank support with rock protection plate
Liquid Rubber on the toe and heel for lightweight protection
Ortholite sockliner for anti-odour cushioning
Vibram rubber outsole for traction, comfort and durabilityMaterialRubber Synthetic Material 						",8299,9709.83,HI-TEC SpHIKE Lo WP Men's Hiking Shoe,HI-TEC,"UK7,UK8,UK8.5,UK9,UK9.5,UK10,UK10.5,UK11,UK12,UK13",http://products.activinstinct.com/y2013/m09/385502/74481308-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
412583-O002381-021,"
							This is a progressive hiking/trail shoe that delivers obvious benefits to users.

V-Lite is a revolutionary vertical build concept that strips away as much weight as possible without sacrificing performance or durability. No one specific technology can be credited for the light weight of this collection, but rather the creative combination of innovative materials and construction.

The Vibram outsole provides an excellent balance of durability, protection and traction. The tread patterns provide all of this, while shedding dirt exceptionally well.

Features:

Ion-mask hydrophobic water management technology
S.U.Z.E seamless moulded upper
ESS shank support with rock protection plate to aid descending
Multi-density trail specific midsole
Running Ortholite footbed for lasting comfortMaterialRubber Synthetic Material 						",8699,10177.83,HI-TEC V-LITE Infinity Trail i Men's Hiking Shoe,HI-TEC,"UK7,UK8,UK8.5,UK9,UK9.5,UK10,UK10.5,UK11,UK12,UK13",http://products.activinstinct.com/y2014/m02/412583/23016089-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
385513-O002788-021,"
							This is a progressive hiking/trail shoe that delivers obvious benefits to users.

V-Lite is a revolutionary vertical build concept that strips away as much weight as possible without sacrificing performance or durability. No one specific technology can be credited for the light weight of this collection, but rather the creative combination of innovative materials and construction.

The Vibram outsole provides an excellent balance of durability, protection and traction. The tread patterns provide all of this, while shedding dirt exceptionally well.

Features:

Synthetic upper
Waterproof bootie construction
V-Lite design
Rustproof metal hardware
ESS shank support with rock protection plate
Liquid Rubber on the toe and heel for lightweight protection
Ortholite sockliner for anti-odour cushioning
Vibram rubber outsole for traction, comfort and durabilityMaterialRubber Synthetic Material 						",8699,10177.83,HI-TEC SpHIKE Mid WP Men's Hiking Shoe,HI-TEC,"UK7,UK8,UK8.5,UK9,UK9.5,UK10,UK11,UK12,UK13",http://products.activinstinct.com/y2013/m09/385513/22817145-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
415765-1005442-TKCF,"
							A great trail boot, with exceptional grip, durability and comfort.

Spider Rubber is a rubber compound to offer exceptional grip. Spider 365 is the most versatile, and great for varied use all year long.

A soft Shoc Pad in the heel ensures serious shock absorption, while an eVent waterproof, breathable membrane keeps feet dry and cool.

Features:

Aggressive lug design for grip on loose terrain
Nylon shank keeps foot stable
Heel stabiliser keeps foot centred and in control
Waterproof leather upper
Full grain leather liningMaterialRubber Leather 						",11399,13336.83,TEVA Kimtah eVent Leather Men's Trail Shoe,TEVA,"UK7,UK8,UK9",http://products.activinstinct.com/y2014/m03/415765/79929392-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
385578-O000813-045,"
							Part of the multi-sport range, this has a performance sports heritage, seamlessly combined with the outdoors to deliver fast, bold, light footwear that can handle rigorous activity.

Features an Ortholite midsole; one that is lightweight enough not to weight the shoe down but still provides comfort, cushioning and unrivalled moisture management.

Features:

Instantly comfortable
Lightweight adventure inspired
Carbon rubber outsoleMaterialRubber Synthetic Material 						",5999,7018.83,HI-TEC Quadra Classic Men's Hiking Shoe,HI-TEC,"UK7,UK8,UK9,UK10",http://products.activinstinct.com/y2013/m09/385578/55399234-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
316884-O001602-42,"
							This is from the Hi-Tec Multisport collection, designed to deliver lightweight everyday wear that can handle the rigours of the outdoors. They bring together style, rugged durability and innovative technology.

The Ortholite insole allows air to circulate around the foot, while moving moisture away from the body. It offers long term cushioning and comfort and is extremely lightweight, so has no detrimental effect on the performance.

The Vibram outsole provides an excellent balance of durability, protection and traction. The tread patterns provide all of this, while shedding dirt exceptionally well.


Premium, sofr but durable full grain leather upper provides long term comfort during wear
Single and double eyelet lacing combination
Moisture-wicking lining keeps the foot dryMaterialRubber Leather 						",6900,8073,HI-TEC Sierra Lace Men's Shoe,HI-TEC,"UK7,UK8,UK9,UK10",http://products.activinstinct.com/y2012/m10/316884/38281519-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
316891-O001602-21,"
							This is from the Hi-Tec Multisport collection, designed to deliver lightweight everyday wear that can handle the rigours of the outdoors. They bring together style, rugged durability and innovative technology.

The Ortholite insole allows air to circulate around the foot, while moving moisture away from the body. It offers long term cushioning and comfort and is extremely lightweight, so has no detrimental effect on the performance.

The Vibram outsole provides an excellent balance of durability, protection and traction. The tread patterns provide all of this, while shedding dirt exceptionally well.


Premium, sofr but durable full grain leather upper provides long term comfort during wear
Single and double eyelet lacing combination
Moisture-wicking lining keeps the foot dryMaterialRubber Leather 						",7999,9358.83,HI-TEC Sierra Lace Men's Shoe,HI-TEC,"UK7,UK8,UK9,UK10",http://products.activinstinct.com/y2012/m10/316891/81418981-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
412628-O002248-041,"
							A shoe designed with light hiking in mind, this features Dri-Tec Waterproof technology to ensure it battles against the elements as hard as you do. There is a full grain waxed 2mm Anfibio leather for comfort and durability.

Features:

Waterproof bootie construction
Moisture-wicking lining
Nylon midsole insert for added torsional rigidity
High quality rubber outsole for traction and extended wear
EVA sole inserts provide cushioning and comfortMaterialRubber Synthetic Material 						",9599,11230.83,HI-TEC Ravine WP Men's Hiking Boot,HI-TEC,"UK7,UK8,UK9,UK10",http://products.activinstinct.com/y2014/m02/412628/37470105-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
415748-1005439-TKCF,"
							A great trail boot, with exceptional grip, durability and comfort.

Spider Rubber is a rubber compound to offer exceptional grip. Spider 365 is the most versatile, and great for varied use all year long.

A soft Shoc Pad in the heel ensures serious shock absorption, while an eVent waterproof, breathable membrane keeps feet dry and cool.

Features:

Aggressive lug design for grip on loose terrain
Nylon shank keeps foot stable
Heel stabiliser keeps foot centred and in control
Waterproof leather upper
Full grain leather liningMaterialRubber Leather 						",12299,14389.83,TEVA Kimtah Mid eVent Leather Men's Trail Boot,TEVA,"UK7,UK8,UK9,UK10",http://products.activinstinct.com/y2014/m03/415748/82921276-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
424855-400455-03,"
							The MBT Kisumu shoe is a highly functional and comfortable sandal style MBT with a dual board construction and optimised adjustment system. These are especially effective for the health and fashion conscious who lead an outdoor and energetic high paced lifestyle.

Split leather sockliner further enhances the comfort through creating a soft dry feeling when walking barefoot in the shoe.

Key technical features include dual board construction with a leisure outsole, microfiber lining and adjustable plastic buckle closure combined with flexible elastic construction. The upper is constructed full grain leather for both quality and comfort.

MBT's have been designed to stimulate the postural and stabilising musculature of the whole body. Revolutionary sole construction utilising the interplay of the Shank, PU midsole and Masai Sensor places the body in a natural instability that can otherwise only be achieved by walking barefoot on natural, uneven surfaces. The natural instability activates the body's supporting muscle system and has positive effects on the entire body.

The positive effects of wearing MBTs includes significantly improving your gait and posture whilst relieving stress in your joints and back. Additionally they exercise a large number of muscles, whether you're walking or standing. This in turn, stimulates your metabolism, burns extra calories and supports muscle regeneration.MaterialRubber 						",18599,21760.83,MBT Kisumu 3S Men's Casual Shoe,MBT,"UK7,UK8,UK9,UK10,UK10.5,UK11",http://products.activinstinct.com/y2014/m04/424855/65756182-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
424862-400433-377,"
							A modern casual shoe with a performance level sole.

MBT's have been designed to stimulate the postural and stabilising musculature of the whole body. Revolutionary sole construction utilising the interplay of the Shank, PU midsole and Masai Sensor places the body in a natural instability that can otherwise only be achieved by walking barefoot on natural, uneven surfaces. The natural instability activates the body's supporting muscle system and has positive effects on the entire body.

The positive effects of wearing MBTs includes significantly improving your gait and posture whilst relieving stress in your joints and back. Additionally they exercise a large number of muscles, whether you're walking or standing. This in turn, stimulates your metabolism, burns extra calories and supports muscle regeneration.MaterialRubber 						",18599,21760.83,MBT Ambata Low Men's Shoe,MBT,"UK7,UK8,UK9,UK10,UK10.5,UK11",http://products.activinstinct.com/y2014/m04/424862/25736136-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
412805-O003078-061,"
							A lightweight, comfortable shoe that is at home in the house, as it is on the road, in the city and on light trails. They can take you where you want to go, all in fantastic comfort cushioning.

Features:

Lightweight canvas upper for comfort an breathability
Ghilly and toggle lacing system, creates an easy to manage, secure fit
Ortholite sockliner delivers long lasting cushioning, anti-odour and anti-microbial properties, all of which ensures ultimate all day comfort.
Super lightweight, high abrasion EVA outsole, delivers unrivalled underfoot cushioning and comfort.
Weight 166gMaterialRubber Synthetic Material 						",4649,5439.33,HI-TEC Zuuk Lite Men's Outdoor Shoe,HI-TEC,"UK7,UK8,UK9,UK10,UK11",http://products.activinstinct.com/y2014/m02/412805/79660893-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
415827-1003988-BLKO,"
							Part of the Water series; Teva defined this category when they first launched, with amphibious water shoes with better performance and updated style.

This features Durabrasion Rubber, a rubber compound that can take a beating and is made to last over the long haul.

Features:

Synthetic and mesh upper
Multiple points of adjustment allow for perfect fit
Lightweight and collapsible design
Hook and loop strap
Light foam midsoleMaterialRubber Synthetic Material 						",5099,5965.83,TEVA Barracuda Sport Men's Sandal,TEVA,"UK7,UK8,UK9,UK10,UK11",http://products.activinstinct.com/y2014/m03/415827/21410378-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
418045- 4167-BRN,"
							When it comes to casual shoes, men care about lightweight materials and comfort. These Teva flip flops offer style, sport-like performance and comfort.

This features Durabrasion Rubber, a rubber compound that can take a beating and is made to last over the long haul.

A Mush Infused Topsole brings brilliant comfort.

Features:

Waterproof leather upper
Sturdy three-point thong constructionMaterialLeather 						",5099,5965.83,TEVA Benson Men's Sandal,TEVA,"UK7,UK8,UK9,UK10,UK11",http://products.activinstinct.com/y2014/m03/418045/25881544-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
385679-O002663-021,"
							For the adventurer who can handle the cold, embracing the outdoors in high performing, durable footwear that is easy on the eye.

Features:

Mesh upper
Versatile lacing system for secure fit
EVA shell construction protects against rips and tears
Soft, warm lining
Rugged outsole for tractionMaterialMesh Rubber 						",5099,5965.83,HI-TEC Avalanche Men's Hiking Boot,HI-TEC,"UK7,UK8,UK9,UK10,UK11",http://products.activinstinct.com/y2013/m09/385679/34729389-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
269044-O001619-041,"
							The Sierra collection is something that Hi-Tec has developed since 1978. With an understanding of how hiking boots should look, feel and perform; their boots are comfortable, breathable and lightweight. These sandals are built on the technologies and values of their outdoor footwear but made for the city; contemporary styling with fantastic comfort.

Made with a soft but durable leather upper, this sandal is incredibly comfortable and features a dual density PU footbed and midsole for cushioning and support. There is also moisture-wicking lining keeps the foot dry.

The Vibram outsole is what gives the boot its essential grip and traction, even in wet, uneven and slippery conditions.MaterialTextile/Leather 100%						",5499,6433.83,HI-TEC Sierra Canyon Slide Men's Thong,HI-TEC,"UK7,UK8,UK9,UK10,UK11",http://products.activinstinct.com/y2012/m01/269044/77912150-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
269036-O001619-021,"
							The Sierra collection is something that Hi-Tec has developed since 1978. With an understanding of how hiking boots should look, feel and perform; their boots are comfortable, breathable and lightweight. These sandals are built on the technologies and values of their outdoor footwear but made for the city; contemporary styling with fantastic comfort.

Made with a soft but durable leather upper, this sandal is incredibly comfortable and features a dual density PU footbed and midsole for cushioning and support. There is also moisture-wicking lining keeps the foot dry.

The Vibram outsole is what gives the boot its essential grip and traction, even in wet, uneven and slippery conditions.MaterialTextile/Leather 100%						",5499,6433.83,HI-TEC Sierra Canyon Slide Men's Thong,HI-TEC,"UK7,UK8,UK9,UK10,UK11",http://products.activinstinct.com/y2012/m01/269036/87622965-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
346718-O002329-021,"
							The Hi-Tec Figaro Shoe is designed to carry you on any adventure in style and comfort. Features a Vibram rubber outsole to provide enhanced traction, comfort, and durability.

The suede and high performance mesh uppers, combined with a ghilly and double eyelet lacing system to create a secure fit whilst the moisture-wick lining keeps the foot dry. Ortholite sockliner provides anti-odour and anti-microbial properties, on top of adding even more cushioning.

Features:

Suede and high performance mesh uppers
Waterproof bootie construction
Double eyelet lacing system for secure fit
Moisture-wicking lining for keeping your foot comfortable and dry
Ortholite sockliner delivers long lasting cushioning, anti-odour and anti-microbial properties
Vibram rubber outsole delivers world renowned traction, comfort and durabilityMaterialMesh Rubber Suede 						",5999,7018.83,HI-TEC Figaro Men's Walking Shoe,HI-TEC,"UK7,UK8,UK9,UK10,UK11",http://products.activinstinct.com/y2013/m03/346718/90669079-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
415818-1004008-BLKO,"
							Part of the Water series; Teva defined this category when they first launched, with amphibious water shoes with better performance and updated style.

Spider Rubber is a rubber compound to offer exceptional grip. Spider 365 is the most versatile, and great for varied use all year long.

A soft Shoc Pad in the heel ensures serious shock absorption.

Features:

Waterproof upper materials
Synthetic upper
Collapsible heel lets you slip in and out easily
Microban zinc-based anti-microbial treatmentMaterialRubber Synthetic Material 						",6899,8071.83,TEVA Kimtah Men's Sandal,TEVA,"UK7,UK8,UK9,UK10,UK11",http://products.activinstinct.com/y2014/m03/415818/14739858-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
312187-1002728-BLK,"
							A lightweight hiker, the Wapta Mid has a rugged Spider365 outsole, providing it with the grip to make it perform in a variety of terrain. It has also been given a waterproof membrane to keep the outdoors away from dry, comfortable feet on the inside.

Grip:

Spider365 Rubber sole to help provide fantastic traction and durability in rugged environments
Nylon shank keeps foot stable and in control
Mush footbed will conform to your foot, providing a good feel for the ground underneath

Hydro:

T.I.D.E Seal waterproof membrane

Comfort:

Soft Shoc Pad in the heel for serious shock absorption
Waterproof suede and mesh upperMaterialRubber Synthetic Material 						",7799,9124.83,TEVA Wapta WP Men's Walking Shoe,TEVA,"UK7,UK8,UK9,UK10,UK11",http://products.activinstinct.com/y2012/m09/312187/23700622-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
415799-1003999-TKCF,"
							Part of the Water series; Teva defined this category when they first launched, with amphibious water shoes with better performance and updated style.

Spider Rubber is a rubber compound to offer exceptional grip. Spider 365 is the most versatile, and great for varied use all year long.

A soft Shoc Pad in the heel ensures serious shock absorption.

Features:

Waterproof upper materials
Leather upper
Collapsible heel lets you slip in and out easily
Microban zinc-based anti-microbial treatmentMaterialRubber Leather 						",8699,10177.83,TEVA Kimtah Leather Men's Sandal,TEVA,"UK7,UK8,UK9,UK10,UK11",http://products.activinstinct.com/y2014/m03/415799/90722515-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
312286-1001468-BLK,"
							The Chair 5 is a winter boot that packs warmth and comfort into a lightweight, stylish design. Much lighter than most winter boots, and waterproof also, the Chair 5 still manages to keep feet warm because of the Thinsulate insulation provided. For practicality, the boot can be compressed down into the size of mid and ankle cut shoes to make it easier to pack.

Grip:

White Spider Rubber sole to help provide fantastic traction
Nylon shank keeps foot stable and in control

Hydro:

Waterproof materials in the upper offer protection
Seam sealed to keep you dry inside

Comfort:

Super light EVA foam is waterproof and insulated to keep you warm and dry
Removable boot liner
250g of 3M Thinsulate LiteLoft insulationMaterialRubber Synthetic 48%Textile 52%Synthetic Material 						",11399,13336.83,TEVA Chair 5 Men's Walking Boot,TEVA,"UK7,UK8,UK9,UK10,UK11",http://products.activinstinct.com/y2012/m09/312286/54799732-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
385739-1003016-BLK,"
							Where is it written that winter boots have to be heavy, boring and unpackable? Teva have built the Chair 5. With 250g of 3M Thinsulate insulation in its removable liner and waterproof shell materials, the Chair 5 doesn?t sacrifice any warmth, but at the same time it weighs in at about half the weight of other boots. And the Chair 5 will compress down to the size of any normal shoe, so you don?t need an extra suitcase just for your boots. So the next time you find yourself in front of the wall of brown boots at the store, just tell yourself: there is another way.

When the cold is out, most rubber hardens up and loses its flexibility, turning your shoes into ice skates. White Spider Rubber was made to stay soft and flexible in freezing temperatures, leaving the ice-skating to the pros.

With 3M Thinsulate insulation, freezing feet is one part of winter you can forget thanks to the years of research that 3M has conducted in the field.


T.I.D.E. Grip: White Spider Rubber sole will help keep your face a safe distance from the ground when the temperature drops.
T.I.D.E. Hydro: Waterproof upper materials can handle getting wet. Seam sealed to keep you dry
T.I.D.E. Comfort: Super light EVA foam is waterproof and insulated to keep you warm and dry. Removable boot liner. 250g of 3M Thinsulate LiteLoft insulation feels like a sweater for your feet.MaterialRubber Synthetic Material 						",11399,13336.83,TEVA Chair 5 Print WP Men's Hiking Boots,TEVA,"UK7,UK8,UK9,UK10,UK11",http://products.activinstinct.com/y2013/m09/385739/62549267-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
412822-O003078-051,"
							A lightweight, comfortable shoe that is at home in the house, as it is on the road, in the city and on light trails. They can take you where you want to go, all in fantastic comfort cushioning.

Features:

Lightweight canvas upper for comfort an breathability
Ghilly and toggle lacing system, creates an easy to manage, secure fit
Ortholite sockliner delivers long lasting cushioning, anti-odour and anti-microbial properties, all of which ensures ultimate all day comfort.
Super lightweight, high abrasion EVA outsole, delivers unrivalled underfoot cushioning and comfort.
Weight 166gMaterialRubber Synthetic Material 						",4649,5439.33,HI-TEC Zuuk Lite Men's Outdoor Shoe,HI-TEC,"UK7,UK8,UK9,UK10,UK11,UK12",http://products.activinstinct.com/y2014/m02/412822/15127797-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
415970-1004006-BLGRN,"
							When it comes to casual shoes, men care about lightweight materials and comfort. These Teva flip flops offer style, sport-like performance and comfort.

This features Durabrasion Rubber, a rubber compound that can take a beating and is made to last over the long haul.

Features:

Open toe construction stops water pooling
Webbing upper
Multiple points of adjustment allow for perfect fit
Hook and loop strap
EVA footbed for cushioning
Microban zinc-based anti-microbial treatmentMaterialRubber Synthetic Material 						",4649,5439.33,TEVA Original Universal Men's Sandal,TEVA,"UK7,UK8,UK9,UK10,UK11,UK12",http://products.activinstinct.com/y2014/m03/415970/13943439-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
415457-O002333-100,"
							A lightweight, comfortable shoe that is at home in the house, as it is on the road, in the city and on light trails. They can take you where you want to go, all in fantastic comfort cushioning.

Features:

Highly breathable, performance mesh uppers
Ghilly and toggle lacing system, creates an easy to manage, secure fit
Ortholite sockliner delivers long lasting cushioning, anti-odour and anti-microbial properties, all of which ensures ultimate all day comfort.
Super lightweight, high abrasion EVA outsole, delivers unrivalled underfoot cushioning and comfort.
Weight 166g

Winner of Footwear Product of the Year at The Great Outdoors Awards 2013.MaterialRubber Synthetic Material 						",4999,5848.83,HI-TEC Zuuk Men's Outdoor Shoe,HI-TEC,"UK7,UK8,UK9,UK10,UK11,UK12",http://products.activinstinct.com/y2014/m03/415457/85553010-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
415052-O002333-052,"
							A lightweight, comfortable shoe that is at home in the house, as it is on the road, in the city and on light trails. They can take you where you want to go, all in fantastic comfort cushioning.

Features:

Highly breathable, performance mesh uppers
Ghilly and toggle lacing system, creates an easy to manage, secure fit
Ortholite sockliner delivers long lasting cushioning, anti-odour and anti-microbial properties, all of which ensures ultimate all day comfort.
Super lightweight, high abrasion EVA outsole, delivers unrivalled underfoot cushioning and comfort.
Weight 166g

Winner of Footwear Product of the Year at The Great Outdoors Awards 2013.MaterialRubber Synthetic Material 						",4999,5848.83,HI-TEC Zuuk Men's Outdoor Shoe,HI-TEC,"UK7,UK8,UK9,UK10,UK11,UK12",http://products.activinstinct.com/y2014/m03/415052/77228105-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
415836-1003988-DRIZ,"
							Part of the Water series; Teva defined this category when they first launched, with amphibious water shoes with better performance and updated style.

This features Durabrasion Rubber, a rubber compound that can take a beating and is made to last over the long haul.

Features:

Synthetic and mesh upper
Multiple points of adjustment allow for perfect fit
Lightweight and collapsible design
Hook and loop strap
Light foam midsoleMaterialRubber Synthetic Material 						",5099,5965.83,TEVA Barracuda Sport Men's Sandal,TEVA,"UK7,UK8,UK9,UK10,UK11,UK12",http://products.activinstinct.com/y2014/m03/415836/17658731-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
415908-4156-RHB,"
							Part of the Water series; Teva defined this category when they first launched, with amphibious water shoes with better performance and updated style.

This features Durabrasion Rubber, a rubber compound that can take a beating and is made to last over the long haul.

A soft Shoc Pad in the heel ensures serious shock absorption.

Features:

Nylon shank keeps foot stable and in control
Open toe construction stops water pooling
Webbing upper
Microban zinc-based anti-microbial treatmentMaterialRubber Synthetic Material 						",5549,6492.33,TEVA Hurricane XLT Men's Sandal,TEVA,"UK7,UK8,UK9,UK10,UK11,UK12",http://products.activinstinct.com/y2014/m03/415908/37169399-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
415899-4156-BLU,"
							Part of the Water series; Teva defined this category when they first launched, with amphibious water shoes with better performance and updated style.

This features Durabrasion Rubber, a rubber compound that can take a beating and is made to last over the long haul.

A soft Shoc Pad in the heel ensures serious shock absorption.

Features:

Nylon shank keeps foot stable and in control
Open toe construction stops water pooling
Webbing upper
Microban zinc-based anti-microbial treatmentMaterialRubber Synthetic Material 						",5549,6492.33,TEVA Hurricane XLT Men's Sandal,TEVA,"UK7,UK8,UK9,UK10,UK11,UK12",http://products.activinstinct.com/y2014/m03/415899/98660167-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
416434-1002306-GREY,"
							The Mush Frio collection brings all of the things you love about Teva Mush flip flops into a package you can wear all year long. The super lightweight, foot-conforming Mushiness that you thought you had to put away at the end of summer.

T.I.D.E. GRIP:

An incredibly light EVA sole makes it feel just like you're wearing a flip flop

T.I.D.E. COMFORT:

Tough synthetic leather and mesh upper
A collapsible heel lets you slip in and out easily
A Mush Infused Insole brings the absurd comfort of our flip flops into a shoeMaterialRubber Textile 						",5549,6492.33,TEVA Mush Frio Lace Textile Men's Outdoor Shoe,TEVA,"UK7,UK8,UK9,UK10,UK11,UK12",http://products.activinstinct.com/y2014/m03/416434/77069069-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
351144-O002405-041,"
							Hi-Tec presents the original lightweight suede and mesh walking shoe. Featuring a versatile lacing system to guarantee a secure fit, plus a moisture wick lining to keep the foot dry, this unique shoe has all the qualities of a hiking boot with a much more interesting look. A soft padded collar adds comfort, while the removable EVA sockliner adds cushioning. The rubber MDT hiking outsole is extra durable and great for all terrains.

Features:

Suede and mesh upper
Versatile lacing system for secure fit
Moisture-wicking lining keeps foot dry
Soft padded collar for added comfort
Removable EVA sockliner adds cushioning
Durable rubber MDT hiking outsoleMaterialMesh Rubber Suede 						",5999,7018.83,HI-TEC Sierra Lite Original Men's Hiking Shoe,HI-TEC,"UK7,UK8,UK9,UK10,UK11,UK12",http://products.activinstinct.com/y2013/m04/351144/32524046-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
412995-O002567-054,"
							A sandal designed for milder conditions; it still has the rugged durability that you expect from Hi-Tec.
PU upper with a neoprene lining.

Features:

Close-toe for added protection
Lace with toggle for adjustability
Rubber outsole for extra gripMaterialRubber Synthetic Material 						",5999,7018.83,HI-TEC Shore Men's Sandal,HI-TEC,"UK7,UK8,UK9,UK10,UK11,UK12",http://products.activinstinct.com/y2014/m02/412995/17301910-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
413012-O002567-044,"
							A sandal designed for milder conditions; it still has the rugged durability that you expect from Hi-Tec.
PU upper with a neoprene lining.

Features:

Close-toe for added protection
Lace with toggle for adjustability
Rubber outsole for extra gripMaterialRubber Synthetic Material 						",5999,7018.83,HI-TEC Shore Men's Sandal,HI-TEC,"UK7,UK8,UK9,UK10,UK11,UK12",http://products.activinstinct.com/y2014/m02/413012/42119470-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
415713-1003997-OLBL,"
							Part of the Water series; Teva defined this category when they first launched, with amphibious water shoes with better performance and updated style.

This features Durabrasion Rubber, a rubber compound that can take a beating and is made to last over the long haul.

Features:

Drainage channels in the forefoot
Tough synthetic leather and mesh upper
Collapsible heel lets you slip in and out easily
Light foam midsole
EVA footbed for cushioningMaterialRubber Synthetic Material 						",6449,7545.33,TEVA Refugio Men's Water Shoe,TEVA,"UK7,UK8,UK9,UK10,UK11,UK12",http://products.activinstinct.com/y2014/m03/415713/68724856-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
418036-1001473-GOLV,"
							The Teva Terra Fi Lite Sandal is a lightweight sandal features all the mondo performance details of its iconic sport-sandal forebears in a leaner, lower profile. Three-point strap adjustment fine tunes the fit and provides optimum support off-road or off-shore.

T.I.D.E. GRIP

A nylon shank keeps the foot stable and in control.

Spider Original rubber is made to grip like crazy in wet environments.

T.I.D.E. HYDRO

Open toe construction doesn't allow water to pool.

T.I.D.E. COMFORT

Hook and loop strap lets you skip the laces.

Multiple points of adjustment allow for the perfect fit.

Microban zinc-based anti-microbial treatment keeps the stink down.

Webbing upper.MaterialRubber 						",6449,7545.33,TEVA Terra Fi Lite Men's Sandal,TEVA,"UK7,UK8,UK9,UK10,UK11,UK12",http://products.activinstinct.com/y2014/m03/418036/47209080-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
