SKU,Description,CP,SP,productname,Size,Brand,imgurl,
428899-S20247-1,"
							The Saucony Omni 13 Running Shoe is designed for overpronators seeking a light, flexible ride without sacrificing cushioning and support. Full-length POWERGRID creates an exceptionally smooth cushioned ride; while no sew overlays in the forefoot enhance flexibility and reduce hot spots.

The upper of the shoe is all about stability combining the ARCH-LOCK for a snug supportive fit, with the Support Frame that locks down the heel throughout the gait cycle.

ComfortLite sockliner and RunDry interior lining wicks away moisture and ensures soft cushioned comfort.

PowerGrid provides for even smoother transitions with enhanced heel to toe cushioning whilst the Dual density SSL EVA maximises rebound and durability whilst minimising weight.

The SRC (Super Rebound Cushioning) Impact Zone provides shock attenuation and sets the foot up for a smooth transition.

The IBR+ blown rubber outsole is lightweight, flexible and durable offering that sought after smooth ride, whilst XT-900 Carbon element of the outsole offers exceptional traction and durability.MaterialRubber 						",11399,13336.83,SAUCONY Omni 13 Men's Running Shoe,UK7;UK7.5;UK8;UK8.5;UK9;UK9.5;UK10;UK10.5;UK11;UK11.5;UK12,SAUCONY,http://products.activinstinct.com/y2014/m05/428899/57426240-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
412009-5050973902,"
							The Inov8 Roclite 286 GTX Trail Shoe is the world's lightest GORE-TEX boot offering a reinforced toe box that protects the foot from unexpected terrain. GORE-TEX technology ensures the foot is kept dry. Designed for mixed terrain, a studded sole with deep cleats ensures superb grip in muddy conditions.

6mm drop.

Precise fit ensures minimal internal movement when contouring and descending. Ideal for racing on any terrain and all off trail activities.

Meta shank II aligns with each individual metatarsal for increased underfoot impact protection and flexibility.

Sticky outsole ensures maximum performance.MaterialRubber Synthetic 						",11400,13338,INOV8 Roclite 286 GTX Men's Trail Shoe,UK7;UK7.5;UK8;UK8.5;UK9;UK9.5;UK10;UK10.5;UK11;UK11.5;UK12,INOV8,http://products.activinstinct.com/y2014/m02/412009/44160324-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
428651-S20223-5,"
							The Saucony Triumph 11 Running Shoe features a midsole made entirely of super-plush PowerGrid, making it a supremely cushioned yet lightweight training shoe. An updated saddle design provides more support while locking the foot to the platform whilst the SRC crashpad has been reengineered to incorporate grooves that provide an even smoother transition from heel-strike to toe-off.

Upper:

Sauc-Fit: Fit system that locks the midfoot to the platform while securing the heel
HydraMAX Collar Lining: Collar lining material combines superior moisture wicking properties with a plush feel for comfort
ComfortLite Sockliner: Moulded sockliner contoured to cradle the heel, support the arch and reduce peak pressures in the forefoot. Built from premium EVA for an exceptional responsive feel
HRC+ Strobel Board: Saucony's strobel board is covered with an additional 3mm of foam to deliver an incredibly plush ride

Midsole:

PowerGrid (full midsole): Powerfoam material is integrated with GRID technology to create a system that effectively centres the foot, absorbs impact and distributes pressure, resulting in an exceptionally smooth and responsive ride
Impact Interface: Isolates and distributes impact upon heel strike
SRC Impact Zone: Super Rebound Compound provides durable shock absorption in the heel crashpad to help reduce torque and allow for a smooth transition into the midfoot

Outsole:

IBR+: 33% lighter and provides 3 times more cushioning compared to standard blown rubber
XT-900: Premium carbon rubber outsole material that offers exceptional traction and high-wear propertiesMaterialRubber 						",11849,13863.33,SAUCONY Triumph 11 Men's Running Shoe,UK7;UK7.5;UK8;UK8.5;UK9;UK9.5;UK10;UK10.5;UK11;UK11.5;UK12,SAUCONY,http://products.activinstinct.com/y2014/m05/428651/11887600-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
430515-T400N-4201,"
							A shoe designed to deliver structured cushioning to serious runners.

The Impact Guidance System enhances the foot's natural gait from heel strike to toe-off improving the efficiency and comfort of your foot-strike and movement. With Guidance Line technology a vertical flex groove decouples the tooling along the line of progression for enhanced gait efficiency.

The Guidance Trusstic integrates Guidance Line construction for enhanced gait efficiency while providing midfoot structural integrity.

With rearfoot and forefoot GEL cushioning systems employed it attenuates shock during impact and toe-off phases allowing movement in multiple planes as the foot transitions through the gait cycle.

The Solyte midsole is a proprietary cushioning material that provides an exceptionally lightweight midsole with excellent bounce-back and durability. DuoMax is an ASICS proprietary system consisting of two or more different density midsole materials, designed to help correct the degree and velocity of pronation.

The ComforDry sockliner provides the optimum cushioning performance that creates a cooler, drier and healthier shoe environment. It also has a Clutch Counter exoskelatal heel to provide improved support and a better fitting heel.MaterialRubber Synthetic Material 						",12299,14389.83,ASICS GT-3000 2 Men's Running Shoes,UK7;UK7.5;UK8;UK8.5;UK9;UK9.5;UK10;UK10.5;UK11;UK11.5;UK12,ASICS,http://products.activinstinct.com/y2014/m05/430515/44918250-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
418570-M000714,"
							Speed need not be compromised for stability; this combines the best of both worlds with the Distance S III. The stability Speed Trainer offers a lightweight performance feel on a P.O.P. 1 platform with added stability that is crafted for efficient running.

Newton has added their Extended Medial Bridge (e.m.b) to the midsole to provide more functional support for runners requiring a greater surface area on the medial side due to overpronation or a flatter arch. Efficient runners will enjoy these as a regular training shoe and as a racing shoe. The Distance S III is also a great choice for runners seeking a shoe for short or mid-distance racing and weekly speed workouts.

Upper:

Lightweight, breathable mesh
Anatomical metatarsal stretch panels
Heel lace lock
Semi-flat lightweight laces
360 degree reflectivity

Midsole:

Action/ReactionTM technology in the midfoot and heel
Biomechanical metatarsal sensor plate
e.m.b.
High-rebound EVA
s.h.a.r.c in forefoot
High abrasion rubber outsole wedge on lateral heelMaterialRubber Synthetic Material 						",13649,15969.33,NEWTON Distance S III Men's Running Shoe,UK7;UK7.5;UK8;UK8.5;UK9;UK9.5;UK10;UK10.5;UK11;UK11.5;UK12,NEWTON,http://products.activinstinct.com/y2014/m03/418570/24271064-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
393771-20185-4,"
							The Saucony Grid Fastwitch 6 is a lightweight stability racing flat; light-weight and responsive for fast training days to fast race days. This, the new version of the shoe, features a newly designed FlexFilm upper to reduce the number of layers in the upper for a more flexible feel.

Featuring a light-weight, breathable mesh upper providing light-weight breathability. The Midsole features Saucony's Dual Density Super-light EVA, maximising rebound and durability while minimizing weight.

The Outsole features XT-900 carbon rubber outsole material, offering exceptional traction properties without sacrificing durability.MaterialRubber Synthetic Material 						",9199,10762.83,SAUCONY Fastwitch 6 Men's Running Shoes,UK7;UK7.5;UK8;UK8.5;UK9;UK9.5;UK10;UK10.5;UK11;UK11.5;UK12;UK13,SAUCONY,http://products.activinstinct.com/y2013/m11/393771/42371124-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
431180-T2A2N-9091,"
							A signature shoe in the maximum support category, the Asics Gel-Foundation 11 running shoe is the fifth generation of the GEL-Evolution. It's packed with features to support those with severe over pronation whilst remaining very light and flexible.

This, the 2E version of the shoe, has a wider upper and sole to allow the bones of the foot to spread, preventing discomfort around the toes.

The DuoMax Support System consists of a dual density midsole positioned to enhance support and stability. There is extra cushioning and durability from the Solyte Midsole material; a lighter midsole compound than the standard EVA and SpeEVA midsoles that feature on other shoes.

Forefoot GEL reduces the loading forces as the foot moves into propulsion, improving performance and minimising the risk of injury. Rearfoot GEL provides cushioning in all directions, absorbs impact forces and helps to stabilise the foot during heel contact. The GEL in the heel is left exposed in this case.

The Trusstic in the mid foot area provides stability whilst working in combination with the contoured midsole to help control torsion. AHAR+ on the outsole is placed in the heel to reduce wear and increase durability for those who do high mileage. Also the solid rubber outsole provides great longevity and durability.MaterialRubber Synthetic Material 						",10049,11757.33,ASICS Gel-Foundation 11 (2E) Men's Running Shoe,UK7;UK7.5;UK8;UK8.5;UK9;UK9.5;UK10;UK10.5;UK11;UK11.5;UK12;UK13,ASICS,http://products.activinstinct.com/y2014/m05/431180/22467545-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
430863-T4B0N-7405,"
							The Asics Gel Cumulus 16 G-TX running shoe is designed to provide runners with the optimal blend of cushioning and stability.

With rearfoot and forefoot GEL cushioning systems employed it attenuates shock during impact and toe-off phases allowing movement in multiple planes as the foot transitions through the gait cycle.

There is a Vertical flex groove that decouples the tooling along the line of progression for enhanced gait efficiency. The Guidance Trusstic system integrates guidance Line construction for enhanced gait efficiency while providing midfoot structural integrity.

The ComforDry Sockliner provides cushioning performance and anti-microbial properties for a cooler, drier and healthier environment.
Solyte is a proprietary cushioning material that provides an exceptionally lightweight midsole with excellent bounce-back and durability.

A top layer of injected Solyte provides a cushioned platform feel in the forefoot that result in gender specific cushioning.

The GORE-TEX upper provides waterproof and breathable protection during extreme weather conditions.MaterialGore-Tex Rubber Synthetic Material 						",12299,14389.83,ASICS Gel-Cumulus 16 G-TX Men's Running Shoes,UK7;UK7.5;UK8;UK8.5;UK9;UK9.5;UK10;UK10.5;UK11;UK11.5;UK12;UK13,ASICS,http://products.activinstinct.com/y2014/m05/430863/70974482-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
430824-T436N-3097,"
							The 16th version of the Gel-Nimbus showcases more of Asics pioneering technology. The classic, pioneering cushioning shoe offers the plushest ride.

This, the 2E version of the shoe, has a wider upper and sole to allow the bones of the foot to spread, preventing discomfort around the toes.

The Clutch Counter exoskeletal heel counter provides improved support and creates improved heel fitting environment.

The Impact Guidance System enhances the foot's natural gait from heel strike to toe-off improving the efficiency and comfort of your foot-strike and movement. With Guidance Line technology a vertical flex groove decouples the tooling along the line of progression for enhanced gait efficiency.

With rearfoot and forefoot GEL cushioning systems employed it attenuates shock during impact and toe-off phases allowing movement in multiple planes as the foot transitions through the gait cycle.

FluidRide is the latest evolution in Asics Midsole technology. It provides ultimate bounce back and cushioning characteristics while being lightweight still. FliudFit technology then combines technical meh that stretches in multiple directions with stretch elements to create a glove-like fit.

The Ortholite sockliner provides the optimum cushioning performance that creates a cooler, drier and healthier shoe environment. The use of a discrete eyelet improves upper fit whilst reducing possible irritation stage whilst asymmetrical lacing creates an anatomically correct lacing environment that reduces potential for irritation and provides improved comfort and fit.

The Solyte midsole is a proprietary cushioning material that provides an exceptionally lightweight midsole with excellent bounce-back and durability.

A Personal Heel Fit (PHF) combines 2 layers of memory foam lining the collar to mould to the athlete's heel, creating a personalised fit.MaterialRubber Synthetic Material 						",13199,15442.83,ASICS Gel-Nimbus 16 (2E) Men's Running Shoes,UK7;UK7.5;UK8;UK8.5;UK9;UK9.5;UK10;UK10.5;UK11;UK11.5;UK12;UK13,ASICS,http://products.activinstinct.com/y2014/m05/430824/64861904-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
410851-Z140100601,"
							The Kalani 3.0 was designed to meet the demands of the runner looking for the most comfortable, high-mileage neutral trainer. Extremely light and incredibly comfortable, this covers all the boundaries.

The internal construction of Barefit technology puts Zoot seamless technologies closest to the foot, for exceptional internal feel and long-distance comfort.

It utilises Z-bound technology in the midsole. This consists of a lightweight and resilient compound, responsible for the responsive ride. Z-bound has a very high-energy return and so the result is less weight and great response.

The CarbonSpan Plus shank is lighter, stronger, and tuned to your running. It provides a smooth powerful toe off in the way that plastic would fail to do so.

To add to all this, the Zoot Ultra Fit Upper is a compression-like upper used on all Zoot footwear, and this is no different. It gives the shoes an extremely comfortable fit that hugs your foot, meaning less clutter, a better fit, and more comfortable feet.

There is also asymmetrical lacing to work with the anatomy of the foot and wrap the arch securely in place.MaterialRubber Synthetic Material 						",9400,10998,ZOOT Ultra Kalani 3.0 Men's Running Shoe,UK7;UK7.5;UK8;UK8.5;UK9;UK9.5;UK10;UK10.5;UK11;UK12,ZOOT,http://products.activinstinct.com/y2014/m02/410851/99815248-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
346124-13007,"
							The Kalani 3.0 was designed to meet the demands of the runner looking for the most comfortable, high-mileage neutral trainer. Extremely light and incredibly comfortable, this covers all the boundaries.

The internal construction of Barefit technology puts Zoot seamless technologies closest to the foot, for exceptional internal feel and long-distance comfort.

It utilises Z-bound technology in the midsole. This consists of a lightweight and resilient compound, responsible for the responsive ride. Z-bound has a very high-energy return and so the result is less weight and great response.

The CarbonSpan Plus shank is lighter, stronger, and tuned to your running. It provides a smooth powerful toe off in the way that plastic would fail to do so.

To add to all this, the Zoot Ultra Fit Upper is a compression-like upper used on all Zoot footwear, and this is no different. It gives the shoes an extremely comfortable fit that hugs your foot, meaning less clutter, a better fit, and more comfortable feet.

There is also asymmetrical lacing to work with the anatomy of the foot and wrap the arch securely in place.MaterialRubber Synthetic Material 						",9400,10998,ZOOT Ultra Kalani 3.0 Men's Running Shoe,UK7;UK7.5;UK8;UK8.5;UK9;UK9.5;UK10;UK10.5;UK11;UK12,ZOOT,http://products.activinstinct.com/y2013/m03/346124/14059373-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
405188-MT1210CO,"
							Inspired by the legendary Leadville 100 race and built for the ultra-runner, the New Balance Leadville 1210 uses N2 cushioning, a REVlite midsole and a rugged Vibram outsole to keep runners comfortable while they test their limits.
The 1210 Trail features breathable synthetic/mesh upper and debris-free construction. With your feet in these shoes, they'll surely be happy trails.

Features:

8mm drop: due to variances created during the development and manufacturing processes, all references to 8mm drop are approximate
Debris free construction
Innovative REVlite midsole provides premium responsiveness and durability at a 30% lighter weight than other foams with comparable performance
Medial Post consists of higher-density compression-molded EVA, located on inside edge of shoe, to help prevent over-pronation
No-sew material application
Polyurethane insert adds an extra layer of stability and cushioning
Synthetic/Mesh upperMaterialMesh Rubber Synthetic 						",10499,12283.83,NEW BALANCE Leadville 1210 Men's Trail Running Shoe,UK7;UK7.5;UK8;UK8.5;UK9;UK9.5;UK10;UK10.5;UK11;UK12,NEW BALANCE,http://products.activinstinct.com/y2014/m01/405188/32414972-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
379226-M004113,"
							The Newton Energy NR Running Shoe is designed to meet the needs of runners who want to experience the unique technology platform and ride found only in Newton Running shoes. The Energy NR facilitates a seamless transition from more conventional running shoe brands into the Newton line. Runners who are new to the brand as well as loyal Newtonites will truly enjoy the lightweight and responsive ride that the Energy NR offers.

With Action/Reaction technology, you will immediately experience a highly responsive and engaging cushioning that protects and loses less energy with every step you take. You'll revel in the extra spring in your step! With a level to the ground profile and a unique biomechanical sensor plate, the foot can sense the ground quicker, allowing for a higher cadence making for a faster and more efficient running style.

Upper:
Comfortable/breathable air mesh with minimal support strapping overlays
3D reflective back tab

Midsole:
Action/Reaction technology in the midfoot
High-rebound EVA
Biomechanical metatarsal sensor plate
Accommodates most orthotics

OUTERSOLE
High-traction 5-lug forefoot pattern
High-density rubber in heel and toe area
Highly cushioned blown rubber midfoot podMaterialRubber Synthetic Material 						",10499,12283.83,NEWTON Energy NR Men's Running Shoes,UK7;UK7.5;UK8;UK8.5;UK9;UK9.5;UK10;UK10.5;UK11;UK12,NEWTON,http://products.activinstinct.com/y2013/m08/379226/74098534-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
434166-M1080RO4,"
							From heel to toe, the 1080v4 offers an unparalleled luxurious ride with the deluxe fit of a FantomFit upper in stylish designs. Add to that the stability of T-Beam and an asymmetrical heel counter along with the premium cushioning of N2 in the heel and N2 Burst in the forefoot for exceptional response with each toe off.

Features:

Blown rubber outsole
Synthetic/mesh upper
Abzorb Crash Pad
T-Beam
8mm drop
Fantom Fit
No-sew material applicationMaterialRubber 						",10949,12810.33,NEW BALANCE 1080v4 2E Men's Running Shoes,UK7;UK7.5;UK8;UK8.5;UK9;UK9.5;UK10;UK10.5;UK11;UK12,NEW BALANCE,http://products.activinstinct.com/y2014/m06/434166/85308124-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
427104-S20238-4,"
							The fifth edition of the Kinvara features a ProLock lacing system for the adaptable, dynamic midfoot fit. The collar has been redesigned for more comfort and the upper features a more durable mesh. Despite the upgrades, the shoe still only weighs slightly over 200g!

A minimalist approach to shoe design has brought about this excellent running shoe; lightweight and responsive, it aids the foot in moving through the gait cycle as smoothly as possible while offering an incredible fit.

There is Flexfilm technology in the upper to secure the foot on the platform throughout the gait cycle and a 4mm heel-to-toe offset encourages a more balanced running form.

Pro-Lock supportive straps on either side of the midfoot encase the foot to deliver an incredibly plush ride throughout.

This shoe features iBR Plus; a material that is over a third lighter than standard blow rubber and provides even more cushioning.

The midsole consists of high abrasion EVA; lightweight with excellent cushioning and durability.MaterialRubber 						",10949,12810.33,SAUCONY Kinvara 5 Men's Running Shoes,UK7;UK7.5;UK8;UK8.5;UK9;UK9.5;UK10;UK10.5;UK11;UK12,SAUCONY,http://products.activinstinct.com/y2014/m05/427104/39860121-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
394419-T3N3N-2101,"
							The Asics Gel Kayano is the legend of the running shoe with each year bringing a new evolution and the 20th version once again delivers an outstanding ride for the moderate over-pronator. As an IGS development the transition through the 3 phases of gait is very smooth and efficient with an enhanced upper fit and improved forefoot comfort.

This, the 2E version of the shoe, has a wider upper and sole to allow the bones of the foot to spread, preventing discomfort around the toes.

Features and Benefits:

The FluidRide is the latest evolution in Asics Midsole technology. It provides the ultimate in bounce back and cushioning characteristics while remaining light in weight.

The Impact Guidance System enhances the foot's natural gait from heel strike to toe-off improving the efficiency and comfort of your foot-strike and movement. With Guidance Line technology a vertical flex groove decouples the tooling along the line of progression for enhanced gait efficiency.

With rearfoot and forefoot GEL cushioning systems employed it attenuates shock during impact and toe-off phases allowing movement in multiple planes as the foot transitions through the gait cycle.

The ComforDry sockliner provides the optimum cushioning performance that creates a cooler, drier and healthier shoe environment. The use of a discrete eyelet improves upper fit whilst reducing possible irritation stage whilst asymmetrical lacing creates an anatomically correct lacing environment that reduces potential for irritation and provides improved comfort and fit.

The Solyte midsole is a proprietary cushioning material that provides an exceptionally lightweight midsole with excellent bounce-back and durability. DuoMax is an ASICS proprietary system consisting of two or more different density midsole materials, designed to help correct the degree and velocity of pronation.

The lightweight heel counter on the outside of the upper provides improved support and fitting around the heel, while Biomorphic fit in the upper utilises stretchy material to reduce bunching, which can lead to blisters and irritation, when the shoe moves.MaterialRubber Synthetic 						",10999,12868.83,ASICS Gel-Kayano 20 (2E) Men's Running Shoes,UK7;UK7.5;UK8;UK8.5;UK9;UK9.5;UK10;UK10.5;UK11;UK12,ASICS,http://products.activinstinct.com/y2013/m11/394419/34502176-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
374706-NWT033313,"
							The Newton MV3 Lightweight Performance Racer Running Shoe weighs mere 5.4 ounces and is the lightest Newton Running shoe ever produced. Ultra-lightweight and designed for speed, the MV3 is a racing shoe with a zero-drop profile. It's designed for short- or mid-distance racing and weekly speed workouts.

Note that the MV3 is designed for a race fit. If you are a Newton Running customer and are looking for a snug fit in both length and width, stay with your current size. If you are looking for a comfortable, everyday fit, you may want to go up a half size over your current Newton Running shoe size.

With Action/Reaction technology, you will immediately experience a highly responsive and engaging cushioning that protects and loses less energy with every step you take. You'll revel in the extra spring in your step! With a level to the ground profile and a unique biomechanical sensor plate, the foot can sense the ground quicker, allowing for a higher cadence making for a faster and more efficient running style.

Upper:

Updated Ultra-light highly-breathable, fast-drying mesh
Seamless anatomical support strapping
Asymmetrical lacing system
Enlarged toebox
TPU toe cap with more generous toebox

Midsole:

Second generation Action/ReactionTM technology in the midfoot
Biomechanical metatarsal sensor plate
High-rebound EVA
Met-flex enhanced midfoot flexibility
ETC anti-friction, antibacterial sock liner
Water drainage system
Optional 3mm lift included
Widened midfoot and filled toe area for greater stability

Outsole:

High-traction 5-lug midfoot pattern
High-density rubber in heel and toeMaterialRubber Synthetic Material 						",11399,13336.83,NEWTON MV3 Lightweight Performance Racer Men's Running Shoe,UK7;UK7.5;UK8;UK8.5;UK9;UK9.5;UK10;UK10.5;UK11;UK12,NEWTON,http://products.activinstinct.com/y2013/m08/374706/18690320-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
421491-301080022 BLYG,"
							Discover brilliant sensation with the dynamic Rapa Nui 2 Trail, the high performance trail shoe.

This is a stable shoe with optimum grip for pleasure and protection wherever you chose to run. There is a lightness; with a unique rolling motion that gives this shoe exceptional energy. The shoe is responsive, powerful and accurate for unrivalled performance.

A unique rolling motion delivers superior underfoot performance. A 50% rockering profile provides a smooth, energy efficient stride transition from the heel strike to the push off. It is this progressive motion that propels you forward with each and every strike of the foot.

Features:

4mm lugs
Full ground contact design
Breathable, anti-debris mesh
Seamless construction
Quick Lace system
Extended for adaptable fit
Elastic band to secure laces
Traditional laces in the boxMaterialRubber Synthetic 						",11849,13863.33,HOKA Rapa Nui 2 Trail Men's Trail Running Shoes,UK7;UK7.5;UK8;UK8.5;UK9;UK9.5;UK10;UK10.5;UK11;UK12,HOKA,http://products.activinstinct.com/y2014/m04/421491/35171625-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
403085-1101222E841,"
							Sturdy and supportive, these leading Control shoes are the perfect blend of comfort and stability.

The Segmented Crash Pad delivers flexibility underfoot without sacrificing assurance; a midsole stability web brings more integrity to the foam without added weight; and full-length Brooks DNA delivers adaptable cushioning to every unique stride. Truly the shoe of shoes, the new and improved Beast is simply divine.

This has a wider fit than the standard version of the shoe.MaterialMesh Rubber Synthetic 						",11849,13863.33,BROOKS Beast 12 (Width 2E) Men's Running Shoe,UK7;UK7.5;UK8;UK8.5;UK9;UK9.5;UK10;UK10.5;UK11;UK12;UK13;UK14;UK15,BROOKS,http://products.activinstinct.com/y2014/m01/403085/76632739-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
394452-T3P3N-5905,"
							A shoe designed to deliver structured cushioning to serious runners.

The Impact Guidance System enhances the foot's natural gait from heel strike to toe-off improving the efficiency and comfort of your foot-strike and movement. With Guidance Line technology a vertical flex groove decouples the tooling along the line of progression for enhanced gait efficiency.

The Guidance Trusstic integrates Guidance Line construction for enhanced gait efficiency while providing midfoot structural integrity.

With rearfoot and forefoot GEL cushioning systems employed it attenuates shock during impact and toe-off phases allowing movement in multiple planes as the foot transitions through the gait cycle.

The FluidRide is the latest evolution in Asics Midsole technology. It provides the ultimate in bounce back and cushioning characteristics while remaining light in weight.

DuoMax is an ASICS proprietary system consisting of two or more different density midsole materials, designed to help correct the degree and velocity of pronation.

The ComforDry sockliner provides the optimum cushioning performance that creates a cooler, drier and healthier shoe environment. It also has a Clutch Counter exoskelatal heel to provide improved support and a better fitting heel.MaterialRubber Synthetic 						",7900,9243,ASICS GT-2000 2 Men's Running Shoes,UK7;UK7.5;UK8;UK8.5;UK9;UK9.5;UK10;UK10.5;UK11;UK12;UK14;UK15;UK16,ASICS,http://products.activinstinct.com/y2013/m11/394452/27302988-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
428745-S20241-3,"
							The Ride 7 is lighter than its predecessor by 14grams and features a redesigned outsole for better durability and cushioning. Welded overlays create a seamless feel, and a highly breathable open air mesh keeps your feet cool and comfortable.

PowerGrid provides for even smoother transitions with less weight, and the forefoot has been redesigned with vertical flex grooves and more ground contact iBR+ for enhanced responsiveness.

RUNDRY collar lining and interior wicks away moisture ensuring you stay comfortable in difficult conditions.

ComfortLite sockliner ensures enhanced levels of comfort throughout providing next-to-skin comfort and maximizing wicking.

The plastic midfoot shank from previous versions has been removed for better flexibility and reduced weight.

The SRC (Super Rebound Cushioning) Impact Zone provides shock attenuation and sets the foot up for a smooth transition.

Lightweight, flexible Blown Rubber provides added cushioning in the outsole while maintaining durability and a smooth ride. The XT-900 carbon rubber outsole material offers exceptional traction properties without sacrificing durability.MaterialRubber 						",10949,12810.33,SAUCONY Ride 7 Running Shoe,UK7;UK7.5;UK8;UK8.5;UK9;UK9.5;UK10;UK10.5;UK11.5,SAUCONY,http://products.activinstinct.com/y2014/m05/428745/45161158-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
397017-J1GC144027,"
							Supportive, smooth and harmonious, the Paradox makes running fun for runners who need high levels of stability.

Mizuno have used biomechanical research to determine the difference between male and female gaits. As a result, the midsole and outsole have been engineered specifically for their respective gender to improve ride, comfort and performance.

U4ic is a new type of midsole. It runs and rides the same comfort and performance as ap+ and other premium midsoles, but is considerably lighter, leaving you to run easier.

Mizuno Wave technology provides cushioning and stability that can be adapted for different types of runners.

A removable ortholite insock provides even more premium comfort, cushioning and durability.

The Dynamotion Fit uses biomechanic and motion picture technology to design a blueprint and develop a shoe that works with your foot through the gait cycle. Smooth Ride engineering minimises the rapid rates of acceleration and deceleration of the foot during transition, creating as smooth a ride as possible.

Mizuno Intercool is a full-length midsole ventilation system that reduces the heat and humidity that can build up inside the shoe. Using X10, incredibly durable carbon rubber, allows for longer wear in high impact areas and supplements traction at the heel strike.MaterialRubber Synthetic Material 						",10099,11815.83,MIZUNO Wave Paradox Men's Running Shoes,UK7;UK7.5;UK8;UK8.5;UK9;UK9.5;UK10;UK10.5;UK11.5;UK12,MIZUNO,http://products.activinstinct.com/y2013/m12/397017/15038409-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
410247-4-20926P55,"
							Excel yourself on the most demanding trails with the high performance Vapour Light Claw shoe.

Designed for single track trail grip and security underfoot in a light, breathable package ideal for fast challenging multi-sport activities. Part of our Vapour Light range, this shoe has been tested for the harsh and demanding environments of the Dragons Back race.

Features:

Constructed with Limpet compression stretch panels in the flex zone and a modified EHS system for superb foot holding
You will stay on track with the high profile, edgy and omni-directional out sole featuring a Terracious Grip rubber compound and OPTI-STUD technologyMaterialRubber Synthetic 						",7999,9358.83,BERGHAUS Men's Vapour Claw Trail Running Shoe,UK7;UK7.5;UK8;UK8.5;UK9;UK9.5;UK10;UK11,BERGHAUS,http://products.activinstinct.com/y2014/m02/410247/96523730-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
430397-T412N-3250,"
							The GEL-LYTE33, in its third edition, offers protection, flexibility, comfort and support in a more natural, stripped-back shoe. Made with serious runners in mind, it has been designed to work with your foot, enhancing natural motion at every point in the stride.

It now features Fluid Axis Technology, allowing for a more natural motion of the foot by letting the subtalar joint rotate around its axis. There is also visible rearfoot gel cushioning.

New to the shoe is the Asymmetrical Dual-Density midsole. A soft top layer of EVA creates comfort and cushioning. The midsole layer underneath is placed on the medial side and has a higher density of Solyte material for extra stability and responsiveness.MaterialRubber Synthetic Material 						",10499,12283.83,ASICS Gel-Lyte33 3 Men's Running Shoes,UK7;UK7.5;UK8;UK8.5;UK9;UK9.5;UK10;UK11;UK11.5;UK12,ASICS,http://products.activinstinct.com/y2014/m05/430397/32490979-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
