SKU,Description,CP,SP,productname,Brand,Size,imgurl,Stock
223971-TRI002,"
							igoal products are inflatable goalposts that can be erected and brought down again in a matter of seconds. This means that they are most easily portable goals available and can be folded up and put back in their bag with incredible ease.

The igoal comes with its own net pre-attached. It comes with its own pump that will inflate the goal in seconds and everything can be folded away and stored in its own carry bag.

For a portable goal, this is an incredibly efficient and simple design, and yet one that makes for fantastic results.

This goal is smaller than professional, full size dimensions; good for seven-a-side games and alike.

PLEASE NOTE: This is for one goal only.						",22499,26323.83,IGOAL Inflatable Goalposts (12' x 6'),IGOAL,,"http://products.activinstinct.com/y2011/m04/223971/92979033-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
223964-TRI004,"
							igoal products are inflatable goalposts that can be erected and brought down again in a matter of seconds. This means that they are most easily portable goals available and can be folded up and put back in their bag with incredible ease.

The igoal comes with its own net pre-attached. It comes with its own pump that will inflate the goal in seconds and everything can be folded away and stored in its own carry bag.

For a portable goal, this is an incredibly efficient and simple design, and yet one that makes for fantastic results.

This goal is smaller than professional, full size dimensions; good for seven-a-side games and alike.

PLEASE NOTE: This is for one goal only.						",27499,32173.83,IGOAL Inflatable Goalposts (16' x 7'),IGOAL,,"http://products.activinstinct.com/y2011/m04/223964/36487235-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
223962-TRI005,"
							igoal products are inflatable goalposts that can be erected and brought down again in a matter of seconds. This means that they are most easily portable goals available and can be folded up and put back in their bag with incredible ease.

The igoal comes with its own net pre-attached. It comes with its own pump that will inflate the goal in seconds and everything can be folded away and stored in its own carry bag.

For a portable goal, this is an incredibly efficient and simple design, and yet one that makes for fantastic results.

This goal is just slightly smaller than professional, full size dimensions.

PLEASE NOTE: This is for one goal only.						",41499,48553.83,IGOAL Inflatable Goalposts (21' x 7'),IGOAL,,"http://products.activinstinct.com/y2011/m04/223962/38648022-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
223960-TRI006,"
							igoal products are inflatable goalposts that can be erected and brought down again in a matter of seconds. This means that they are most easily portable goals available and can be folded up and put back in their bag with incredible ease.

The igoal comes with its own net pre-attached. It comes with its own pump that will inflate the goal in seconds and everything can be folded away and stored in its own carry bag.

For a portable goal, this is an incredibly efficient and simple design, and yet one that makes for fantastic results.

This goal is of professional, full size dimensions.

PLEASE NOTE: This is for one goal only.						",48999,57328.83,IGOAL Inflatable Goalpost (24' x 8'),IGOAL,,"http://products.activinstinct.com/y2011/m04/223960/39592262-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
258044--,"
							Using the same patented unique rigid air technology as IGOAL the newly launched ILITE offers easy to use portable floodlighting. With no need for any bulky or heavy wiring or generators, this can be simply carried in its bag to where you need it thanks to its lightweight nature. You can even use the hand held lighting house as a torch to guide your way.

The IP66 protected LED unit is designed for greater durability and reliability, giving more light coverage than a 300W halogen floodlight, while working off re-chargeable low 12 volt system that gives over 3 hours use from the fully charged battery. Four, preferably six units, will be more than enough to illuminate a 60m x 40m mini football pitch, or pitches of a similar size. Whether it be for football, rugby, hockey or netball, add some vision to your game.


Suitable for use by emergency services, construction industry and sports sector
LEDs are also environmentally friendly and non-toxic.


Light Engine: OSRAM HPML AD (LED)
Typical lumens: 2,400lm (stable lumen output under the operation of a re-chargeable battery)
Power: 40W
CCT: 6500K
Long Lifetime: &gt;20,000 hours
IP Rating: IP66 (self-contained housing and heat sink; no extra protection required)


Total Weight: 12 kgs
Height Floor to top of light: 3.5 metres
Lightweight Housing Unit: Aluminium Heat Sink and Polycarbonate (PC) cover
Battery: 12v D/C 14 a/h dry lead acid

Pack Includes:

1 x HPMLAD Ilite module
1 x Inflatable stanchion
1 x ILITE Carry Bag
1 x HPML AD Ilite module Protector Cover (Inflated Pocket)
1 x Pump and pump hose
1 x Battery Cable
1 x 14ah 12V Lead Acid Sealed Battery
1 x Battery Charger
1 x Universal Plug
1 x Battery Bag
3 x Ground Pegs
1 Set Guide Lines and Ground Pegs
3 x Sand Bags						",41499,48553.83,ILITE Inflatable Floodlight,ILITE,,"http://products.activinstinct.com/y2011/m11/258044/45831658-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
20739-BB7004,"
							The Max Fluo is designed to deliver top performance in all conditions, especially on poor quality pitches.

The tough yet soft PU outer and the Mitre pro 4-way-lining system makes this is a truly top performance matchball, now available in the fluo option for poor light and visibility conditions.						",4299,5029.83,MITRE Max Fluo 26P Football ,MITRE,,"http://products.activinstinct.com/y2008/m12/20739/96272950-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
238187-H4006,"
							Bag bottle carrier with 8 insulated water bottles (70cl). This bag comes with specific insulated water bottles designed to keep the water fresh. The lid of the bottle is also designed to allow the water top flow quicker than any other conventional bottles. This bag got a double zipper opening system and twin carry handle and velcro strap.

Size - 40 x 25 x 28cmMaterialPolyester 						",4999,5848.83,MITRE Bag & Insulated Bottle Set,MITRE,,"http://products.activinstinct.com/y2011/m08/238187/49373968-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
350304-BB8003WNI,"
							The Pro Max is a highly durable matchball with many of the performance features of the Ultimax, specifically designed for those who require top performance on both grass and astro turf.

Using Mitre's 4-way-lining system to deliver maximum power and made with a special high abrasion Japanese PU the Pro Max is a truly durable performer.						",5499,6433.83,MITRE Pro Max Football,MITRE,,"http://products.activinstinct.com/y2013/m03/350304/43862786-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
20926-A3050,,7499,8773.83,MITRE Easy Fold Goal 6x8 ,MITRE,,"http://products.activinstinct.com/y2008/m12/20926/20926-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
350302-BB8002WNF,"
							The legendary and original microfibre professional matchball. The Ultimax has earned its reputation over the years on football pitches around the world.

The first ever ball to be recorded at 100mph, the Ultimax with its power and control is a product of modern materials combined with the knowledge and heritage of Mitre's one hundred years of football manufacture. It features Mitre's 26 panel pattern and 4 way balanced lining system.						",7999,9358.83,MITRE Ultimax Football,MITRE,,"http://products.activinstinct.com/y2013/m03/350302/73714854-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
275862-252,"
							Designed to help prevent back injuries during lifting and strenuous activity, this support features adjustable suspenders to allow for comfortable all day wear, with easy access to support when needed. This versatile and lightweight support is easy to apply and remove.

The flexible stays make for support of lower back and the breathable mesh fabric with elastic tension bands allows for firm adjustable tension. The quick and easy to use closures make this support fully adjustable for all day comfort. The adjustable suspenders can also be removed from support if desired.MaterialSteel Breathable Elastic Neoprene Blend Textile 						",5499,6433.83,MUELLER Back Support with Braces,MUELLER,,"http://products.activinstinct.com/y2012/m02/275862/85192036-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
25069-255,"
							This premium back brace helps relieve lower back pain from strains, sprains and muscle spasms. Double layer design allows for custom fit and adjustable compression to abdomen and lower back.

Helps provide relief from injuries and strenuous activity to keep you active. Breathable fabric for comfortable all-day wear. The removable lumbar pad cushions and compresses the lower back for concentrated support. Extra stability is provided from flexible steel supports along the spine.

The internal moulded plastic component eliminates brace rolling or bunching, and it is Custom fit with dual, outer elastic tension straps. Black - Fits waist sizes 28"""" - 50"""" (71cm - 127 cm).MaterialNeoprene Blend Textile 						",6299,7369.83,MUELLER Lumbar Back Brace With Removable Pad ,MUELLER,,"http://products.activinstinct.com/y2008/m12/25069/25069-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
28863-TR572,"
							Sharpen up your speed work with this agility ladder. The rungs are approximately 15 inches apart which makes this ladder great for fitness work, improving you explosive speed, agility and footwork; either way you'll be putting your squad through their paces.						",5499,6433.83,PRECISION TRAINING 8m Speed Agility Ladders,PRECISION,,"http://products.activinstinct.com/y2009/m06/28863/28863-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
427727-TR058,"
							Goalkeeping pants that feature padding on the hips, lower back and knees. There is also a brushed inside and elasticated waist for a great fit, as well as good freedom of movement. These are combined with a top the features padding on the shoulder, elbows and waist, with vented underarms and central back panel.MaterialPolyester Fabric 						",6499,7603.83,PRECISION GK Padded All In One 3/4 Junior Suit,PRECISION,,"http://products.activinstinct.com/y2014/m05/427727/87356160-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
223940-TR520,"
							These nylon mesh goals are perfect for small, recreational matches as well as training sessions and finishing practice.

Easy to assemble and collapse, both goals fit into a small and lightweight carry bag. There are ground anchor pegs to keep the goals stable during use. A brilliant and versatile training device.						",6499,7603.83,PRECISION TRAINING Pop-up Goals (180cm x 110cm),PRECISION,,"http://products.activinstinct.com/y2011/m04/223940/86074783-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
224197-TR730,"
							This straight line speed device aids with increasing sprinting power. The resistance created by the sled at the back, attached to a heavy-duty harness that you wear, forces the muscles in your legs, particularly your quads, to work harder to get up to full speed.

Stronger legs will lead to greater explosive power, so quicker sprints and improved acceleration.						",6499,7603.83,PRECISION TRAINING Speed Sled,PRECISION,,"http://products.activinstinct.com/y2011/m04/224197/59500902-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
28849-TR570,"
							This set of 12 poles is brilliant for coaching and exercise drills for movement and agility; ball work can also be incorporated to add an extra dimension.

The poles can be put straight into the ground with the spike at the base, or alternatively the spike can be unscrewed off and the pole can be attached to a base.

1.7m high Boundary Poles to help develop lateral manoeuvring, while the height insures the athlete's entire body makes the manoeuvre.

Supplied with a bag.						",6499,7603.83,PRECISION TRAINING 1.7m Boundary Poles,PRECISION,,"http://products.activinstinct.com/y2009/m06/28849/28849-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
28794-TR564,"
							These hurdles are a brilliant piece of apparatus for a variety of training drills or exercises; particularly as part of circuit training.

This Set of 6 adjustable step training hurdles ranges from 6"" to 12"". Great for fitness, as well as building up explosive power in the legs so you can out jump opponents on a regular basis.						",6999,8188.83,"PRECISION TRAINING 6-12"" Adjustable Hurdles",PRECISION,,"http://products.activinstinct.com/y2009/m06/28794/28794-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
28858-TR761,"
							Any player or team with aspirations of playing good football and having a degree of success has to have the basics mastered; and one of those essentials skills is passing. These arcs are a great way of practicing and improving the accuracy of your short range passing.

This set is made up of six passing arcs, for passing drills and practice. Removable feet and spikes enable indoor and outdoor usage.

Supplied in a bag.						",6999,8188.83,PRECISION TRAINING Indoor-Outdoor Passing Arcs (Set of 6),PRECISION,,"http://products.activinstinct.com/y2009/m06/28858/28858-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
224193-TR950,"
							Without a decent first touch, players will struggle with most other facets of their game. A good and trusted first touch means you can think about what to do next, before you even receive the ball and keep your sides playing on the move.

This net, like a mini tennis court is ideal for kick-ups with teams on the either side. This will help improve that all important first touch and your general control. You can set yourself rules, such as only using your head, your weaker foot, or having to pass to a team mate before you send the ball back over.

This net comes with adjustable poles and is supplied in its own bag.						",6999,8188.83,PRECISION TRAINING Senior Head Tennis Net,PRECISION,,"http://products.activinstinct.com/y2011/m04/224193/56408851-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
224184-TR783,"
							Save yourself the trouble of picking them back up after your players have knocked them over with these beautifully designed hurdles. The curved base means that should they be knocked over, they'll roll back to their upright position.

This set is made up of three hurdles, all 100cm wide, and are supplied in their own bag. Made from heavy-duty PVC, they fold flat for easy transportation.						",7499,8773.83,PRECISION TRAINING Bounce Back Hurdles 30cm,PRECISION,,"http://products.activinstinct.com/y2011/m04/224184/58869845-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
28843-TR582,"
							This set of 12 poles is brilliant for coaching and exercise drills for movement and agility; ball work can also be incorporated to add an extra dimension.

The poles can be put straight into the ground with the spike at the base, or alternatively the spike can be unscrewed off and the pole can be attached to a base.

1.7m high Boundary Poles to help develop lateral manoeuvring, while the height insures the athlete's entire body makes the manoeuvre.

Supplied with a bag.						",7499,8773.83,PRECISION TRAINING Flexi Boundary Poles (Set of 12),PRECISION,,"http://products.activinstinct.com/y2009/m06/28843/28843-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
224182-TR784,"
							Save yourself the trouble of picking them back up after your players have knocked them over with these beautifully designed hurdles. The curved base means that should they be knocked over, they'll roll back to their upright position.

This set is made up of three hurdles, all 100cm wide, and are supplied in their own bag. Made from heavy-duty PVC, they fold flat for easy transportation.						",7699,9007.83,PRECISION TRAINING Bounce Back Hurdles 40cm,PRECISION,,"http://products.activinstinct.com/y2011/m04/224182/32234038-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
224178-TR786,"
							Save yourself the trouble of picking them back up after your players have knocked them over with these beautifully designed hurdles. The curved base means that should they be knocked over, they'll roll back to their upright position.

This set is made up of three hurdles, all 100cm wide, and are supplied in their own bag. Made from heavy-duty PVC, they fold flat for easy transportation.						",8099,9475.83,PRECISION TRAINING Bounce Back Hurdles 60cm,PRECISION,,"http://products.activinstinct.com/y2011/m04/224178/39062329-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
28815-TR716,"
							Cover all the boundaries and ensure your team is as fit and as prepared as possible, with a brilliant selection of training equipment. Any combination of ball work, fitness work and plyometric exercises can be incorporated. You can do one at a time, or create a whole circuit of drills to do one after the other in short bursts.

Kit contains:

3 x 9"" hurdles
3 x 6"" hurdles
2 x 2m ladders
12 x 9"" collapsible cones
Supplied in a bag

						",9499,11113.83,PRECISION TRAINING Junior Speed Agility Kit,PRECISION,,"http://products.activinstinct.com/y2009/m06/28815/28815-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
28854-TR726,"
							Perfect you dead ball accuracy with this brilliant piece of training apparatus. It's all very well practising free-kicks when there is only the keeper to beat, but this wall helps re-create a more realistic scenario. You'll have to get the right curl and dip on the ball to get it up and over, but still under the bar.

The wall consists of 6 two-piece spring loaded boundary poles and three mesh nets to represent a three-man wall. It's stable in all conditions and comes with its own carry bag						",10499,12283.83,PRECISION TRAINING Folding Free Kick Man Kit,PRECISION,,"http://products.activinstinct.com/y2009/m06/28854/28854-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
28853-TR727,"
							Perfect you dead ball accuracy with this brilliant piece of training apparatus. It's all very well practising free-kicks when there is only the keeper to beat, but this wall helps re-create a more realistic scenario. You'll have to get the right curl and dip on the ball to get it up and over, but still under the bar.

These three mannequins are constructed using a tubular frame, with a moulded chest panel, and can be moved and adjusted independently.

Comes with its own carry bag.						",16499,19303.83,PRECISION TRAINING Free Kick Mannequins (Set of 3),PRECISION,,"http://products.activinstinct.com/y2009/m06/28853/28853-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
28902-TR125,,16499,19303.83,PRECISION TRAINING 24' x 8' 4mm Knotless Polyethylene Net (Pair),PRECISION,,"http://products.activinstinct.com/y2009/m06/28902/28902-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
226937-QN-2-87,"
							Quad-Netz is a selection of different modular net systems that allows you to practice up to four of the most popular participation sports in your own garden using one single product. Each set is easy to assemble, and once set up can be altered for different sport just as easily.

Regardless of your favourite sport, you can find the set up that suits you. Quad-Netz poles are manufactured from 1 1/4 inch Powder Coated Steel for added weather resistance and durability. All in all, a set is a versatile, sturdy, easy-to-use, durable piece of equipment that can adapt to different interests and environments.

Quad-Netz 2 can be used as either a football goal or rugby conversion posts. The rugby part of the set is supplied with convenient netting to run between the uprights; this ensures the ball is always readily available for continued practice.

Rugby uprights are 6' (183cm) in length and are provided with guide lines for increased stability and flags to enable the player to judge wind direction. The connectors are manufactured from high impact ABS and manufactured with additional corner reinforcement to ensure fantastic durability.

Adult Size: 8' (244cm) x 7' (213cm)

Contents:

Football goal posts set
Football goal net *6' Rugby Posts set
Conversion net *Flags
Guide Lines and Ground Stakes
Ground peg set
Velcro straps for netting.
Rugby Kicking Tee						",9499,11113.83,QUAD-NETZ 2 Football Goal with Rugby Conversion Posts (8ft x 7ft System),QUAD-NETZ,,"http://products.activinstinct.com/y2011/m05/226937/31607666-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
226943-QN-2+-75,"
							Quad-Netz is a selection of different modular net systems that allows you to practice up to four of the most popular participation sports in your own garden using one single product. Each set is easy to assemble, and once set up can be altered for different sport just as easily. Regardless of your favourite sport, you can find the set up that suits you. Q

uad-Netz poles are manufactured from 1 1/4 inch Powder Coated Steel for added weather resistance and durability. All in all, a set is a versatile, sturdy, easy-to-use, durable piece of equipment that can adapt to different interests and environments. Quad-Netz 2+ can be used as either a football goal or cricket nets, offering all year round sporting activity. Just like Pro and Club players, nets are an essential piece of kit for cricket practise.

This kit enables you to practise both bowling and batting without having to worry about damaging your own garden or your neighbours. Keep everything under control as you improve your game. Cricket nets are the same height as the goal mouth and have two 6' (183cm) side panels, making the total enclosed length 12' (366cm) - excluding the rear of the goal.

The Adult Size cricket nets are even more equipped as they come supplied with a net ""roof"" to totally enclose the batting player and give the set a total professional feel. The connectors are manufactured from high impact ABS and manufactured with additional corner reinforcement to ensure fantastic durability.

Intermediate Size: 7' (213cm) x 5' (152cm)

Contents:

Football goal posts set
Football goal net
Cricket net posts set
Cricket net set
Guide Lines and Ground Stakes
Ground peg set
Velcro straps for netting
Training Cricket Ball						",21499,25153.83,QUAD-NETZ 2+ Football Goal with Cricket Nets (7ft x 5ft System),QUAD-NETZ,,"http://products.activinstinct.com/y2011/m05/226943/42658129-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
223954-FB388,,10499,12283.83,SAMBA SPORTS Target Goals (4' x 2'),SAMBA,,"http://products.activinstinct.com/y2011/m04/223954/12132430-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
223950-FBG102,"
							A brilliant goal for training and five-a-side matches, smaller training drills and practice, or even for use in the garden.

The 68mm diameter posts are 100% locking at all parts, and the goal comes with net, net clips and four ground anchors. The areas for the ground anchors are clearly defined and the simplicity of the design makes assembling it an incredibly easy process.

Add some proper dimensions to your game with very little fuss.						",11499,13453.83,SAMBA SPORTS Match Goal (8' x 4'),SAMBA,,"http://products.activinstinct.com/y2011/m04/223950/35680927-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
223946-FBG100,"
							This goal has been redesigned to meet FA requirements for Mini Soccer. The 68mm diameter tubing is 100% locking on all parts and comes with net, net clips, five ground anchors and a carry bag.

The 58"" runback helps ensure the goal's stability in use and there are clear markings where the ground anchors should be fitted.

This is a freestanding, maintenance free goal that requires zero assembly tools. Add some proper dimensions to your game with very little fuss.						",18999,22228.83,SAMBA SPORTS Match Goal (12' x 6'),SAMBA,,"http://products.activinstinct.com/y2011/m04/223946/86429741-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
289080--,"
							GO L-Carnitine was originally conceived as training development nutrition for the elite cyclists and teams that use Science in Sport products. It rapidly became the choice of elite athletes, with professional cyclists using them to help win some of the toughest cycle races on the planet. The large demand from all levels of sportspeople ensured it was added it to the Science in Sport range.

Each GO L-Carnitine contains 1g of carnitine (roughly the equivalent to the amount in 1kg of steak), and uses Science in Sport gel technology in conjunction with an innovative nutrient environment. This helps aid signalling and helps optimise the carnitine effect, while the tablet also includes potent anti-oxidants and a great taste.

Carnitine performs a number of important roles in the body. It is necessary for the movement of free fatty acids for fat burning in mitochondria, has a long history of use by endurance athletes and is an important nutrient, so much so that it is compulsory in infant formula.

Nutritional information:
Energy 328kj/77kcal, Protein 0g, Carbohydrate 19.3g - of which sugars 0.7g, Fat 0g, Saturates 0g, Fibre 0.1g, Sodium 0.1gMaterialWater Maltodextrin Citric Acid Sodium Chloride Sodium Citrate Xanthan Gum Ascorbic Acid Natural Flavouring Sweetener Gellan Gum Sodium Benzonate Potassium Sorbate L-Carnitine Choline Bitartate Alpha Lipoic Acid 						",5910,6914.7,SCIENCE IN SPORT Go Gel with L-Carnitine 30 x 60ml,SCIENCE,,"http://products.activinstinct.com/y2012/m05/289080/26659643-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
387683-022366,"
							This product was developed to give your body a helping hand to cope with the additional stress of strenuous exercise. Unlike high calorie protein and carbohydrate replenishment products which you consume after exercise to aid recovery and rebuild muscle, this product aims to reduce unnecessary total body inflammation during strenuous exercise.

The product contains Fruitflow which is a tomato extract containing naturally occurring tomato compounds which can beneficially interact with blood platelets. Supported by human clinical trials Fruitflow is the first natural ingredient with a scientifically approved health claim to contribute to healthy blood flow.

In order to improve you need to train hard. The frequency and quality of your training is reliant on how quickly you can recover from the damage and inflammation caused by training and competing. Shorter recovery times mean that you can train harder or compete faster next time.

The pain you feel during recovery is from muscle inflammation, which is good as this is part of the adaptation process, however intense training over-stimulates blood platelets which can cause additional and unnecessary inflammatory stress throughout your body. SiS REGO + Fruitflow gel will help reduce over-stimulation of blood platelets during intense exercise, reducing inflammation, which in turn can shorten recovery times.

Nutritional Information (Typical values per 60ml serving):

Energy: 55.6kj/13.6kcal
Protein: 0.39g
Carbohydrate: 3.0g
of which sugars: 3.0g
Fat: 0.0g
of which saturates: 0.0g
Fibre: 0.1g
Sodium: 0.04g
Fruitflow: 3.0g
Folic Acid: 200ug (100% RDA)MaterialCitric Acid Wheat Protein Sodium 						",7683,8989.11,SCIENCE IN SPORT REGO + Fruitflow Energy Gel (Box of 30),SCIENCE,,"http://products.activinstinct.com/y2013/m10/387683/95812698-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
246804-B61033111,"
							The Skins A200 range is the evolution of the pioneering Original collection. Built on SKINS? scientifically proven engineered gradient compression, the SKINS A200 Thermal Tights feature muscle wrapping support for stronger support that provides heightened performance. This garment is designed for those that are passionate about being active whether it running, playing team sports or hitting the gym.

GRADIENT COMPRESSION: SKINS gradient compression has been engineered to provide the correct level of surface pressure to specific body parts, enhancing circulation and delivering more oxygen to active muscles. Increased circulation also helps eliminate lactic acid build up and other metabolic wastes so you can go harder for longer and recover faster.

FOCUS: SKINS wrap and support key muscle groups which reduces vibration and helps maintain muscle alignment. The seams on SKINS are strategically placed to act as 'anchor points' offering focused support and stability.

The fabric in skins is warp knitted using multiple fine quality yarns to giver superior performance. Warp knit fabrics have no natural stretch - instead, the spandex mix ensures specific levels of elasticity and perfectly controlled compression. Some other compression brand use circular kit which has a natural stretch, making it hard to maintain the correct level of compression. Circular knit fabrics are also less durable and likely to run if snagged.

Warp knit construction has a 'float line' between loops to aid moisture management. Multiple yarns are used for added strength and to eliminate running if the fabric is torn.

The SKINS logo features more prominently along with a higher density signature SKINS contrast stitching. In addition features moisture wicking, temperature management and 50+ UV protection.

The Skins A200 Series collection for women was designed by women for women so the garments feature flattering lines to give you a sleek silhouette as well as this season?s hottest colours.MaterialNylon 85%Spandex 15%						",8299,9709.83,SKINS A200 Ladies Thermal Tights,SKINS,,"http://products.activinstinct.com/y2011/m09/246804/51825417-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
427961-SSZSC,"
							The SKLZ Speed Chute allows you to maximize acceleration and top end speed through progressive resistance and overspeed training. The Speed Chute features a quick-release buckle for that mid-stride, shot- out-of-the- cannon sensation. The resistance allows you to improve stride length and frequency.

Features:

Maximize acceleration and top running speed through resistance and overspeed training
360 degree rotation belt with free motion ring allows for movement in any direction
Quick-release belt buckle allows training with acceleration bursts
Adjustable belt fits most athletes
Built-in mesh panels keep strings from tangling and helps stabilize the chute during training
Provides approximately 15-30 lbs of resistance with its 54"" diameterMaterialSynthetic 						",4199,4912.83,SKLZ Speed Chute,SKLZ,,"http://products.activinstinct.com/y2014/m05/427961/15394827-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
329114-SSZSH,"
							SKLZ is a global leader in developing and providing innovative training tools and expert-led programmes. Whether sport-specific, or just to get fit and into shape, there is a variety to match your needs.

Having quick feet, high knee lift and strong bounding are fundamental to peak athletic performance. Training with Speed Hurdles improves your overall athleticism and ability to manoeuvre quickly and efficiently around the field, court or ice surface.

Features:

Hurdles easily adjust from 8in or 12in
Made of durable lightweight PVC plastic and quickly folds up for storage
Includes 5 adjustable height hurdles, nylon mesh carry bag, instructional DVD and 6-week progressive training workout plan						",5999,7018.83,SKLZ Speed Hurdles,SKLZ,,"http://products.activinstinct.com/y2012/m12/329114/51207112-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
329110-SSZREC,"
							SKLZ is a global leader in developing and providing innovative training tools and expert-led programmes. Whether sport-specific, or just to get fit and into shape, there is a variety to match your needs.

The Recoil 360 allows you to maximise motions that are specific to your sport with resistance and assistance training. The unique flexi-cord stretches against your movement to build strength, or pulls you along to increase speed and improve your body's efficiency during direction changes.

Features:
8ft flexi-cord safely stretches up to 20ft

Partner safety handle for a safe effective workout
360-degree rotation belt with free-motion ring allows for movement in any direction
Adjustable belt fits most sizes						",6449,7545.33,SKLZ Recoil 360,SKLZ,,"http://products.activinstinct.com/y2012/m12/329110/89679201-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
329124-SSZSCP,"
							SKLZ is a global leader in developing and providing innovative training tools and expert-led programmes. Whether sport-specific, or just to get fit and into shape, there is a variety to match your needs.

The Speed Chute allows you to focus on acceleration and top end speed through progressive resistance and over-speed training. Includes two 48in chutes and adjustable belt.

Features:

Built-in mesh panels prevent strings from tangling and stabilize the chute during training
Two 48in x 48in chutes, adjustable belt and SackPack DLX carry bag						",6799,7954.83,SKLZ Speed Chute Pro,SKLZ,,"http://products.activinstinct.com/y2012/m12/329124/93569137-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
329112-SSZHOP,"
							SKLZ is a global leader in developing and providing innovative training tools and expert-led programmes. Whether sport-specific, or just to get fit and into shape, there is a variety to match your needs.

The Hopz vertical leap resistance trainer will help you develop explosive leg drive and power, strengthening key muscles in your lower body, to ultimately maximise your vertical leap ability.
This key measure of explosiveness is critical in any sport that requires power below the waist.

Features:

Resistance bands quickly attach and release to ankle straps and belt rings
Durable bands with resistance up to 40lbs
Ankle straps with built in shoe harness keeps resistance bands in place
Adjustable belt fits most waist sizes						",6899,8071.83,SKLZ Hopz,SKLZ,,"http://products.activinstinct.com/y2012/m12/329112/75074219-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
329120-SSZSUP,"
							SKLZ is a global leader in developing and providing innovative training tools and expert-led programmes. Whether sport-specific, or just to get fit and into shape, there is a variety to match your needs.

Develop total body strength, stability and endurance by training with the Super Sandbag. This versatile training tool allows you to execute countless training exercises, working your upper and lower body. Develop explosive power on-demand. The removable weight bags can be used as soft weights to increase the intensity of any drill or exercise.

Features:

Features durable outer shells for long lasting use
Zipper enclosure with Velcro reinforcement
Includes Super Sand Bag, four 10lb. weight bags
Filler not included						",7349,8598.33,SKLZ Super Sandbag,SKLZ,,"http://products.activinstinct.com/y2012/m12/329120/72084480-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
