SKU,Description,CP,SP,productname,Brand,Size,imgurl,
193025-AL26WFLCB,,4799,5614.83,ALTURA Ladies Fleece Long Sleeve Jersey ,ALTURA,,http://products.activinstinct.com/y2010/m10/193025/95275784-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
165123-CA240VELW,"
							Measure your performance with ultimate precision with the Cateye Velo Wireless. With all the features of its ultra popular predecessor, the Vectra, the Velo Wireless is presented in a great new body and screen design and with added functionality including an Average Speed function. All of these new additions combined take this top value wireless computer, and your performance, to the next level.

Single button operation results in a simple-to-operate user interface and a large screen, with enhanced digits, allows for easy reading.						",4999,5848.83,CATEYE Velo Wireless,CATEYE,,http://products.activinstinct.com/y2010/m03/165123/70012133-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
28627-91029347,"
							Once you've completed your training, you're ready to view the results using the Polar ProTrainer 5 software. The IrDA USB Adapter provides that link by enabling a two-way infrared data communication between your Polar product and PC.

Set contains installation CD and a cable						",4999,5848.83,POLAR IrDA USB Adapter,POLAR,,http://products.activinstinct.com/y2009/m05/28627/28627-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
228916-QKPFP5,"
							Perfect for the home mechanic, this floor pump brings together a simple design, brilliant usability and high performance.

The easy-lock pump head can be clamped easily and securely and then released with one finger. The main body of the pump comprises of a smooth steel barrel and this sits upon large foot pads that provide a stable base but can also be folded to make transport and storage easier.

The pump fits Presta, Schrader and Dunlop valves and includes a high pressure rubber hose and a ball inflating needle. There is also a large, easy-to-read pressure gauge integrated into the base just so you can keep tabs on your work.						",4999,5848.83,PARK TOOL USA PFP5 Professional Mechanic Floor Pump,PARK,,http://products.activinstinct.com/y2011/m06/228916/37504923-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
28622-920135,"
							At the heart of your training is the coded T31. Its purpose is simple: to transmit your heart rate to your wrist unit. Slim and light, the ECG (electrocardiogram) accurate transmitter is fully water resistant and designed for all weather conditions.


Built to last with up to 2500 hours of training usage
Prevents cross-talk from other electrical devices for accurate measurement of your training

Works with FT80, FT60, FT40, FT7, FT4, FT2, FT1, CS300, RCX3, RCX5, RS400, RS300X, RS100.						",4999,5848.83,POLAR T31 Coded Transmitter,POLAR,,http://products.activinstinct.com/y2009/m05/28622/28622-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
228958-WS8401,"
							This grease has been formulated by Shimano to be used on a variety of different part including cables, hubs and headsets. Shimano use this grease during their own production of products as it seals out water, making parts far less likely to suffer from corrosion and you far less time trying to fix or replace them.

This is an essential product for regular and serious riders. It doesn't affect rubber seals and prolongs the life of all components that it is applied to.						",4999,5848.83,SHIMANO Grease (625ml Tub),SHIMANO,,http://products.activinstinct.com/y2011/m06/228958/85288280-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
228184-QLFL151001,"
							This brilliant design is an easy and convenient way to keep your chain clean. It removes caked on dirt and prolongs the life of the drive chain if used regularly.

The triple rotating brushes and side scrubber pads ensure every nook and cranny is reached as an oversized super strong magnet collects metal wear filings that normally prevent the chain working at its best. The 30 degree exit angle and industrial quality foam insert totally eliminates cleaner dripping on the ground; everything is kept tidy and compact, simply doing the job in hand.

An ergonomic handle and easy closure clamp make this an brilliant one-handed tool to use: it's easy and effective.


Kit contains 4 oz / 120 ml Ecotech2 degreaser and 2 oz / 60 ml lube						",4999,5848.83,FINISH LINE Chain Cleaner Kit,FINISH,,http://products.activinstinct.com/y2011/m05/228184/36284667-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
27912-AB86085,"
							The Centuro is a stylish Steel-O-Flex with a sleek, smart lock body and a very flexible 19mm thick Steel-O-Flex cable that's impressively resistant to sawing attack. Sold Secure approved to the Bronze level, the Centuro the quick snap rbu bracket system, suitable for frame tubing 15-45mm.						",4999,5848.83,ABUS Centuro 860- 85cm Bike Lock,ABUS,,http://products.activinstinct.com/y2009/m03/27912/27912-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
342182-34070-090,"
							This will help you stay hydrated on those long training runs keeping your bottles secure and easy to access with the angled bottle entry for ease of use.

Features include:

Bottle holders with perforated EVA protection and drainage
Main storage large volume pocket with water resistant zip closure
Internal key fob and key pouch
Internal security pocket with elastic loop to secure down MP3 player plus earphone outlet
Medical card
Perforated EVA back panel for improved ventilation and comfort
Reflective graphic and branding on front for improved visibility
Fully adjustable waist strap with integrated 'tidies'
Durable water resistant fabric

MaterialNylon 						",4999,5848.83,HILLY Double Bottle Belt,HILLY,,http://products.activinstinct.com/y2013/m02/342182/49128222-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
430316-NA-88494,"
							Haul-it-all with this durable and lightweight 35-liter extra roomy gear bag.


Fully adjustable padded shoulder straps mean you can carry a heavy load comfortably
Internal zippered pocket keeps essentials safe
Reinforced bottom panel for the most gnarly conditions - pool, gym, transition area, and wherever else you train
Be seen at low lights with reflective hits for 1200 feet of visibility						",4999,5848.83,NATHAN Haul-It-All Bag,NATHAN,,http://products.activinstinct.com/y2014/m05/430316/77058369-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
377494-1221816-428,"
							The Under Armour Coldgear Compression Mock features Under Armour signature UA compression fit that allows for top performance with an updated brushback knit fabrication that traps heat for enhanced warmth.

The body length has been extended to 26 inches for more coverage, and the grippy bottom hem ensures the top doesn't ride up and let unwanted cold air underneath.

Features flatlock tonal stitching.MaterialElastane 13%Polyester Fabric 87%						",5099,5965.83,UNDER ARMOUR Ladies ColdGear Compression Mock,UNDER ARMOUR,,http://products.activinstinct.com/y2013/m08/377494/30787404-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
433225-03024100600,"
							Proof that flat racing pedals don't have to be clunky or ugly to be durable, these cleats are built to easily accommodate such pedals. These are built to handle big hits and the most gruelling action, with innovative functionality and great looks.						",5099,5965.83,SPEEDPLAY Zero Replacement Cleat Set,SPEEDPLAY,,http://products.activinstinct.com/y2014/m06/433225/45909919-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
432403-49405,"
							Everything you need to keep your bike clean, prolonging its durability and life.

The kit consists of:

1 litre Bicycle Cleaner
500ml Bike Spray
Detailing Brush
Soft Washing Brush
Claw Brush
Two Prong Brush
Large Microcell Sponge
Parts Washer/Storage Tub						",5099,5965.83,MUC-OFF 8-in-1 Cleaning Kit,MUC-OFF,,http://products.activinstinct.com/y2014/m06/432403/60511204-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
347594-13211104-021,"
							The Select series is the perfect blend of performance, comfort and design for the ultimate triathlon enthusiast. The legendary Pearl Izumi SELECT Tri Short delivers comfort, durability and a great fit. The SELECT Tri Short is ideal for both training and racing for all levels of triathletes.

Features:

SELECT transfer fabric sets the benchmark for compression and moisture transfer
Flatlock seams
Plush elastic silicone leg gripper
One easy access envelope pocket
TRI quick-dry fleece chamois
Form Fit
8in inseam (size medium)
Stretch drawcord for superior comfort and fit
Reflective elements for low-light visibility
Not recommended for use in chlorinated poolsMaterialElastane Nylon 						",5099,5965.83,PEARL iZUMi Ladies Select Tri Short,PEARL,,http://products.activinstinct.com/y2013/m03/347594/61226243-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
165122-CA240VELPW,"
							If you value the journey just as much as reaching the finish line, the Velo Plus Wireless does all the thinking, giving you more time to enjoy the view. The Velo Plus also ensures you'll be able to enjoy the view for longer with a Carbon Offset that calculates how much CO2 you have saved by not taking the car.

Wireless has all the features you'd expect from a Cateye computer including Average Speed and Pacing arrow. Aimed at the more urban commuter market, the Velo Plus has additional estimated calorie consumption and carbon offset functions.

Use this function with the Cateye powered worldcommute and add your figures to the World Commute effort of reducing CO2 emissions.						",5199,6082.83,CATEYE Velo Plus Wireless,CATEYE,,http://products.activinstinct.com/y2010/m03/165122/29745084-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
192960-AL34WCRB,"
							The Altura Cruisers are a highly versatile mid weight tight, ideal for cycling and other outdoor activities.

Constructed from a stretch thermal fabric with water repellent treatment and foot stirrups.

Reflective trim increases safety in low light conditions.MaterialPolyester Nylon Polyurethane 						",5199,6082.83,ALTURA 2012 Men's Winter Cruiser Tight,ALTURA,,http://products.activinstinct.com/y2010/m10/192960/63684544-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
390811-WFSC01,"
							Collect crucial bike speed and cadence data during your workout. Easy to attach to most bikes, even easier to read the data on your iPhone when paired with the Wahoo Key or Wahoo Bike Case.

This product will not work with your Apple mobile device unless you have either the Wahoo Key or the Wahoo Bike Case.

Featured:

Tethered, independent speed and cadence sensors for optimal placement of each
Durable, easy to use
Small with low drag profile
Can be modified for use with recumbent bikes
Tether is spliced and extended
Sends and receives signals up to 10 feet
Unobstructed
Compatible with any ANT+ receiving device
Waterproof up to 5 feet
Replaceable 3 volt CR2032 coin cell battery
Wireless
ANT+ ultra low power technology license free, 2.4 GHz ISM band operationMaterialPlastic 						",5199,6082.83,WAHOO Cycling Speed/Cadence Sensor,WAHOO,,http://products.activinstinct.com/y2013/m11/390811/22285443-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
7093-ZW-50,"
							Targeted at Fitness and Wellness segment. Ideal monitor for :

Runners and Joggers, Cycling, Spinning and Aerobics Classes, Weight Loss Programmes, Fitness Training

Fusion 10 Functions and Features

Digital and coded wireless transmission, no cross talk from other monitors.
Time (12/24-hour) with daily alarm and calendar
Simple to use with dedicated HR ON and OFF button
Audible and visual training zone indicator
Target zone with Hi Lo setting in single beat increments
Scan function with hands-free auto-scroll feature showing Exercise time in hours/minutes/seconds, maximum, average &amp; minimum heart rate for session
Memory recall of last exercise session statistics
Automatically resets memory when new session started
Automatically switches OFF when chest transmitter removed
Electro luminescent screen light

There is a large clear two row LCD screen with a zone indicator to show exercise heart rate and time during exercise. This becomes date and time after use. Fusion 10 has a hands free scan feature showing how long and how hard you have been exercising, this can be viewed during exercise to check progress and post exercise from the memory recall. The memory automatically resets when the next session is started. There is blue electro luminescent light.

Standard Cardiosport Features


ECG accurate heart rate
Water resistant to 30 meters (60 feet)
Two year warranty on both the G2 digital chest transmitter and the watch
User changeable battery in chest transmitter
RoHS and Weee regulations compliant

						",5499,6433.83,CARDIOSPORT Fusion 10 Digital Heart Rate Monitor ,CARDIOSPORT,,http://products.activinstinct.com/y2008/m12/7093/7093-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
7090-ZW-53,"
							Ideal monitor for :


Runners and Joggers
Cycling
Spinning and Aerobics Classes
Weight Loss Programmes
Fitness Training

GO 15 Functions and Features


Digital and coded wireless transmission, no cross talk from other monitors.
Time (12/24-hour) with daily alarm and calendar
Simple to use with dedicated HR ON and OFF button
Audible and visual training zone indicator
Target zone with Hi Lo setting in single beat increments
Heart rate wave display, also used for day of the week when HR OFF
Scan function with hands-free auto-scroll feature showing
Exercise time in hours/minutes/seconds, maximum, average &amp; minimum heart rate for session
Memory recall of last exercise session statistics
Automatically resets memory when new session started
Automatically switches OFF when chest transmitter removed
Electro luminescent screen light

Summary of Key Features

GO 15 features safe, 122 kHz low frequency digital transmission system with improved signal interference and coding to allow exercise in close proximity to other monitors.

Compact watch design with stylish, wraparound, colour coordinated strap. There is a single button for switching heart rate ON and OFF and everything has been laid out to make this technology truly easy to use. GO 15 has a hands free scan feature showing how long and how hard you have been exercising, this can be viewed during exercise to check progress and post exercise from the memory recall. The memory automatically resets when the next session is started. There is blue electro luminescent light.

Standard Cardiosport Features:


ECG accurate heart rate
Water resistant to 30 meters (60 feet)
Two year warranty on both the G2 digital chest transmitter and the watch
User changeable battery in chest transmitter
RoHS and Weee regulations compliant

						",5499,6433.83,CARDIOSPORT GO 15 Digital Heart Rate Monitor ,CARDIOSPORT,,http://products.activinstinct.com/y2008/m12/7090/7090-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
410742-B80115002,"
							Skins COLDBLACK Men's Half Tights utilise Coldblack treatment to reduce the absorption and reflection of the sun's rays meaning that the fabric heats up less and stays cooler by up to 5 degrees Celsius.

More oxygen to your muscles: Dynamic gradient compression gets more oxygen filled blood to your active muscles for increased power and stamina

More Control: Memory MX fabric maximises your stability and control while channeling the direction of your core muscles

Recover quicker: Less lactic acid build-up, less muscle vibration and less pain in the morning
Also features integrated key/coin pocket and an ergonomic waistband that moves when you do without flipping or rolling.

400 Fit: A super comfortable fit, more precise, targeted Gradient Compression and in some cases, a greater range of leg lengths for men and different body shapes for women.
50+ UV Protection: SKINS was born in Australia, so we know a thing or two about exerting ourselves in the sun. Our fabrics have a UV protection of 50+, which means you can get out and train harder without worrying about the sun related risks.

Dynamic Gradient Compression: Increases oxygen delivery to active muscles while in motion and reduces lactic-acid build-up for more power and less recovery time.

Memory MX: Memory MX fabric contains a unique high stretch elastomeric yarn â"" which returns to its original shape no matter how much stress you put it under.
Moisture Management: Keeping you dry through advanced wicking is inherent in all SKINS fabrics - moisture is drawn away from your skin, so you stay dry and comfortable.

Muscle Focus: Uniquely wrapping and supporting your key muscle groups to reduce movement and focus direction for less vibration in your muscles, less soft tissue damage and less soreness after exercise.

Warp Knit: The fabric in SKINS is warp knitted using multiple fine quality yarns to give superior performance - Warp knit fabrics have no natural stretch â"" instead, the spandex mix ensures specific levels of elasticity and perfectly controlled compression.

76% Nylon - 24% ElastaneMaterialPolyamide Nylon 76%Eleastane 24%						",5499,6433.83,SKINS Men's COLDBLACK Half Tights,SKINS,,http://products.activinstinct.com/y2014/m02/410742/17955293-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
411621-TCONZO9900,"
							The Gore Contest Lady Tights 3/4 Plus are engineered with Compression and CONTEST Lady seat insert. These are designed to provide the utmost in comfort and performance on your recreational rides. The ergonomic seat padding provides perfect fit.

Features:

Small mesh pocket on back
CONTEST LADY seat insert
Gripper elastic on bottom hem
Shifted seams for less chafing
Inseam length 45 cm / 18 inches
Reflective logo on side

Material: 80% NYLON, 20% ELASTANEMaterialNylon 80%Eleastane 20%						",5499,6433.83,GORE Ladies Contest Tights 3/4 Plus,GORE,,http://products.activinstinct.com/y2014/m02/411621/20203339-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
192862-AL21ETP,"
							The Altura Etape Windproof Jacket is perfect for those windy days and will keep your core body warm and protected from the elements.

Features stretch windproof, water repel front sleeve panels and stretch thermal rear panels.

Full front zip with garage, three open rear pockets and reflective trim round off a superb windproof garment that'll certainly keep you happy on those cold windy days.MaterialPolyester 94%Spandex 6%						",5499,6433.83,ALTURA Men's Etape Windproof Jacket ,ALTURA,,http://products.activinstinct.com/y2010/m10/192862/31219166-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
392895-PA700RACEDEVO23FB,"
							Ideal for training and all-season riding.

3D casing goes bead to bead for excellent protection, with bead-to-bead reinforced tread for puncture, pinch flat and sidewall cut protection. Excellent distance and rough road tyre.

ZSG Dual Compound provides excellent grip in all weather conditions and the PT belt adds even more protection under the tread. In addition, the tyres can be fitted and removed more easily thanks to the optimised bead design.


23C						",5499,6433.83,PANARACER Race D Evo 2 Road Tyre 23C,PANARACER,,http://products.activinstinct.com/y2013/m11/392895/69623571-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
318818-ALARRREX7,"
							The Altura Arran Transit Drop Down Rack Pack is packed with features that make it ideal for leisure, path and road use.

Features:

7 litre capacity (main compartment)
Hard wearing P-Tec 600 fabric
QR Landing strip rack fitting
Drop down side panniers
Transformer shoulder strap and carry handle
Reflective Trim						",5499,6433.83,ALTURA Arran Transit Drop Down Rack Pack,ALTURA,,http://products.activinstinct.com/y2012/m10/318818/33555242-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
392759-CA475TLRAPIDX,"
							The New Rapid X from Cateye uses the very latest in battery and LED technology to amazing effect. The Rapid X may look like a normal Cateye light but this neat compact rear light offers a level of light intensity like no other Cateye; visible from nearly 360 degrees and using a neat band fitting system it can be placed in several different positions on the bike, from seat post to seat stays.

Features:

Ultra Bright Strip LED Technology
Li-Polymer Battery Technology
Complex circuitry for safe charge and discharge
USB Recharge (2hrs)
5 modes: Constant / Flashing / Rapid / Pulse / Vibration
Runtime: C: 5hrs / F: 30hrs / R: 16hrs / P: 16hrs / V: 8hrs
Dimensions: W 22.5 / H 27.2 / L 73.2mm						",5499,6433.83,CATEYE Rapid X Cycle Light,CATEYE,,http://products.activinstinct.com/y2013/m11/392759/62496594-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
27910-AB86011,"
							The Centuro is a stylish Steel-O-Flex with a sleek, smart lock body and a very flexible 19mm thick Steel-O-Flex cable that's impressively resistant to sawing attack. Sold Secure approved to the Bronze level, the Centuro the quick snap rbu bracket system, suitable for frame tubing 15-45mm.						",5499,6433.83,ABUS Centuro 860- 110cm Bike Lock,ABUS,,http://products.activinstinct.com/y2009/m03/27910/27910-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
27909-AB1460857,"
							The Key features of the stylish Raydo lock is the Press ‘n’ Shine function. LEDs illuminate the combination dials, making the locks easier to use at any time of day or night. The Raydo 1460 is the most secure in the range of three illuminated cable locks, featuring a 20mm thick Steel-O-Flex cable, and the flexibility and usability of an 85cm long cable.						",5499,6433.83,ABUS Raydo 1460 - 85cm Bike Lock,ABUS,,http://products.activinstinct.com/y2009/m03/27909/27909-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
323560-10144-5,"
							The Saucony ProGrid Type A 5 are a fast, lightweight, neutral racing shoe with improved traction so you don't miss a step. This is the lightest neutral racing shoe that Saucony make, and it just got lighter.

The Upper features a lightweight breathable mesh, providing light-weight breathability. Flex Firm overlays help reduce the weight on the upper without sacrificing any integrity or lockdown.

The Midsole features Saucony's Super-light EVA, maximising rebound and durability whilst minimizing weight.

The Outsole features XT-Lite technology and XT-900 carbon rubber outsole material, offering exceptional traction properties without sacrificing durability.MaterialEVA Xt-900 Breathable Mesh XT-Lite 						",5499,6433.83,SAUCONY Grid Type A 5 Ladies Running Shoes,SAUCONY,,http://products.activinstinct.com/y2012/m11/323560/91711103-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
394090-V3-UTY,"
							The iBitz PowerKey tracker by GeoPalz is a physical activity based wireless device that connects to apps that unlock games and track fitness data.

The adult model is an activity tracker that can track the whole family's fitness activity by syncing to the Unity app. Track daily steps, distance, calories burned, weight as well as historical views of activities by day, week and month.

iBitz wirelessly tracks minute by minute activity, including steps, distance, and calories burned.You can set goals, and share your progress through social media channels. Unique to iBitz, the app enables a parent to add each one of their children and can sync all the iBitz devices with once click of a button, giving the parents access to activity data for the entire family by day, week, month or year.

Syncs with:

iPhone 5S
iPhone 5C
iPhone 5
iPhone 4S
iPad 4
iPad Mini
iPod touch (5th Gen)
using iOS 6.1 or greaterMaterialPlastic 						",5499,6433.83,iBITZ Adult Unity Fitness Tracker,iBITZ,,http://products.activinstinct.com/y2013/m11/394090/97537024-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
28624-91026655,"
							In competition cycling, time is of the essence. It determines whether you can keep up with the leading pack or if you’ll trail behind. So speed has a big part to play in your performance. Thanks to this aerodynamic and light wireless sensor, you’ll receive current, average and maximum speed readings so that you can get it right in training and ultimately, right on the big race day.


Interference-free speed and distance data lets you evaluate and analyze your individual performance more accurately
Long range transmission of W.I.N.D technology enables you to attach the speed sensor to various places of your bike

						",5549,6492.33,POLAR CS Speed Sensor W.I.N.D,POLAR,,http://products.activinstinct.com/y2009/m05/28624/28624-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
344435-300846,"
							These goggles feature photo chromatic lenses react to the rays of the sun for a darker tint in brighter conditions. The lens automatically adjusts to the changing light conditions outdoors by turning darker to reduce glare.

CLT Panoramic vision with Curved Lens Technology. CLT is lengths ahead of other lens technologies, offering swimmers 180 degrees of peripheral vision and crystal clear clarity.

Anti-fog Fogbuster technology offers consistent moisture control clarity and the goggle is also UV protective.

4 point Flexpoint technology ensures enhanced frame flexibility and offers an incredibly comfortable fit. The Quick Adjust system features on split yoke straps for fast and secure fastening.						",5699,6667.83,ZOGGS Predator Flex Reactor Goggles,ZOGGS,,http://products.activinstinct.com/y2013/m02/344435/40668355-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
28628-91032834,,5999,7018.83,POLAR Flowlink Data Transfer,POLAR,,http://products.activinstinct.com/y2009/m05/28628/28628-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
7091-ZW-55,"
							Targeted at Fitness and Wellness segment. Ideal monitor for:


Runners and Joggers
Cycling
Spinning and Aerobics Classes
Weight Loss Programmes
Fitness Training

GO 25 Functions and Features


Digital and coded wireless transmission, no cross talk from other monitors
10 hour Stopwatch to 0. 1 second resolution for first hour
Countdown (interval) timer with single and repeat modes
Audible and visual training zone indicator
Twin row display with main date in largest digits (time or heart rate when ON)
Target zone with Hi Lo setting in single beat increments
Heart rate wave display, also used for day of the week when HR OFF
Scan function with hands-free auto-scroll feature showing maximum, average &amp; minimum heart rate for session
Memory recall of last exercise session statistics, automatically resets when new session started
Automatically switches OFF when chest transmitter removed
Electro luminescent screen light

Summary of Key Features

GO 25 features safe 122 kHz low frequency digital transmission system with improved signal interference and coding to allow exercise in close proximity to other monitors.

Compact watch design with wraparound strap, GO 25 has a 10 hour stopwatch with countdown (interval) timer including single and repeat modes. There is a scan feature showing how hard you have been exercising, this can be viewed during exercise to check progress and post exercise from the memory recall. The memory automatically resets when the next session is started. The target zone high/low alarm can be silenced and there is blue electro luminescent light.

Standard Cardiosport Features:


ECG accurate heart rate
Water resistant to 30 meters (60 feet)
Two year warranty on both the G2 digital chest transmitter and the watch
User changeable battery in chest transmitter
RoHS and Weee regulations compliant

						",5999,7018.83,CARDIOSPORT GO 25 Digital Heart Rate Monitor ,CARDIOSPORT,,http://products.activinstinct.com/y2008/m12/7091/7091-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
32758-AL37MAY,"
							The Altura Mayhem 3/4 Baggy Shorts are a tough trail short with a removable inner short in a longer baggy cut.

Features hard wearing durable fabric, removable inner short with stretch multi density insert, rear waist adjusters, twin leg vents, zipped rear pocket and side phone pocket and a double popper closure fly.MaterialNylon 100%						",5999,7018.83,ALTURA Men's Mayhem 3/4 Baggy Shorts,ALTURA,,http://products.activinstinct.com/y2010/m01/32758/11992493-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
433035-BM10-PO-ETB-03-C,"
							Purpose built for emergencies during cycle travel, this is lightweight and easy to carry. The perfect size for Birzman.

Set includes:

Feexman mini tool
Feextube
Tyre lever
Mini chain rivet extractor
Mini pump
Chain tensioner						",5999,7018.83,BIRZMAN Zyklop C-Bag with Tools,BIRZMAN,,http://products.activinstinct.com/y2014/m06/433035/69897182-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
431401-700.CO9708,,5999,7018.83,CYCLEOPS Training Mat ,CYCLEOPS,,http://products.activinstinct.com/y2014/m05/431401/21916470-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
28628-91032834,,5999,7018.83,POLAR Flowlink Data Transfer,POLAR,,http://products.activinstinct.com/y2009/m05/28628/28628-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
392856-10150-PJ,"
							The yurbuds Signature Series ITE 100 features reflective, tangle-resistant cloth cords, premium sound, and a one-button microphone system with track and call control. Compatible with iPhone, Android, and Blackberry devices.

In addition to the secure and comfortable fit, this features a 3-button sweat and water resistant microphone that gives you full track, call, and volume control. Backed by a lifetime warranty, the Inspire Pro is designed for iPhone, iPod, and iPad, and is fully integrated with Siri and other voice-control features for a hassle-free experience.

Yurbuds TwistLock into place for a secure fit that never falls out, even under the most intense workout conditions.

Ergonomically designed to avoid nerve rich areas of the ear. Made with flexible silicone, yurbuds are ultra soft and comfortable for hours on end.MaterialPlastic 						",5999,7018.83,YURBUDS LaMichael James Signature Series Sport Headphones,YURBUDS,,http://products.activinstinct.com/y2013/m11/392856/98650655-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
401958-10160,"
							Designed with the outdoor enthusiast in mind, the Venture Duro is sweat and water resistant, allows ambient noise, and features rugged Kevlar cords and revolutionary QuikClik Magnet Technology for increased portability.

As with all yurbuds products, these buds are guaranteed never to hurt or fall out. In addition to the secure and comfortable fit, the Focus Pro features a 3-button sweat and water resistant microphone that gives you full track, call, and volume control. Backed by a lifetime warranty, these are designed for iPhone, iPod, and iPad, and is fully integrated with Siri and other voice-control features for a hassle-free experience.MaterialKevlar 						",5999,7018.83,YURBUDS Venture Duro Sport Earphones,YURBUDS,,http://products.activinstinct.com/y2014/m01/401958/76014394-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
392840-10201,"
							Enjoy the ultimate hands-free listening experience with the yurbuds Focus Pro.

As with all yurbuds products, these buds are guaranteed never to hurt or fall out. In addition to the secure and comfortable fit, the Focus Pro features a 3-button sweat and water resistant microphone that gives you full track, call, and volume control. Backed by a lifetime warranty, the Inspire Pro is designed for iPhone, iPod, and iPad, and is fully integrated with Siri and other voice-control features for a hassle-free experience.

Yurbuds TwistLock into place for a secure fit that never falls out, even under the most intense workout conditions.

Ergonomically designed to avoid nerve rich areas of the ear. Made with flexible silicone, yurbuds are ultra soft and comfortable for hours on end.MaterialPlastic 						",5999,7018.83,YURBUDS Focus Pro Sport Earphones,YURBUDS,,http://products.activinstinct.com/y2013/m11/392840/48243514-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
392615-MC014,"
							The electronic heart rate monitor can be easily attached to the t-shirt to register the cardiac activity. It is incredibly easy to use and attach, and is compatible via Bluetooth with the GOW app for iPhone 4s/5/5c/5s, Samsung Galaxy S4/S4 mini.

From your GOW online profile you can manage everything related to your training. The completed sessions will be ready as soon as you have finished your workout so that you can analyse your performance. You will be able to design your training plans, routes, races, series, search for friends, and mainly, control your training evolution. In a few seconds you will have it all loaded in your app, ready to go.

Attaches easily to GOW t-shirt or bra.

Features:

Bluetooth Smart
Waterproof to 10m
One year battery lifeMaterialPlastic 						",5999,7018.83,WEARTECH GOW Heart Rate Monitor,WEARTECH,,http://products.activinstinct.com/y2013/m11/392615/18172316-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
366037-91038711,"
							For easy to transfer data between the training computer and polarpersonaltrainer. Just plug your DataLink to a USB port on your Mac or PC and it detects your training computer in the room.

Features:

Transfers data wirelessly from the training computer to polarpersonaltrainer.com
Utilises W.I.N.D. technology for disturbance-free data transmission						",6149,7194.33,POLAR Datalink,POLAR,,http://products.activinstinct.com/y2013/m06/366037/82012581-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
